Blattner,pdxBJ_20nM PN_Ave,WT_5uM PN_Ave,FoldChange
b3008,6.819671101,6.368090863,0.098841242
b3009,6.962385802,7.153545847,-0.03907677
b3010,2.887636208,3.952586765,-0.452908133
b3011,5.104752838,8.702552461,-0.769597496
b3012,6.03085401,7.642663565,-0.341713211
b3013,3.316034552,2.96100982,0.163369764
b3014,4.097888684,3.755523599,0.125866731
b4469,5.964807688,6.069225743,-0.025036858
b0297,1.466856812,2.075733944,-0.50089349
b3017,6.365518785,6.242387651,0.028180146
b3018,6.359205437,5.613771976,0.179876052
b3019,6.144908006,6.303208646,-0.036695006
b3020,4.247331273,4.921805289,-0.212630948
b3021,6.453047365,6.414819461,0.008571952
b3022,6.96659206,7.012541295,-0.009484275
b3023,4.66107913,4.119760095,0.178103678
b3024,9.643472164,8.870236647,0.120580093
b3025,5.09735698,4.517610887,0.174189379
b3026,4.136574856,3.586958971,0.205675446
b0298,5.598765584,2.314765015,1.274243032
b3027,2.311770536,2.555909313,-0.144838444
b3028,6.465613529,5.940416947,0.122223081
b3029,11.26024874,11.14298149,0.015103396
b3030,7.206443161,6.831022609,0.077185806
b3031,0.867597013,0.913714374,-0.074718165
b3032,7.718252815,8.974002687,-0.217477315
b3033,7.516984909,8.657845103,-0.203853882
b3034,7.102057963,6.801297396,0.062427158
b3035,8.102267762,7.835936632,0.048220033
b3037,8.617763136,8.553220973,0.010845633
b1026,4.581626159,3.023711666,0.599539172
b3038,7.084063388,6.633244718,0.09486237
b3039,5.560183838,5.428465277,0.034588204
b3040,8.320852823,7.494839718,0.150833775
b3041,8.689577462,8.334983639,0.060106659
b3042,9.80879969,10.47769981,-0.095173525
b3043,2.096766827,3.111642996,-0.569510113
b3046,2.729330936,2.732470306,-0.001658484
b4272,6.156131989,6.137495348,0.004374138
b0361,4.733886436,5.003008453,-0.079770793
b3047,2.150173777,2.869777147,-0.416485445
b0032,5.564440545,6.603454396,-0.246984279
b0300,4.192003416,3.479150165,0.268904943
b3048,3.615470412,3.4321334,0.075077741
b3049,9.358012548,8.899784934,0.07243169
b3050,2.520357637,3.309045829,-0.392786807
b3051,2.925301324,3.217156992,-0.1372011
b4447,6.80101159,7.094147911,-0.06088006
b4611,8.08132748,8.01890593,0.011186883
b3052,7.158399016,6.752292358,0.084259593
b3053,6.970521899,6.340717261,0.136620631
b4631,3.675330462,3.163073291,0.216546989
b3054,6.659934878,5.889431938,0.177379584
b3055,6.975988892,5.62361172,0.310900755
b3056,7.088464998,6.953758353,0.027680313
b3057,7.088824334,6.091092947,0.21884526
b3058,5.241161281,5.015159934,0.063590795
b3059,5.825480815,5.565353564,0.065903786
b3060,4.705295164,5.396330232,-0.197693411
b3061,1.581371835,2.170496593,-0.456848523
b3062,1.874682093,2.458278705,-0.391002524
b3063,2.569812486,2.77543959,-0.111053199
b0301,2.816789283,3.027724865,-0.104182468
b3064,6.441308309,5.906300763,0.125098923
b3065,10.9854462,11.11358117,-0.016730307
b3066,6.444523143,5.692960604,0.178894495
b3067,8.697787355,8.404980182,0.04940402
b3068,7.038292785,7.16247422,-0.025232511
b3069,3.185976784,4.072075513,-0.354028561
b3070,5.802039638,6.138890981,-0.081417898
b3071,5.821002752,6.297975196,-0.113620376
b3072,3.441300619,3.393210314,0.020303074
b3073,7.559568718,6.261493669,0.271797079
b0303,2.615690975,2.16467506,0.273041629
b3074,3.564571342,4.443912881,-0.318101939
b3075,5.027059154,5.052016845,-0.007144784
b3076,2.152760029,2.460376545,-0.192691618
b3077,1.795895938,2.504161311,-0.479623743
b3078,1.358626426,2.048249736,-0.592242808
b3079,1.23290477,2.272687105,-0.882337703
b3080,2.697111949,2.698070966,-0.000512891
b3081,4.137648431,4.972429202,-0.265139763
b3082,5.294925407,5.019924151,0.076944794
b3083,3.750125434,3.449429456,0.120581095
b0304,4.374878116,3.7189844,0.234334128
b3084,4.968647384,4.748039734,0.065521152
b3085,3.975626426,4.034462405,-0.021194247
b3086,2.420356796,2.636307143,-0.123298724
b3087,7.498456653,8.262562767,-0.139995638
b3088,3.763030796,3.394359858,0.148755574
b3089,9.819664127,10.07139991,-0.036518645
b3090,4.50762403,4.347456087,0.052195734
b3091,5.409173059,4.527086925,0.256825047
b3092,5.777430989,5.135712474,0.169863687
b3093,4.455178583,4.06108096,0.133619474
b0305,2.232572486,2.582743067,-0.210197114
b3094,8.193715316,8.264402653,-0.012392778
b3095,6.953154544,6.80769242,0.0305018
b3096,6.523356258,6.738245201,-0.046758508
b3097,9.074857931,8.803418272,0.043811242
b3098,10.59552557,9.71060742,0.125821704
b3099,9.97977223,9.208795931,0.115994356
b3100,9.458749637,8.630142407,0.132265119
b3101,4.088963153,3.872351384,0.078525191
b3102,5.530009936,4.858718118,0.186706337
b3103,8.236651577,8.061888023,0.030940217
b0306,4.341211354,3.957745501,0.133418818
b3104,3.235921505,3.310718679,-0.032967814
b3105,6.783928804,6.421706309,0.079164343
b3106,4.30297161,4.020296147,0.098031543
b3107,8.127617663,8.847170712,-0.122383624
b4470,5.393071008,4.572092824,0.238252335
b3110,4.768174738,4.164317816,0.195356929
b4471,3.463674799,3.383871804,0.033628569
b3113,3.719388281,3.514829107,0.081610818
b3114,2.719973563,2.879179554,-0.082065133
b3115,2.072087318,2.736622752,-0.401311771
b0307,4.41878552,4.061355389,0.121688631
b3116,3.590296433,3.451093808,0.057049275
b3117,1.605010696,3.131939621,-0.964473488
b3118,3.163708625,5.996307191,-0.92245756
b3119,0.665562102,2.232978765,-1.74632434
b3120,1.287624697,2.554968443,-0.988593319
b3121,0.816176418,2.112028842,-1.371676604
b3123,15.30495779,15.48430142,-0.016807231
b3124,4.313129373,4.094272588,0.075127833
b3125,4.769654351,3.986052979,0.258923835
b3126,2.725937787,2.937258401,-0.107717554
b0308,4.5087733,4.113793837,0.132265479
b3127,1.414364421,2.873547777,-1.022679148
b3128,4.692891369,4.709395079,-0.005064693
b3129,1.846187615,1.829811249,0.012854334
b3130,6.94996759,7.055342146,-0.021709797
b3131,7.419247897,6.48074592,0.195113072
b3132,2.477661963,2.65517799,-0.099829207
b3133,2.914339141,2.923730481,-0.004641552
b3134,2.814769477,3.056915871,-0.119060075
b3135,3.65092371,3.513003667,0.05555644
b3136,2.717323998,2.619194619,0.053063331
b0310,1.474799141,1.719652893,-0.221598909
b3137,1.762048847,2.271280049,-0.366251683
b3138,1.647330054,1.895476093,-0.202430622
b3139,1.568865248,2.03192921,-0.373128699
b3140,2.488930896,2.548905809,-0.034351887
b3141,2.594048091,2.251874988,0.204078487
b3142,3.399813223,3.528149723,-0.053456295
b3143,2.229598574,2.590238778,-0.216301112
b3144,4.260057843,3.813630202,0.159708064
b3145,4.150954078,4.081276732,0.024422435
b3146,5.709211407,5.027518194,0.183445088
b0033,5.826104857,6.819155937,-0.227061509
b0311,5.336927822,3.728251376,0.517510364
b3147,6.703421701,6.64219975,0.013236585
b3148,6.411859472,6.564266216,-0.033890943
b3149,7.379415614,6.896997524,0.097538123
b3150,7.587639245,6.981330073,0.120149164
b3151,5.123959675,5.565787622,-0.119326738
b3152,5.400677648,5.484255316,-0.022155296
b3153,5.740866108,4.168272132,0.461818939
b3154,5.377113862,4.192701933,0.358951751
b3155,5.331248538,5.947961121,-0.157921776
b3156,7.508109117,8.837693737,-0.235220319
b0312,5.760129558,4.454037278,0.370987629
b3157,8.886081909,10.2106889,-0.200460861
b3158,4.247623539,4.292939365,-0.015309888
b3159,4.478765822,4.284480546,0.063980934
b3160,5.078420944,4.503054196,0.173476142
b3161,4.52108244,4.781323783,-0.080741881
b3162,9.728066121,9.637154226,0.013545842
b4685,8.973337716,7.856656712,0.191729184
b3163,9.87756395,9.063353276,0.124110362
b3164,9.840919519,9.873528773,-0.004772667
b4449,6.727352256,6.57055638,0.034023262
b0313,5.866179193,4.543263679,0.368692103
b3165,10.60824911,11.37866821,-0.101145151
b3166,6.512412372,6.869443752,-0.077001227
b3167,7.497697808,8.32704461,-0.151356873
b3168,8.950108812,9.558303613,-0.094849372
b3169,8.917206102,9.057972088,-0.022596331
b3170,8.755445954,8.56620342,0.031524726
b3171,6.416546071,5.988062521,0.099707641
b3172,7.14743193,8.925626947,-0.320528534
b3173,3.106508249,3.339762502,-0.104451628
b3174,6.677654283,6.776260202,-0.02114787
b0314,4.856274672,4.325665499,0.166927916
b3175,10.07757277,9.79101087,0.041618478
b3176,8.387138109,8.731832267,-0.058105805
b3177,7.022317384,7.323313349,-0.060549325
b3178,9.567067722,9.067238657,0.077413552
b3179,9.470116832,8.768137926,0.111111732
b3180,9.707935052,9.169936929,0.082252646
b3181,8.428959648,8.125140024,0.0529619
b3182,5.217361261,4.339340692,0.265844472
b3183,7.759276569,8.340837391,-0.104270083
b3184,6.938589734,6.887381752,0.010686821
b0315,4.772796912,3.454407795,0.466396545
b3185,10.84772665,11.86634569,-0.129482987
b3186,11.24107978,12.07618374,-0.10338399
b3187,8.049599765,7.377303528,0.125823458
b3188,6.055246285,5.95346194,0.0244568
b3189,7.640258264,7.665258945,-0.004713123
b3190,7.724375752,7.42791772,0.056460511
b3191,0.201589233,3.188888934,-3.98356336
b3192,8.394048671,7.899479069,0.08760931
b3193,8.143066724,7.630722973,0.093752472
b3194,7.479021739,6.791609091,0.139096154
b0316,5.319646178,4.570988414,0.21882413
b3195,7.303515396,6.704242568,0.123516694
b3196,5.538126414,5.2130286,0.08727621
b3197,6.869989498,6.365642745,0.110001702
b3198,7.796201845,7.035606145,0.14809672
b3199,7.49522687,6.875636648,0.124478841
b3200,8.209638533,7.745849054,0.083895315
b3201,7.836313854,7.406646991,0.081354602
b3202,8.482175257,7.955424864,0.092495311
b3203,9.417627149,8.899977149,0.081561974
b3204,8.275390518,7.883014447,0.070079976
b0317,2.59476006,3.371143112,-0.377636737
b3205,7.760398861,7.488323861,0.051487973
b3206,6.899154299,6.698768175,0.042523701
b3207,9.141022927,8.327506083,0.134471116
b3208,5.311389381,5.110880248,0.05551751
b3209,6.83244527,7.347520419,-0.104855465
b4450,5.801881798,6.395927075,-0.140632586
b3210,6.311998159,6.744635097,-0.095643607
b3211,3.620051752,3.65566316,-0.014122822
b3212,9.368026559,9.183195088,0.028748971
b3213,9.658166832,9.793147871,-0.020023284
b0318,4.270117512,4.239576236,0.010355704
b3214,4.363242849,4.786734123,-0.133640901
b3215,2.827581367,2.565632564,0.14025397
b3216,3.859441249,3.069507314,0.330384889
b4569,3.712095257,2.965396643,0.324008644
b0259,1.545046935,7.047721346,-2.189506219
b3219,4.704820221,0,#DIV/0!
b3220,5.027545918,0.006830985,9.523545014
b3221,5.501960444,4.540333413,0.277147524
b3222,4.175875646,0.891631919,2.227558582
b3223,4.161775018,4.255301431,-0.032062355
b0319,1.75287544,2.44227375,-0.478501437
b3224,3.518367052,4.247627889,-0.271751386
b3225,4.412486102,5.51679705,-0.322239174
b3226,6.736332608,6.390051937,0.076135716
b3227,2.478851391,2.79464011,-0.172990723
b3228,7.603202836,8.044580717,-0.08140995
b3229,8.264324646,8.632439937,-0.062871463
b3230,10.41834777,11.26818604,-0.113128787
b3231,9.762682567,10.37958421,-0.088399125
b3232,5.773389043,5.36783133,0.105079106
b3233,10.81440078,10.92387477,-0.014530952
b0320,0.679488735,1.99377717,-1.552982641
b3234,6.226344799,5.627865974,0.1457975
b3235,6.062278323,5.509578426,0.137918156
b3236,9.6892645,9.40580109,0.042836334
b3237,8.122621549,8.349899434,-0.039813394
b3238,5.340411949,6.028269596,-0.174792906
b3239,7.012281478,6.513359615,0.106482025
b3240,3.581981611,2.847605955,0.331008408
b3241,4.321878546,3.660317932,0.239689565
b3242,5.581269446,5.032789318,0.149235092
b3243,5.55233241,5.674090517,-0.031295223
b0034,7.157492863,7.014337864,0.029147403
b0321,2.197659404,2.475197737,-0.17157597
b3244,8.344385635,7.464947549,0.16067371
b4472,5.267402555,4.968036288,0.084416008
b3247,6.583609592,5.959818085,0.143610491
b3248,7.278131655,6.325739892,0.202333914
b3249,1.026305487,0.625698273,0.713921196
b3250,6.525296848,6.248697677,0.062487992
b3251,8.558619196,8.419124169,0.023707899
b3252,5.908260515,5.385072963,0.133767549
b3253,7.169466026,6.68195838,0.101594676
b4697,5.369834682,4.998877892,0.103273387
b0323,2.574978402,2.540336392,0.01954078
b4646,3.96760838,3.753804351,0.079916174
b3255,7.874409155,7.586926526,0.053656111
b3256,7.343453583,7.530084396,-0.036207321
b3257,4.863988757,3.973609557,0.291689772
b3258,4.608643748,4.180361698,0.140714476
b3259,6.260865359,5.850274211,0.097857829
b3260,8.02970007,8.262272028,-0.04119246
b3261,8.297978974,9.215656459,-0.151326935
b3262,2.49850583,2.804151928,-0.166498932
b3263,3.498533622,2.58484801,0.436670904
b0324,4.562983811,4.473138188,0.028690207
b3264,1.464671058,2.039631744,-0.477732002
b3265,2.31676192,2.366996381,-0.030947706
b3266,3.53808941,3.183246983,0.152471409
b3267,6.58818684,6.369758104,0.048642884
b3268,5.14791629,4.926636884,0.063385452
b3269,3.163043453,2.835913059,0.157500071
b3270,2.900680903,2.914843713,-0.007026935
b3271,4.018417663,3.859323636,0.058279491
b3272,0.675149278,2.272199694,-1.750811205
b3273,0.304802695,2.256429586,-2.888094195
b0325,7.431630583,6.866390499,0.114126882
b3274,1.136724304,2.765680119,-1.282751911
b3275,9.208283036,9.212324096,-0.000632989
b3276,4.071427906,3.518077757,0.210747487
b3277,5.318932665,4.711335195,0.175000795
b3278,8.973695395,9.483179078,-0.079668566
b3279,8.973279464,8.306958472,0.111315001
b3280,8.084152484,7.579896436,0.092918397
b3281,7.840962541,7.180996072,0.126846794
b3282,8.237676941,7.174511316,0.199356981
b3283,8.866891511,8.447627807,0.069882151
b0326,1.331191483,1.518140045,-0.189586774
b3284,9.871574075,9.978172479,-0.015495459
b4473,7.43701869,7.39310602,0.008543796
b3287,8.959003439,9.074383868,-0.018461428
b3288,7.516784574,7.540779146,-0.004597939
b3289,6.641818799,6.755279234,-0.024437042
b3290,6.309714697,6.333854206,-0.005508886
b3291,10.55639062,10.06252884,0.069123723
b4550,5.610537126,5.256130697,0.094137745
b3292,6.861986279,6.42131349,0.095757808
b3293,7.069565413,6.583334987,0.102802921
b0327,4.68003587,4.997147574,-0.094585237
b3294,10.64525109,11.5343729,-0.115729591
b3295,10.87933112,11.39389025,-0.066670555
b3296,11.39215064,11.88162321,-0.060691815
b3297,10.9903549,11.31545226,-0.042056273
b3298,11.44490199,11.78334193,-0.042043659
b3299,11.29720267,12.05927413,-0.094177484
b3300,10.95830176,11.78192752,-0.104551346
b3301,11.6926313,12.65426142,-0.114023676
b3302,10.65041648,11.56809842,-0.119241884
b3303,11.05248672,12.08936411,-0.129367361
b0328,5.22346776,6.478829177,-0.310725217
b3304,10.59765261,11.53966271,-0.122856315
b3305,10.77789687,11.66350576,-0.113925805
b3306,10.93558343,11.70618886,-0.098241267
b3307,11.1139612,11.80439103,-0.086950508
b3308,10.84757851,11.54782893,-0.090248613
b3309,11.50633794,12.14511785,-0.077947741
b3310,11.86581082,12.56415391,-0.082502834
b3311,10.59537934,11.7875339,-0.153826679
b3312,10.0627061,11.19071266,-0.153283582
b3313,10.4819914,11.8158124,-0.172805995
b0329,10.97837316,10.15397976,0.112618994
b3314,10.20183387,11.55544688,-0.179744541
b3315,10.42027566,11.79666469,-0.178985576
b3316,10.00987872,11.3474864,-0.180948265
b3317,10.05587106,11.38912499,-0.179618855
b3318,10.63391603,11.88469824,-0.160432293
b3319,10.2693328,11.39322053,-0.14983316
b3320,10.68699706,11.70126395,-0.130807849
b3321,10.34506484,11.0626043,-0.09674837
b3322,4.569948475,4.197707991,0.122576089
b3323,2.914022371,3.217098535,-0.142748171
b0330,2.769865299,3.155589687,-0.188093809
b3324,2.779958031,2.847484054,-0.03462466
b3325,3.561990742,3.523628725,0.015621847
b3326,2.232654781,2.652033695,-0.24833891
b3327,3.232055141,3.063540346,0.07725196
b3328,2.193881098,2.657628148,-0.276653921
b3329,1.955298051,2.408704278,-0.300868744
b3330,2.407174696,2.28498224,0.075157894
b3331,3.279773456,3.210683942,0.030715513
b3332,3.277264745,3.05877924,0.099536234
b3333,4.318692141,3.529363663,0.291186385
b0331,2.158448268,2.559662213,-0.245958921
b3334,0.848418671,1.158407659,-0.449294771
b3335,4.621493809,4.453336202,0.053472719
b3336,8.534953585,7.435486699,0.198956129
b3337,9.618340319,8.921559176,0.108492108
b3338,4.281837683,3.877836471,0.142978141
b3339,12.03766437,12.77172045,-0.085397383
b3340,10.75616237,11.34644457,-0.077076858
b3341,10.27661412,10.71459346,-0.060212099
b3342,10.52362065,11.01617206,-0.065991849
b3343,6.271409363,5.446598885,0.20343407
b0035,3.53638143,3.231694146,0.129983226
b0333,1.808853376,2.148224544,-0.24806933
b3344,6.764659208,5.648949911,0.260034547
b3345,6.194537504,5.058238614,0.292361477
b3346,7.206984224,6.293862532,0.195450019
b3347,9.438127786,8.784208649,0.103588382
b3348,6.490602421,6.73285143,-0.052865243
b3349,10.64314456,11.09137388,-0.059513618
b4551,7.282223919,7.601408899,-0.06188774
b3350,4.96902845,5.429906494,-0.127963552
b3351,5.427830084,5.340673277,0.02335393
b3352,6.213709537,5.635125248,0.141007127
b0334,1.847100044,2.528242212,-0.452872675
b3353,5.635316706,4.868822716,0.210923722
b3354,6.914758105,6.059117341,0.190571138
b3355,7.104787978,6.487491763,0.131130795
b3356,9.585411976,9.541247902,0.006662471
b3357,9.73760164,9.657526837,0.0119127
b3358,5.646741884,5.494125789,0.039528745
b3359,5.818821948,6.986683864,-0.263880761
b3360,4.797535651,4.220446538,0.184897878
b3361,6.799467185,6.41849586,0.08318645
b3362,7.242027457,6.815432218,0.087588494
b0335,2.703697535,2.701781059,0.001022996
b3363,7.176919004,6.437051475,0.156964633
b3364,4.279689965,4.047900932,0.080332305
b3365,8.433475126,6.453847328,0.385967786
b3366,9.341383515,7.381895362,0.33964495
b3367,7.803006397,6.315511018,0.305130609
b3368,7.55429016,6.253133006,0.272716995
b3369,5.247021586,4.190940012,0.324224854
b3370,1.42729994,2.390193289,-0.743838748
b3371,2.520934344,2.99117219,-0.246752418
b4474,3.105274316,3.17153265,-0.030459474
b0336,5.138737014,4.823924093,0.091206615
b3374,3.848219849,3.697662978,0.057577486
b3375,5.588216578,5.623150726,-0.008990783
b3376,3.410784778,3.492621147,-0.034206435
b3377,3.24733339,2.885504885,0.170431734
b3378,3.943553403,3.183613239,0.308831099
b3379,3.532344921,2.909029263,0.280088415
b3380,3.004547165,2.6044337,0.206177858
b3381,2.018219546,2.029931913,-0.008348216
b3382,4.791759747,3.902709334,0.296079557
b3383,5.465652206,4.878760296,0.163879058
b0337,6.075901082,5.866328258,0.050640581
b3384,7.952878969,7.775497615,0.032542208
b3385,7.151301603,7.054648054,0.019631739
b3386,7.537923771,7.4744307,0.012203507
b3387,6.738861616,6.715848479,0.004935219
b3388,7.901982378,7.982671698,-0.01465705
b3389,8.600222914,8.460176625,0.023686271
b3390,8.830036356,8.410565973,0.070216491
b3391,3.254054179,3.203029452,0.022801208
b3392,2.643760981,2.941681074,-0.154049093
b3393,2.374212698,2.772504506,-0.223740618
b0338,3.502688774,3.091557597,0.180128922
b3394,0.568331151,0.652968978,-0.200282659
b3395,3.672089185,3.906876688,-0.089414622
b3396,5.222326454,4.922243122,0.085376727
b3397,6.504516809,5.492581872,0.24395742
b3398,5.615015774,5.356575521,0.067979101
b3399,6.041996185,6.101010667,-0.01402298
b3400,6.442123673,6.646561171,-0.045071748
b3401,6.395113253,6.52245775,-0.028445785
b3402,4.240366921,4.267774614,-0.009294881
b3403,8.095848598,9.315259091,-0.202413586
b0339,3.693320288,3.437646909,0.103497011
b3404,5.860103296,5.666847824,0.048379634
b3405,7.67507418,7.596107262,0.014920417
b3406,5.61879322,5.376274228,0.06365358
b3407,6.101694064,5.970661355,0.031319102
b3408,10.70969828,11.34142169,-0.082683663
b3409,9.977550152,10.70701621,-0.101798961
b3410,10.13418806,10.67069766,-0.074423998
b3411,4.219261499,3.983859084,0.082823887
b3412,5.493420207,5.396458474,0.025691729
b3413,5.570029868,5.76197363,-0.048877994
b0340,3.311010772,3.115130903,0.087978915
b3414,6.514616934,7.015986755,-0.106965675
b3415,5.369274103,4.722190319,0.185270869
b3416,7.307455343,6.147120576,0.249458324
b3417,7.541352869,6.619408748,0.188120997
b3418,8.097688244,8.096374214,0.000234128
b4475,5.223941356,4.932121537,0.08293035
b3421,4.448725618,4.090965449,0.120950768
b3422,3.09359353,3.317632062,-0.100870243
b3423,5.950884546,5.657877012,0.072843312
b3424,6.241505182,5.682820612,0.135286812
b0341,3.225511507,3.041102105,0.084933708
b3425,6.126122059,5.283043706,0.213604767
b3426,3.947805625,6.976774146,-0.821509172
b3427,5.073271846,5.110749404,-0.010618385
b3428,8.162329116,8.253582647,-0.016039605
b3429,5.931814603,0.789991143,2.908565124
b3430,8.675901837,8.625134038,0.008466853
b3431,7.738119761,7.803581011,-0.012153262
b3432,8.467257358,8.002636746,0.081419316
b3433,11.31982581,10.59227578,0.095839168
b3434,4.862704635,5.378231589,-0.145372916
b0342,3.121734989,2.406727456,0.375275292
b4476,3.842026168,3.720745342,0.046275693
b3437,3.915854246,3.369155468,0.216940064
b3438,6.414617157,5.98363694,0.100340522
b3439,7.117916087,7.173721507,-0.011266814
b3440,7.884278852,7.749578358,0.024860985
b4451,5.252711723,4.924168,0.093182426
b3441,7.161720941,5.830417642,0.296707075
b3442,0.77603621,2.233720831,-1.525253014
b3443,1.431391291,2.278194442,-0.670472778
b3293,3.975892014,6.583334987,-0.727540036
b0036,3.129747272,2.404927761,0.380052605
b0343,2.746779106,2.665078574,0.043562826
b4576,4.663365831,6.441944874,-0.466124705
b3446,3.619565534,4.000435191,-0.144340416
b3447,6.27834892,5.417803156,0.212677232
b3448,6.469802856,7.172866609,-0.14882805
b3449,5.630389656,5.467437391,0.042369974
b3450,5.235704512,4.939549258,0.084004279
b3451,2.921098472,2.973674817,-0.025735899
b3452,2.441604749,2.655191857,-0.120986437
b3453,3.90071207,4.263921178,-0.128443259
b3454,7.115464906,8.273561002,-0.217550388
b0344,2.351087649,2.315489895,0.022010863
b3455,6.93406293,7.969716729,-0.200827517
b3456,7.15078732,8.357233286,-0.224923313
b3457,6.846728075,8.005321403,-0.225544611
b3458,7.46079755,9.009619468,-0.272136312
b3459,5.898738359,5.320241958,0.14891456
b3460,11.3536706,10.62941769,0.095096227
b3461,8.008696878,7.835836302,0.031480257
b3462,6.720851271,6.77613178,-0.011817954
b3463,7.27498521,7.324814214,-0.009847853
b3464,6.950305246,6.843423204,0.022358172
b0345,5.955800523,5.114988726,0.219564375
b3465,6.401302835,6.08353221,0.07345634
b3466,5.922805884,5.861115904,0.015105437
b3467,5.289900131,5.272628496,0.004718136
b3468,6.453989337,6.072144336,0.08798511
b3469,4.124801123,3.607296682,0.193406479
b3470,6.918021909,6.224539568,0.152392458
b3471,4.648118805,4.127984761,0.171209299
b3472,8.786760369,9.456447312,-0.10596693
b3473,6.228432369,5.409299134,0.203427417
b3474,5.169810143,4.730568922,0.1280976
b0346,3.287126551,5.322716318,-0.695335678
b3475,6.249537307,5.792662438,0.109522786
b3476,1.955305539,2.528131538,-0.370677466
b3477,1.576986042,2.61551001,-0.729922401
b3478,0.404676898,1.216537416,-1.587938296
b3479,2.366771924,3.024389142,-0.353723094
b3480,3.131957382,3.088918685,0.019962688
b3481,7.081608725,5.701967201,0.312617393
b3482,2.929829426,3.190870901,-0.123133566
b3483,3.10287503,2.941821365,0.076895948
b4552,3.027756345,3.304488814,-0.126178001
b0347,1.401884291,2.21470937,-0.659750114
b3484,1.803173831,2.395709884,-0.409914728
b3485,5.000544552,3.908611563,0.355428994
b3486,4.043049351,3.603419923,0.166077028
b3487,5.784844999,5.575366319,0.053211706
b3488,2.06519496,2.554715352,-0.306884572
b4660,1.169204462,2.504234512,-1.098842431
b3491,3.438275282,3.00505097,0.194295596
b3492,5.013640177,5.242556547,-0.064412058
b3493,6.879466799,7.037749097,-0.03281733
b3494,7.256424143,7.517884925,-0.051068048
b0348,1.482374803,1.980723715,-0.418117393
b3495,11.23187372,11.84968618,-0.077250232
b3496,4.971619332,4.685267438,0.085584436
b3497,5.688344739,5.30358308,0.101041533
b3498,6.966255618,6.655064917,0.065930673
b3499,5.957899797,6.068947831,-0.026642559
b3500,7.152270739,7.538585053,-0.075892415
b4613,6.339510524,6.406231125,-0.015104395
b4712,4.776968735,4.562103101,0.066396383
b4713,1.663578628,2.800167647,-0.751223148
b3501,3.588994678,3.488568559,0.040944597
b0349,6.006075353,4.211728398,0.512010171
b3502,3.02754724,3.015926092,0.005548397
b3503,4.838729548,4.453473907,0.119697163
b3504,1.149370991,2.284009629,-0.99072419
b0259,1.824171547,7.047721346,-1.949915475
b3506,7.769453514,7.440635542,0.062387272
b3507,3.983574327,3.321663399,0.262157608
b3508,4.641430581,3.6149244,0.360604065
b3509,10.12440511,9.449239549,0.099567006
b3510,11.95130347,11.22270518,0.090747502
b3511,8.740151327,8.286401557,0.076912524
b0350,6.828656305,5.012362453,0.446110981
b4704,7.362296827,6.625290146,0.152172279
b3512,6.095447297,5.136175177,0.247037684
b3513,3.549454019,3.155632783,0.169667794
b3514,3.957907751,3.969689835,-0.004288302
b3515,6.468523728,6.047576617,0.09707935
b4452,6.516349767,6.02828483,0.112316459
b3516,6.946440081,6.197838612,0.164508625
b3517,7.055297266,5.969728991,0.241041432
b3518,4.337689288,4.196103192,0.047876558
b3519,5.415995112,4.825361823,0.166589312
b0351,6.341681226,4.549318932,0.479214781
b3520,5.155936235,4.462510951,0.208378712
b3521,3.543313216,3.308964326,0.098719262
b3522,5.599399264,4.619521619,0.277528596
b3523,8.652851862,7.890672193,0.133027498
b3524,5.707392871,4.766643549,0.259858131
b3525,3.088375932,2.712175632,0.187397769
b3526,5.901252457,5.570660882,0.083172685
b3527,5.831209796,5.012068086,0.218389216
b3528,5.871790117,8.29311098,-0.498112998
b3529,5.230544737,4.824798734,0.116492443
b0352,6.708279101,5.238008957,0.356924187
b3530,4.490486803,3.987622439,0.171343035
b3531,3.647249953,3.440544268,0.084172267
b3532,3.526040456,3.649322785,-0.049579736
b3533,3.305356941,3.108385224,0.088640766
b3534,6.02938233,4.748624529,0.344500528
b3535,8.126879771,7.325994035,0.149677025
b3536,7.661211732,7.604052481,0.010804104
b3537,6.638881396,6.378592229,0.057702125
b3538,6.469333817,6.202420122,0.060785907
b4453,5.908111211,5.492400034,0.105260276
b0037,3.648795325,3.722504369,-0.028853315
b0353,5.861236109,4.457586078,0.394942298
b4454,4.998085016,4.820184235,0.052287152
b3539,5.472281402,4.959184061,0.142039648
b3540,7.299166318,7.296705638,0.00048644
b3541,7.612992962,7.130103904,0.094540644
b3542,7.478876604,6.611389749,0.177868015
b3543,7.339818807,6.078031708,0.272140248
b3544,10.19847321,10.20425291,-0.000817376
b3545,3.915825123,3.729341075,0.070395589
b3546,5.991706011,5.271268059,0.184816779
b3547,4.598146315,3.665937178,0.326870311
b0354,7.748802532,7.365758553,0.073139272
b3548,6.471809804,5.574138908,0.215420255
b3549,7.332950542,6.683404523,0.133810611
b3550,6.225164318,5.861293698,0.086892789
b3551,5.92016374,5.988316172,-0.016513317
b3552,4.743256253,4.319226662,0.135104784
b3553,8.146499304,7.330868019,0.152196208
b3554,8.921426946,8.457813421,0.076989747
b3555,9.216709581,8.653233404,0.091012475
b3556,15.39532762,14.89347266,0.047812388
b4647,1.175588885,0.905293028,0.376926875
b0355,4.741983757,4.221052136,0.167888072
b4455,3.239199521,2.704569691,0.260238262
b3557,4.03017252,3.117935387,0.370250566
b3558,2.806947594,2.753097457,0.027946448
b4614,3.455354604,3.769919813,-0.125700063
