Blattner,pdxBJ_20nM PN_Ave,WT_5uM PN_Ave,FoldChange
b0060,4.268786182,4.138230438,0.044811918
b0570,3.939409109,3.443789087,0.193982461
b0571,5.626192361,4.364404423,0.366374086
b0572,1.750886176,1.565429108,0.161527122
b0573,3.6879224,2.488316795,0.567638128
b0574,2.771526925,2.24172923,0.306068992
b0575,2.888613067,2.477738106,0.221353262
b0576,5.562413492,4.763754716,0.223611863
b0577,6.188847431,5.477405966,0.176177945
b0578,7.642382026,7.514180508,0.024406603
b0579,6.217858054,5.834286118,0.091861543
b0061,1.999911833,2.601247022,-0.379267009
b0580,5.252132388,4.689044507,0.163609309
b0581,5.97112961,5.390594163,0.147559586
b4700,3.665482462,3.273343814,0.16323796
b4415,3.420377941,3.031793417,0.173984294
b2394,5.862022923,5.499409128,0.09212199
b0583,6.306225775,6.670726728,-0.081067119
b0584,8.570507769,9.247891431,-0.10974378
b0585,7.469995941,7.361918815,0.021025619
b4511,8.084019661,8.337187547,-0.044487959
b0586,8.424766315,8.545169566,-0.020472451
b0007,4.241048165,4.498063003,-0.084883001
b0064,5.756003147,5.552245406,0.051996045
b0587,2.659947016,2.864991221,-0.10713321
b0588,6.871904879,6.794635521,0.016313903
b0589,6.429263769,6.328162013,0.022867004
b0590,6.460394502,6.256346423,0.046301866
b0591,6.458960917,5.895604289,0.131662396
b0592,7.012803906,6.330797091,0.147604231
b0593,7.102501386,7.377340266,-0.054773571
b0594,7.359045035,8.181923171,-0.152921427
b0595,8.547252351,9.560462621,-0.161619713
b0596,8.096968446,8.873543272,-0.132128443
b0065,6.240036897,4.938764699,0.337404325
b0597,8.17765968,8.607637241,-0.073929253
b0598,7.983902633,8.050038029,-0.011901472
b4512,7.043238853,7.193887761,-0.030532642
b0599,4.988559048,4.859617839,0.037780287
b0600,4.061500523,3.355195849,0.275615848
b0601,4.198368177,3.743945961,0.165269078
b0602,2.325243705,2.386563147,-0.037552579
b0603,1.867357239,2.33822053,-0.324413053
b0604,6.151441678,5.403192324,0.187112531
b0605,11.40206842,10.87631822,0.068105296
b0066,4.324909252,4.03463195,0.100232789
b0606,7.97384746,7.646024498,0.060566184
b0607,9.676674969,10.37201548,-0.100112955
b0608,5.668893774,4.336814671,0.386431443
b0610,8.074328215,7.355270422,0.134563848
b0611,6.547347157,6.318545991,0.051317869
b0612,2.477763442,2.612902692,-0.076614941
b0613,2.269709755,1.864588679,0.283650408
b0614,2.182802246,2.368445439,-0.117759004
b0615,1.542946907,1.99539586,-0.370986567
b0616,2.905552391,2.381472513,0.286958571
b0067,3.795993379,3.581501555,0.083912908
b0617,2.405565523,2.299562963,0.065016396
b0618,3.198728164,2.760010364,0.212824709
b0619,4.693367718,4.034681337,0.218168765
b0620,5.063905099,4.969966828,0.027014145
b0621,6.011071786,7.618151597,-0.341818748
b0622,5.117017741,4.137288585,0.306617643
b0623,14.04760879,13.54254985,0.052825172
b0624,7.231538793,6.423045804,0.171045085
b4581,6.0606985,4.731860015,0.357076681
b0627,10.42360654,10.09801433,0.045782903
b0068,4.828034753,4.255700047,0.182039591
b0628,7.934969056,7.997820582,-0.01138232
b0629,3.467639152,3.369532425,0.041405368
b0630,5.894040545,5.172327375,0.188443393
b0631,9.303068413,8.283695963,0.167432033
b0632,6.939007279,6.23807642,0.153628053
b0633,7.516178637,6.844355296,0.135084702
b0634,7.16877541,6.778972412,0.080660095
b0635,5.918566557,5.25964416,0.170282608
b0636,7.001279972,5.859595264,0.256817682
b0637,8.323119738,7.309420858,0.187367289
b0069,4.05905791,4.571841449,-0.171630449
b0638,4.657463865,4.070496196,0.194339905
b0639,6.182546893,5.333391975,0.213147915
b0640,0.607675958,0.246684579,1.300634683
b0641,7.611469746,7.328420025,0.054672866
b0642,7.936309926,7.870371431,0.012036643
b0643,8.914704971,10.3840238,-0.220106637
b0644,4.24127645,4.67001033,-0.138927219
b0645,0.90685352,1.51032422,-0.735916842
b0646,3.257072637,2.482791162,0.391612979
b0647,1.413456331,1.571175338,-0.152616878
b4577,2.765188924,2.58252296,0.098596877
b0648,2.512191865,2.296614265,0.129438087
b0649,3.928815745,3.13654214,0.324919564
b0650,2.70078726,2.64576358,0.029695853
b0651,6.263531515,6.490487991,-0.051350643
b0652,5.793005739,6.336110457,-0.129285392
b0653,5.440242927,5.729098314,-0.074637021
b0654,4.820612416,5.175081923,-0.102365261
b0655,7.934396759,8.245042608,-0.055406408
b0259,4.985643911,7.047721346,-0.499377039
b0657,6.598629775,5.787179343,0.189306122
b4662,5.529612785,5.041987428,0.133185937
b0658,8.059382047,7.424495354,0.118376256
b0659,7.753810803,7.585996313,0.031566863
b0660,7.749793821,7.491411304,0.048920396
b0661,6.369101145,6.289858252,0.018062278
b0662,6.234593092,6.196912195,0.008745877
b0664,5.391466052,7.028069444,-0.382450821
b0665,5.651089324,7.046710889,-0.318421031
b0666,8.043398771,6.858783125,0.229852609
b0668,8.930394464,8.550475678,0.06271922
b0670,9.249717973,8.423539581,0.134982795
b0070,5.532055514,4.683257171,0.240303371
b0672,9.150464019,8.623237788,0.085615241
b0673,9.536807089,8.082477615,0.238708728
b0674,8.133410457,7.784207363,0.06331028
b0675,7.627100115,7.078296221,0.107732498
b0676,6.811976187,6.535106382,0.059862671
b0677,6.523896102,6.442396944,0.018136252
b0678,6.622533383,6.879314883,-0.054881682
b0679,6.679795485,7.556983659,-0.178006571
b0680,7.608438294,7.805959038,-0.036975535
b0681,2.545857561,3.14578978,-0.305270561
b0071,11.14561292,9.733555973,0.195437087
b0682,4.126013524,4.099416033,0.009330139
b0683,9.176109046,9.074231434,0.016107081
b4637,8.329998366,8.105495102,0.039415901
b0684,7.544466529,7.219212278,0.063577465
b0685,5.779450419,5.128401568,0.172423077
b0686,5.746357968,5.180750681,0.149486711
b0687,8.624222179,8.177040293,0.076815596
b0688,8.227806217,7.94904052,0.049727084
b0689,4.023138722,3.618828142,0.152798889
b0691,2.930967433,2.287328336,0.357713465
b0008,10.54725688,10.63660159,-0.012169448
b0072,11.11790025,9.343591866,0.25083518
b4636,2.642518986,1.981096099,0.415614973
b0692,3.812686701,2.973573306,0.358610344
b0693,2.418885905,2.20360882,0.134474579
b4590,0.612357288,1.544133888,-1.334352287
b0694,4.446547102,3.839129984,0.211906061
b0695,4.700196392,4.192402963,0.164943648
b0696,3.933932927,3.497830431,0.169512009
b0697,3.208796961,2.418205492,0.408095659
b0698,2.206590566,2.229335736,-0.01479494
b4513,2.391335147,1.76954339,0.434439201
b0073,2.178753001,1.075011804,1.01915015
b0699,11.78248452,11.6361629,0.018028387
b0700,5.279664314,4.407481325,0.260491748
b0702,3.97908119,3.934103049,0.016400589
b0703,3.494007058,3.343834217,0.0633792
b0704,3.693482476,3.692473143,0.000394305
b0705,2.228259104,2.858341205,-0.359261143
b0706,2.319406223,2.75987901,-0.250849505
b0707,5.485255123,4.569243441,0.263603414
b0708,5.62984132,5.031773198,0.162027364
b0074,11.43434049,9.004142102,0.344712426
b0709,4.348495322,4.832731752,-0.152322636
b0710,9.211881517,8.529617149,0.111014868
b0711,8.612098537,7.859618899,0.131905466
b0712,8.210756028,7.476016234,0.135245366
b0713,7.209990941,6.337032629,0.186190003
b0714,5.451590022,4.820923385,0.177367568
b0715,4.550947089,5.200742972,-0.192550927
b0716,4.039802332,3.026684476,0.416546418
b0717,2.873618135,2.251379586,0.352059042
b0718,1.739705194,2.21447439,-0.348121461
b0075,7.859361075,5.529321999,0.507309444
b0719,1.696536978,1.996338745,-0.234763667
b0720,9.554739103,8.261178545,0.209868868
b0721,5.820356445,6.290571251,-0.112083527
b0722,1.544249516,1.331564911,0.21378312
b0723,5.104693633,5.329551318,-0.062189703
b0724,6.169105939,5.880454264,0.069133814
b0726,7.696406599,6.574884363,0.227219497
b0727,9.220899208,7.965316493,0.21117576
b0728,9.340912826,5.315007704,0.813491759
b0729,9.580174105,8.248207732,0.215971207
b0076,5.074235423,4.658977061,0.123177229
b0730,4.703233506,5.051978886,-0.103195649
b0731,2.140258245,2.071149282,0.047353341
b0732,3.990318381,3.622941659,0.139342287
b0733,11.13109943,10.91009207,0.02893282
b0734,10.8507465,10.97675884,-0.016657826
b4515,11.44468448,12.05012321,-0.074370208
b0735,9.842929127,9.920647549,-0.011346586
b0736,7.997632385,6.652215019,0.265738167
b0737,7.31803871,6.255092644,0.226425795
b0738,6.876380399,6.610765321,0.056832056
b0077,8.71372178,8.905186044,-0.031356702
b0739,7.609291928,7.471773162,0.026311556
b0740,8.93641977,8.896930159,0.006389328
b0741,10.60515811,10.94009518,-0.04485916
b0742,7.635791936,7.524388875,0.02120338
b0743,9.630079399,9.173991091,0.069998187
b0744,8.151403521,7.73275936,0.076065168
b0745,7.569610593,7.07549461,0.097388082
b0746,5.79800522,5.444053599,0.090875361
b0747,5.378006925,4.767757582,0.173760729
b0748,5.288061276,4.699982688,0.170083452
b0078,8.80406634,9.066297696,-0.042343517
b0749,3.552609418,3.423643588,0.053346564
b0750,6.228719917,6.272608001,-0.010129705
b0751,7.496249679,7.152551378,0.06771105
b0752,6.433370073,5.852521276,0.136516407
b0753,6.582086157,5.031218311,0.38763712
b0754,11.69235734,10.72013087,0.125243308
b0755,11.40895311,12.77359537,-0.162998241
b0756,7.422006568,7.087912763,0.06644843
b0757,6.535882379,6.665654643,-0.028364551
b0758,5.26243943,5.65697898,-0.104300087
b0080,7.753440943,7.412914621,0.064795819
b0759,6.255821331,6.928054134,-0.147250894
b0760,7.551523188,5.755441555,0.391841059
b0761,6.379867926,5.824116577,0.131487325
b0762,8.597660949,8.02143191,0.100084422
b0763,4.106362362,5.665719497,-0.464398235
b0764,5.821437078,4.95687475,0.231944535
b0765,5.318780347,4.617009526,0.204136749
b0766,5.685381884,4.754905597,0.257840559
b0767,8.578149695,7.476150378,0.198370904
b0768,3.822074794,2.984115776,0.357052501
b0081,9.150216594,8.75145997,0.064282178
b0769,0.671390968,1.567797754,-1.22351443
b0770,1.798162149,1.922287119,-0.096300716
b0771,3.311844387,2.648296232,0.322570379
b0772,7.011929664,5.860815156,0.258710188
b0773,7.077167916,6.094080121,0.215763682
b0774,3.69290552,2.844901797,0.3763775
b0775,5.134743489,2.701759749,0.926392817
b0776,4.559336326,2.547382115,0.839808451
b0777,4.149769726,2.439923136,0.766195583
b0778,4.683387025,2.663999743,0.813958321
b0082,8.61307886,8.352776366,0.044273228
b0779,6.766413407,6.880185036,-0.024056041
b0780,6.055303607,5.152992594,0.232788778
b0781,6.752878745,5.928318518,0.187879689
b0782,8.122598019,7.747456735,0.068218455
b0783,6.979117525,6.409879613,0.122747365
b0784,7.150910191,6.652825349,0.104159724
b0785,7.032537719,6.525636444,0.107926771
b0786,8.380244392,8.701006512,-0.054189981
b0787,3.518286233,3.238780852,0.119422006
b0788,4.9887515,3.612324904,0.465751148
b0009,5.696120264,6.010685842,-0.077550011
b0083,8.377261189,8.12972908,0.043271379
b0789,5.155998641,4.248830423,0.279186119
b0790,5.589543821,4.481223279,0.318837934
b0791,5.997048874,6.682590913,-0.156154829
b0792,4.41909902,4.086658474,0.112830577
b0793,4.69813643,4.249456756,0.144810188
b0794,5.185333256,4.634378568,0.162060814
b0795,5.78441559,5.64507498,0.035178465
b0796,4.954869958,4.933655887,0.0061901
b0797,6.297034464,6.125630762,0.039814156
b0798,4.996010292,6.005495734,-0.265506892
b0084,7.480213532,6.497967835,0.203090852
b0799,5.313934584,5.329373194,-0.004185395
b0800,7.472551542,7.428967158,0.008439295
b0801,8.981539873,8.154562094,0.139355409
b0802,6.676457183,5.681929043,0.232701934
b0803,5.937884892,5.914626865,0.00566197
b0804,5.151759355,5.521146247,-0.099902612
b0805,5.148572081,5.137053459,0.00323128
b0806,6.735445363,5.834759231,0.207100218
b0807,5.582718651,4.743285582,0.235081119
b0808,4.386827702,3.551468568,0.304762327
b0085,7.932323043,7.131046531,0.153629615
b0809,7.975902361,8.587062763,-0.106516988
b0810,7.732948757,8.122217816,-0.070855064
b0811,9.472079841,10.38877426,-0.133272298
b0812,11.56435188,10.62453943,0.122284111
b0813,4.726669803,4.480195151,0.077262509
b0814,11.99993358,12.32011926,-0.037989801
b0815,4.839060021,4.132620984,0.227669778
b4705,9.886346987,10.78014618,-0.124867294
b0817,6.754831191,6.470919713,0.061948939
b0818,5.079188096,4.376944653,0.214673761
b0086,7.577890327,6.993968301,0.115685003
b0819,8.074117019,7.596295615,0.088008446
b0820,6.749486605,6.7859387,-0.007770629
b0821,3.658986054,4.076770771,-0.155982922
b0822,4.739626509,4.453766318,0.089747512
b0823,3.177328099,3.322608773,-0.064502356
b0824,2.611855932,2.613725144,-0.001032116
b0825,5.310551764,4.593855092,0.209156415
b0826,0.283972461,0.304620573,-0.101262352
b0827,6.230470952,6.75467336,-0.116544787
b0828,9.680860298,7.72651426,0.325317556
b0087,8.240510143,7.621219424,0.1127118
b0829,8.526074209,6.236814086,0.451072358
b0830,9.156209691,6.424831391,0.511091909
b0831,8.357275941,5.426101803,0.623116656
b0832,7.7705119,4.8370122,0.683893466
b0833,4.102652433,2.737788355,0.583546014
b0834,3.564107983,2.886589694,0.304174993
b0835,5.942663008,5.319350884,0.159859366
b0836,11.48600601,11.98070914,-0.060836082
b0837,4.965281123,4.213927778,0.236709814
b0838,9.753492315,8.780050891,0.151689578
b0088,7.887142207,7.425052138,0.087101499
b0839,7.305905861,6.639623855,0.137961651
b0840,6.315077382,5.615250605,0.169450002
b0841,5.752926129,5.115150546,0.169519244
b0842,5.648271135,4.803477184,0.233730209
b0843,6.262958806,5.47621066,0.193666444
b0844,7.072538501,6.195727092,0.190954527
b0845,5.754415223,4.755974028,0.274928489
b0846,4.235951853,4.863793798,-0.199395875
b4417,3.815003275,4.381765564,-0.199828003
b0847,6.329107523,5.917725012,0.096959419
b0089,7.746234221,6.989635971,0.148277804
b0848,6.447173897,5.83896738,0.142953646
b0849,6.66026206,6.335520136,0.072115877
b0850,6.358254869,5.674729827,0.16407914
b0851,6.257925855,5.437637625,0.202704555
b0852,5.746466985,5.268045781,0.125407355
b0853,7.18672633,7.631054426,-0.086547667
b0854,5.841202291,5.438316213,0.103105309
b0855,4.114481697,4.1601127,-0.015911907
b0856,4.064840267,3.732639547,0.123002464
b0857,5.193989501,4.223949372,0.298250555
b0090,8.380220384,7.797298355,0.104013846
b0858,4.353308073,3.875200734,0.167841076
b0859,4.552887118,4.661640787,-0.034056148
b0860,6.706568544,8.73533963,-0.381289005
b0861,6.597049201,6.512801842,0.018542533
b0862,6.021040384,6.132310228,-0.02641789
b0863,7.071629751,7.715282133,-0.125676173
b0864,6.094212257,5.980851806,0.027088778
b0865,6.97609188,6.272603781,0.153354606
b0866,8.664094621,8.392846364,0.045888827
b0867,6.81832003,6.466589431,0.076411301
b0091,8.266227489,7.649979582,0.11177317
b0868,5.765355524,5.307313082,0.119427918
b0869,5.962751192,5.649777632,0.077784053
b0870,7.16402189,6.980141213,0.037513522
b0871,6.494343239,5.872168899,0.145290171
b0872,4.134584662,4.511816315,-0.125965923
b0873,2.859269437,3.540489308,-0.308302184
b0874,5.693626987,5.152645597,0.144034613
b0875,6.70647848,5.262592205,0.349781812
b0876,5.059801295,5.885920599,-0.218187351
b0877,7.262462215,5.955280491,0.286289293
b0092,8.756534754,8.237119255,0.088220185
b0878,7.041569422,6.227430588,0.177259976
b0879,6.317308569,5.447022183,0.2138423
b0880,11.66231389,12.26405072,-0.07258151
b0881,9.583970382,9.472907808,0.016816106
b0882,10.38103184,10.17712822,0.02861933
b0883,4.931763904,4.140290376,0.252371782
b0884,10.37508766,10.858571,-0.065710729
b0885,6.524596778,5.916841947,0.141061388
b0886,6.943512428,6.673546782,0.057211933
b0887,6.984756934,5.951519852,0.230951772
b0010,5.585175681,4.787586644,0.222304065
b0093,8.464036262,7.717099214,0.133287155
b0888,7.47955167,7.288195025,0.037390232
b0889,9.939083854,9.663785271,0.040524478
b0890,7.380017974,7.28295941,0.019099525
b0891,8.071117401,8.116838139,-0.008149424
b0892,6.994074011,6.612260162,0.080989573
b0893,10.35205566,9.718499295,0.09111182
b0894,4.506129888,5.412503228,-0.264407081
b0895,5.115238506,6.083897061,-0.250194234
b0896,5.83760527,6.81009783,-0.222298862
b0897,7.600460708,6.235095303,0.28567526
b0094,9.009510791,8.446143854,0.093155952
b0898,7.561218945,5.043549135,0.584179518
b0899,3.396485208,2.965810493,0.195616155
b0900,5.393037535,3.45417126,0.642758461
b0901,3.989787239,3.547874832,0.169356702
b0902,7.366861959,7.179629398,0.037140833
b0903,11.31191348,12.34911444,-0.126564599
b0904,10.0770485,9.716432876,0.052574475
b0905,6.010276437,6.202665801,-0.045457047
b0906,4.731757522,4.253400186,0.153759546
b0907,10.24894697,9.856649498,0.056306458
b0095,10.22128526,9.748262001,0.068359686
b0908,8.326800845,8.165014356,0.028306897
b0909,3.763196193,3.356761952,0.164888275
b0910,8.188091108,7.803236471,0.069454535
b0911,10.23781733,10.75784897,-0.07148147
b0912,11.76398356,11.08618679,0.085613452
b0913,4.127673175,3.966118368,0.057601009
b0914,6.228709184,6.259800621,-0.007183492
b0915,5.605458447,5.575431633,0.007748871
b0916,4.22238684,3.853258406,0.131979821
b0917,8.630289796,8.358540976,0.04615787
b0096,10.16710366,10.09082329,0.010864866
b0918,7.785557471,7.490308448,0.055775215
b0919,7.034107252,7.952770833,-0.177090266
b0920,5.15910061,5.236941728,-0.02160497
b0921,7.092121376,6.741366074,0.073176258
b0922,6.510294518,6.009361882,0.115511008
b0923,3.17383702,2.80532775,0.178058714
b0924,6.888563973,6.863677641,0.005221465
b0925,6.696491914,6.736754572,-0.008648231
b0926,10.10672474,8.407354597,0.265591715
b0927,9.598296725,8.244952524,0.219267227
b0097,7.346558361,6.970048307,0.075899895
b0928,9.814093278,9.222709408,0.089664342
b0929,11.75906668,12.33574523,-0.069071317
b0930,8.893704984,8.192905272,0.118409415
b0931,7.752125874,7.282839884,0.090090869
b0932,7.217116058,7.416486393,-0.039313408
b0933,4.25118194,4.455026733,-0.067570085
b0934,2.393532435,2.368005085,0.015469177
b0935,2.562226526,2.574228433,-0.006742052
b0936,2.085810885,2.547792742,-0.288639564
b0937,3.153939825,2.951722245,0.095598164
b0098,7.759585835,8.125543909,-0.066484736
b0938,2.684568724,3.071290388,-0.194154587
b0939,2.018530828,2.266953779,-0.167449356
b0940,3.244052995,2.749593729,0.238578921
b0941,4.651654677,3.95031879,0.235774917
b0942,4.321613728,3.297492483,0.390200757
b0943,4.276753367,3.592815139,0.251401306
b0944,5.191077187,4.163601583,0.318201916
b0945,4.876394844,5.046980829,-0.04960566
b0946,8.061535484,7.023576481,0.198848802
b0947,7.410714742,6.811807691,0.121574987
b0099,5.342250268,5.216856796,0.034266732
b0948,5.895825006,5.701231182,0.048420201
