Blattner,WT_5uM PN_Ave
b0345,5.114988726
b3465,6.08353221
b3466,5.861115904
b3467,5.272628496
b3468,6.072144336
b3469,3.607296682
b3470,6.224539568
b3471,4.127984761
b3472,9.456447312
b3473,5.409299134
b3474,4.730568922
b0346,5.322716318
b3475,5.792662438
b3476,2.528131538
b3477,2.61551001
b3478,1.216537416
b3479,3.024389142
b3480,3.088918685
b3481,5.701967201
b3482,3.190870901
b3483,2.941821365
b4552,3.304488814
b0347,2.21470937
b3484,2.395709884
b3485,3.908611563
b3486,3.603419923
b3487,5.575366319
b3488,2.554715352
b4660,2.504234512
b3491,3.00505097
b3492,5.242556547
b3493,7.037749097
b3494,7.517884925
b0348,1.980723715
b3495,11.84968618
b3496,4.685267438
b3497,5.30358308
b3498,6.655064917
b3499,6.068947831
b3500,7.538585053
b4613,6.406231125
b4712,4.562103101
b4713,2.800167647
b3501,3.488568559
b0349,4.211728398
b3502,3.015926092
b3503,4.453473907
b3504,2.284009629
b0259,1.777421359
b3506,7.440635542
b3507,3.321663399
b3508,3.6149244
b3509,9.449239549
b3510,11.22270518
b3511,8.286401557
b0350,5.012362453
b4704,6.625290146
b3512,5.136175177
b3513,3.155632783
b3514,3.969689835
b3515,6.047576617
b4452,6.02828483
b3516,6.197838612
b3517,5.969728991
b3518,4.196103192
b3519,4.825361823
b0351,4.549318932
b3520,4.462510951
b3521,3.308964326
b3522,4.619521619
b3523,7.890672193
b3524,4.766643549
b3525,2.712175632
b3526,5.570660882
b3527,5.012068086
b3528,8.29311098
b3529,4.824798734
b0352,5.238008957
b3530,3.987622439
b3531,3.440544268
b3532,3.649322785
b3533,3.108385224
b3534,4.748624529
b3535,7.325994035
b3536,7.604052481
b3537,6.378592229
b3538,6.202420122
b4453,5.492400034
b0037,3.722504369
b0353,4.457586078
b4454,4.820184235
b3539,4.959184061
b3540,7.296705638
b3541,7.130103904
b3542,6.611389749
b3543,6.078031708
b3544,10.20425291
b3545,3.729341075
b3546,5.271268059
b3547,3.665937178
b0354,7.365758553
b3548,5.574138908
b3549,6.683404523
b3550,5.861293698
b3551,5.988316172
b3552,4.319226662
b3553,7.330868019
b3554,8.457813421
b3555,8.653233404
b3556,14.89347266
b4647,0.905293028
b0355,4.221052136
b4455,2.704569691
b3557,3.117935387
b3558,2.753097457
b4614,3.769919813
b3559,8.692312853
b3560,8.337235123
b4553,3.989753155
b3561,3.57044432
b3562,3.908717509
b3563,2.912330851
b0356,4.925777432
b3564,4.053048681
b3565,4.104045035
b3566,3.719024699
b3567,3.63432188
b3568,3.27262576
b3569,3.937411208
b3570,6.122057173
b3571,4.466205252
b3572,7.11302064
b3573,6.812326224
b0357,5.456307735
b3574,5.201901825
b3575,2.54802247
b3576,1.843236602
b3577,1.876389399
b3578,2.556887017
b3579,2.299879639
b3580,2.734021139
b3581,2.952621354
b3582,2.665419144
b3583,3.329170435
b0358,2.830966469
b4648,2.210995595
b4649,2.566277778
b3584,2.843702538
b3585,4.264601938
b3586,2.586687822
b3587,2.249928269
b3588,5.325164441
b3589,2.372569299
b3590,6.752156793
b3591,7.058251526
b4579,1.73171955
b3592,5.780138959
b3593,3.342689819
b3594,3.631672246
b3595,3.937254692
b3596,2.460142812
b4650,2.634003386
b4651,2.324662651
b4615,2.173674618
b4652,2.313961992
b3597,3.881866754
b4272,6.126500339
b3598,5.158683946
b3599,6.818983807
b3600,6.802608448
b3601,7.128241333
b4554,8.931189437
b3602,7.968887062
b3603,3.629052075
b3604,3.709221028
b3605,4.300493295
b3606,4.888049701
b0361,4.91532741
b3607,6.448063314
b3608,0.084243513
b3609,9.615040504
b3610,8.797543424
b3611,8.145468911
b3612,9.500522958
b3613,5.542515487
b3614,4.357515577
b3615,2.91426344
b3616,6.036846775
b0363,2.422448799
b3617,6.287812375
b3618,5.278417383
b3619,8.174242001
b3620,7.194560833
b3621,5.908182702
b3622,5.719975073
b3623,5.623493743
b3624,5.205029059
b3625,5.568407973
b3626,6.25624056
b0038,3.235065233
b0364,1.848648036
b3627,6.41635735
b3628,6.183167663
b3629,6.173756423
b3630,6.112746792
b3631,6.633399267
b3632,6.66122751
b3633,5.143369905
b3634,5.51286997
b3635,4.646615546
b3636,11.18204461
b0365,2.89829097
b3637,11.60279978
b3638,6.572429535
b3639,6.255527366
b3640,7.1180949
b3641,5.864715654
b3642,4.261656918
b3643,6.010870417
b3644,7.816421845
b3645,4.864583946
b3646,3.140336285
b0366,3.04700948
b3647,3.962191237
b3648,8.177990216
b3649,10.45760586
b3650,7.247333444
b3651,5.758966373
b3652,5.048173461
b3653,5.832272585
b3654,5.486570328
b3655,6.041729861
b3656,3.507203433
b0367,3.006928845
b3657,2.969006134
b3658,3.249526799
b4653,2.743899824
b3659,2.289496058
b3660,5.456119683
b3661,7.555816021
b4555,4.140641366
b3662,4.334572372
b3663,5.486500257
b3664,2.824269422
b0368,3.452753228
b3665,4.644450639
b3666,3.118138948
b3667,3.436561571
b3668,0.090351991
b3669,6.684291011
b3670,7.743422112
b3671,7.576761676
b3672,9.538373899
b4616,3.091364455
b4618,8.481146681
b0369,7.562678703
b3673,3.078269196
b3674,7.432739968
b3675,4.668198595
b3676,5.509206198
b3677,5.418879866
b3678,2.839156098
b3679,2.49627021
b3680,3.341866483
b3681,0.462601948
b3682,2.425630328
b4580,2.816247809
b3684,2.931735483
b3685,6.590156503
b3686,4.890029088
b3687,6.185983668
b3688,8.708658444
b3689,5.981233489
b3690,2.272921983
b3691,2.745549516
b4478,3.175124942
b4477,3.161149127
b1026,4.000999776
b3693,3.343528376
b4479,4.488710377
b3696,4.274442667
b3697,7.348895284
b3698,4.710071659
b3699,8.016263112
b3700,0.187600778
b3701,6.54002394
b3702,6.890049609
b3703,10.9138269
b0298,4.595877453
b3704,7.722102658
b4557,6.690138225
b3705,7.717814354
b3706,5.479038783
b3707,5.398887372
b3708,4.974711812
b3709,3.355913687
b3710,3.219060639
b3711,4.492900531
b3712,6.402594027
b0375,2.503790525
b3713,7.19002948
b3714,6.655461375
b3715,4.667022846
b3716,4.638199056
b3717,5.511872658
b3718,3.632557179
b3719,2.7254816
b3720,2.351938499
b3721,2.561561142
b3722,3.573737357
b0039,3.504485694
b0376,4.925452082
b3723,2.011296033
b3724,6.163968164
b3725,5.738366505
b3726,3.160466638
b3727,4.246643154
b3728,4.247094229
b3729,8.243570114
b3730,7.914162907
b3731,10.35975723
b3732,10.45563884
b0377,5.540462801
b3733,9.687311405
b3734,9.822469794
b3735,10.07179945
b3736,10.38468042
b3737,11.0213971
b3738,9.240690049
b3739,7.446969105
b3740,5.861922022
b3741,6.834875403
b3742,6.831110992
b0378,5.69225799
b3743,4.666086126
b3744,8.990037812
b3745,5.296434825
b3746,6.296805773
b3747,5.0930905
b3748,10.41600172
b3749,6.842464241
b3750,7.284942003
b3751,8.706889695
b3752,6.931135957
b0379,6.873887154
b3753,4.535410852
b3754,4.780393101
b3755,7.688251012
b3756,10.07826382
b3757,4.216514079
b3758,10.82790583
b3759,2.772193172
b3760,4.874356757
b3761,5.104118971
b4480,6.391574997
b0380,8.022516239
b3764,9.228112612
b3765,3.792139614
b3766,10.46344647
b4669,11.45518271
b4488,10.1785325
b3769,7.510276857
b3770,8.930657164
b3771,7.824488877
b3772,7.389842917
b3773,4.952778623
b0381,7.363227638
b3774,9.757720459
b3775,8.186044223
b3777,5.693568233
b3778,5.364002068
b3779,7.114642734
b3780,8.379707592
b3781,10.90687167
b3783,9.104695615
b3784,6.685892482
b3785,6.886705419
b0382,8.743664166
b3786,5.939552493
b3787,6.419401785
b3788,6.236624429
b3789,6.490955871
b3790,5.677759572
b3791,6.462270787
b3792,5.444445288
b4481,5.314655683
b3793,4.681465372
b3794,5.458884664
b0383,5.439014407
b3795,5.589250543
b3796,7.547711962
b3797,7.148845214
b3798,7.487425977
b3799,3.349449041
b3800,3.160617239
b3801,3.143478961
b4456,7.734718353
b3802,7.446357043
b3803,6.674839867
b0384,6.157726514
b3804,6.637329714
b3805,7.705532086
b3806,7.780110737
b3807,6.591951814
b4558,8.384434298
b3809,7.736319457
b3810,6.974519152
b3811,6.605373998
b3812,5.56470058
b3813,6.96070551
b0385,2.963031443
b4482,3.154099833
b3816,6.338645957
b3817,3.559252733
b3818,2.463115492
b3819,4.273433636
b3820,4.850423879
b3821,5.208777442
b3822,4.767089218
b3823,7.671362373
b3824,7.542072167
b0040,2.397403164
b0386,6.160102399
b3825,5.868205579
b3826,5.886512518
b3827,4.200874906
b3828,3.917330055
b3829,8.950941172
b3830,6.559569563
b3831,10.08355307
b3832,5.649215065
b3833,7.747604541
b3834,7.066514043
b0387,6.983568824
b4707,0.058022867
b3835,5.727673588
b3836,10.51661004
b3838,7.986940368
b3839,6.210558961
b4483,4.858482915
b3842,5.038246374
b3843,7.519750115
b3844,8.061879299
b3845,3.451815301
b0388,6.345542803
b3846,4.096610763
b3847,8.364615464
b3848,7.144097804
b3849,5.953008903
b3850,6.592958375
b3851,10.97112526
b3852,4.722363333
b3853,3.365057177
b3854,10.35752988
b3855,1.761560022
b0389,7.096275628
b3856,4.801574596
b3857,5.347219862
b3858,8.691538351
b3859,6.374787646
b3860,7.846404293
b3861,3.186329156
b3862,3.609802959
b3863,6.982827379
b3864,5.688130273
b3865,7.713015009
b0390,5.123598422
b4457,11.44583839
b3866,7.592767746
b3867,5.81424947
b4686,8.98310676
b3868,6.998174647
b3869,6.8255956
b3870,10.2231457
b3871,8.739325905
b3872,5.351192161
b3873,3.921152866
b0391,10.15267207
b3874,2.902609971
b3875,2.71767088
b3876,2.606655167
b3877,2.671156899
b3878,2.488376935
b3879,2.101473756
b3880,3.26786072
b3881,3.115351019
b3882,2.951601534
b3883,4.113847414
b0392,4.848492304
b3884,5.724528366
b3885,7.809556004
b3886,5.71920646
b3887,8.093293687
b3888,6.586368917
b3889,2.078444655
b3890,5.552030694
b3891,6.567826685
b3892,5.894463878
b3893,4.144855547
b0393,6.001662522
b3894,5.423363185
b3895,5.741029841
b3896,2.879875772
b3897,2.796039356
b3898,3.388252981
b3899,2.460008836
b3900,2.403000199
b3901,2.87916103
b3902,2.288818756
b3905,2.848112744
b0394,5.928814313
b3906,4.038781009
b3907,3.359319315
b3908,9.433225743
b3909,3.97196006
b3910,6.689294484
b3911,6.189339669
b3912,7.301093759
b4484,6.210961407
b3915,7.253315346
b3916,10.15331368
b0396,4.982874279
b3917,4.992380246
b3918,3.301092804
b3919,10.26385045
b3920,4.454332278
b3921,5.383324654
b3922,8.304255323
b3923,8.178574912
b3924,6.530726367
b3925,5.655196118
b3926,6.47600274
b0005,6.554153354
b0041,2.399758137
b0397,4.109503719
b3927,8.396224887
b3928,11.72378202
b3929,10.43104077
b3930,4.89208439
b3931,7.500778739
b3932,7.484569691
b3933,6.460859876
b3934,5.805717086
b3935,4.642277687
b3936,12.71608161
b0398,4.508376867
b3937,3.591633891
b3938,7.032410084
b3939,5.164858116
b3940,5.764779207
b3941,4.286176047
b3942,7.495529719
b3943,4.631272242
b3944,2.630922128
b3945,8.630334212
b3946,4.477935391
b0399,4.411794215
b3947,2.654136164
b3949,2.843977092
b3950,3.724835652
b3951,2.941136028
b3952,3.02116615
b3953,3.774811081
b3954,3.673964355
b3955,5.809600838
b3956,9.255905549
b3957,6.698036121
b0400,3.606344052
b3958,7.166897922
b3959,7.919795221
b3960,7.777366876
b4458,2.993044907
b3961,8.273517817
b3962,6.00411872
b3963,7.51278438
b3964,8.273327761
b3965,6.045185994
b3966,6.919440659
b0401,7.041214194
b3967,6.754099652
b3968,11.54673632
b3969,6.702084031
b3970,10.31224467
b3971,2.745584199
b3972,6.260096414
b3973,6.589381262
b3974,5.859439446
b3976,7.206944558
b3977,7.367807071
b0402,6.305657571
b3978,8.670035096
b3979,7.367941408
b3980,11.78310638
b3981,9.178668162
b3982,8.844897985
b3983,10.72290833
b3984,10.97897222
b3985,11.05895346
b3986,12.2851281
b3987,9.732156687
b0403,5.161641543
b3988,9.748010987
b3989,4.898854188
b4691,5.13824912
b3990,5.600290318
b3991,5.915108521
b4407,5.798691027
b3992,5.545669248
b3993,1.773832687
b3994,5.511188901
b3995,7.220641786
b0404,4.412002822
b3996,5.911430246
b3997,7.00838245
b3998,6.011764176
b3999,6.535263714
b4000,11.78795861
b4001,5.568404752
b4002,2.846604528
b4003,4.218058779
b4004,4.361000842
b4005,6.008317935
b0405,5.367234882
b4006,5.684052242
b4007,8.364214226
b4008,5.545575322
b4009,8.716781847
b4010,2.528087541
b4011,2.871069557
b4012,4.347461275
b4013,4.162835317
b4014,9.345218835
b4015,10.33249283
b0406,6.9078403
b4016,7.556338136
b4017,3.494164257
b4018,6.560291701
b4019,7.944917028
b4020,4.275800754
b4021,7.249502762
b4022,6.442733191
b4023,9.900761372
b4024,8.533257024
b4025,8.530081249
b0042,2.461502639
b0407,9.702694991
b4026,6.280147732
b4027,2.289886711
b4028,0.690011314
b4029,2.769073526
b4620,4.501508239
b4030,6.070124537
b4031,3.790084427
b4032,5.26871916
b4033,5.089793746
b4034,8.75627869
b0408,7.22864787
b4035,7.60810636
b4036,7.211655431
b4037,6.398558429
b4038,2.256906901
b4039,6.69006581
b4040,5.989318021
b4041,6.450644717
b4042,5.908652778
b4043,9.733147473
b4044,4.670693452
b0409,8.016714889
b4045,6.607170135
b4046,7.270533558
b4047,2.562232788
b4048,2.999031236
b4049,5.589451478
b4050,5.382834162
b4051,7.544031006
b4052,6.497190778
b4053,6.850196653
b4054,7.856672514
b0410,8.006310847
b4621,2.088239573
b4055,6.38232062
b4056,7.502690486
b4057,7.478688178
b4058,6.703932164
b4059,9.045341555
b4060,5.861933085
b4061,3.845063934
b4062,7.208068686
b4063,4.686572766
b0411,8.334133809
b4459,2.763523892
b4064,5.321268905
b4065,5.982986969
b4066,1.972143557
b4067,3.194720833
b4068,2.733620989
b4069,5.00983104
b4070,2.715073003
b4071,2.943460096
b4072,2.935346006
b0412,5.138431752
b4073,3.062215266
b4074,2.657573351
b4075,2.917136105
b4076,2.400404671
b4077,6.534452909
b4078,6.756358881
b4079,5.122547342
b4080,2.316895436
b4081,1.940594237
b4082,3.413926117
b0413,7.860272644
b4622,2.153679079
b4083,1.964176994
b4084,3.676248261
b4085,3.338282409
b4086,3.583668352
b4087,2.619860469
b4088,3.651263281
b4089,6.820208175
b4090,4.428245048
b4487,5.410540854
b0414,7.129103123
b4092,3.535440699
b4093,3.702475854
b4094,0.78666551
b4095,2.625388573
b4096,3.579515896
b4097,2.594016207
b4098,2.40724636
b4099,2.48477499
b4100,2.478741715
b4101,2.418441171
b0415,8.068788934
b4102,2.50258221
b4583,2.86630109
b4105,2.373917444
b4106,2.111016972
b4107,4.398281842
b4108,6.261860602
b4109,4.942701468
b4110,4.192056117
b4111,8.183444604
b4703,5.800252783
b0416,7.95321683
b4112,4.949678191
b4113,6.70367178
b4114,2.897286951
b4115,3.437239863
b4116,4.929489478
b4117,3.147510576
b4118,7.352020318
b4119,3.867422881
b4120,4.223828934
b4121,4.556176076
b0043,2.184802971
b0417,5.263320753
b4122,4.875987601
b4123,6.455117502
b4124,5.95188581
b4125,5.129939639
b4126,7.409916502
b4127,7.085008643
b4128,2.986936535
b4559,2.873966264
b4129,5.608579312
b4130,3.523820178
b0418,7.686377988
b4131,2.431333998
b4132,2.208472307
b4133,4.728300371
b4654,1.632221244
b4134,3.729781487
b4135,7.13450678
b4136,5.282024744
b4137,6.455654048
b4138,8.115613452
b4139,9.436016466
b0419,7.848128807
b4140,6.368534079
b4141,5.745757831
b4142,8.723906758
b4143,8.904363405
b4144,10.56166309
b4145,4.598527132
b4146,5.330677531
b4147,8.675868624
b4410,4.700960032
b4411,8.003572288
b0420,6.103852226
b4148,6.547593239
b4149,6.009342332
b4150,4.004239249
b4151,9.339815214
b4152,8.737547811
b4153,8.501282996
b4154,9.216106617
b4155,5.121692481
b4156,3.121834125
b4157,3.299095412
b0421,6.332597768
b4158,4.010791488
b4159,5.015546485
b4160,7.454870447
b4161,7.347210092
b4162,7.103598118
b4163,6.721995873
b4164,6.512088688
b4165,5.542767432
b4670,3.127296351
b4166,5.275334509
b0422,7.021472679
b4167,5.500221966
b4168,5.691730846
b4169,5.925229999
b4170,5.756117227
b4171,8.866083148
b4172,10.80265663
b4173,7.855310231
b4174,8.480306497
b4175,8.551153359
b4176,4.468167798
b0423,6.172882649
b4177,11.17499387
b4178,7.690135152
b4179,8.452231716
b4180,7.254825101
b4181,2.172586227
b4182,2.912893446
b4183,2.403532407
b4184,2.136755525
b4185,2.13860943
b4186,2.275751812
b0424,6.978947898
b4187,5.200311007
b4188,8.959831366
b4189,9.877817171
b4190,5.569898146
b4191,4.998024649
b4192,3.78169129
b4193,2.537741267
b4194,3.141747435
b4195,3.231518071
b4196,3.522699803
b0425,6.734661598
b4197,0.166217913
b4198,3.89074402
b4199,5.405312744
b4200,10.74355596
b4201,9.844128792
b4202,10.10656775
b4203,10.75006996
b4204,2.713252698
b4205,3.436041538
b4206,7.381549936
b0426,9.464333411
b4207,8.022563014
b4208,8.206786187
b4209,4.033177371
b4210,3.640202747
b4211,4.874841646
b4212,4.398831283
b4213,5.350335415
b4214,7.468189349
b4215,2.75107529
b4216,6.347538463
b0044,2.030751261
b0427,3.785826726
b4217,8.324772156
b4218,4.721084757
b4219,7.65792129
b4220,5.314035792
b4221,6.022119127
b4222,7.462121082
b4224,7.073716295
b4225,6.433857628
b4226,10.80109631
b4227,6.299934452
b0428,8.682337068
b4485,3.603875388
b4230,3.3822039
b4231,4.022888096
b4232,7.043074748
b4233,7.380056282
b4234,7.914878421
b4235,7.378097237
b4236,6.951565808
b4237,4.242381863
b4238,5.403737314
b0429,8.638374949
b4239,3.181848831
b4240,4.538718979
b4241,4.837126065
b4702,5.344022899
b4242,4.812065999
b4243,9.861097693
b4244,8.820396238
b4245,7.695474007
b4246,4.995499037
b4248,4.125234534
b0430,7.510224028
b4249,3.299475005
b4251,4.950420698
b4252,13.58535197
b4253,5.223831668
b4254,7.433722492
b4255,11.81722551
b4256,6.453620826
b4257,2.399616774
b4258,7.68747083
b4259,6.128698258
b0431,7.868693583
b4260,7.353814906
b4261,0.199834307
b4262,6.748926745
b4263,5.497800405
b4264,4.558500848
b4265,4.232055265
b4266,3.309207845
b4267,3.44935752
b4268,3.480506918
b4269,6.064917086
b0432,8.591396164
b4270,3.580706133
b4271,6.275022067
b4272,6.136287961
b0361,4.662233194
b4575,4.782371257
b4277,2.642657859
b4278,4.324389676
b4279,3.867448156
b4280,5.170495268
b4655,2.974508188
b0433,4.55988408
b4281,3.704628173
b4282,3.173471158
b4623,3.182966938
b0256,4.009498403
b4561,2.670240391
b4286,3.034354223
b4287,5.353844854
b4288,5.17993045
b4289,5.267797126
b4290,6.81885734
b0434,6.406228826
b4291,6.567658109
b4292,7.445513477
b4293,8.803626456
b4576,4.29411589
b4295,6.855589168
b4296,3.034032083
b4297,4.373206351
b4298,3.533852977
b4299,4.044084271
b0435,10.51442684
b4300,4.082645983
b4301,3.525743843
b4302,3.854004287
b4624,4.008442259
b4303,4.993557247
b4304,3.266176495
b4565,3.935034909
b4305,4.870373377
b4656,7.019254211
b4306,4.021835232
b0436,10.48413112
b4307,4.071502945
b4566,6.149126265
b4657,4.526467532
b4308,3.131970322
b4309,2.783486352
b4310,3.702611836
b4311,2.659932429
b4312,6.984719893
b4313,3.906520372
b4314,10.90399593
b0045,2.225322721
b0437,9.490131249
b4315,7.210907668
b4316,4.999438219
b4317,4.535474229
b4318,5.013051356
b4319,4.93254791
b4320,4.63727565
b4321,2.988344668
b4322,4.402467164
b4323,4.364230154
b4324,5.860160113
b0438,9.284437776
b4325,1.961425081
b4326,3.551255743
b4327,4.315489088
b4328,5.459385847
b4329,4.684010081
b4330,2.630921401
b4331,5.097482585
b4332,3.502238703
b4333,3.478331543
b4334,3.478253185
b0439,8.12526712
b4335,4.855116557
b4336,4.074209899
b4337,4.411675816
b4584,5.506924639
b4340,3.380780693
b4341,2.737269068
b4342,5.479196068
b4486,3.90188166
b4345,0.251785008
b4346,3.795283174
b0440,13.59274634
b4347,3.683875225
b4625,2.880859952
b4348,4.143149751
b4349,4.784225029
b4350,5.057807623
b4351,5.723626465
b4352,5.894663045
b4353,5.518546526
b4354,8.309329253
b4355,3.726182781
b0441,7.918385913
b4356,4.082640415
b4357,7.388998682
b4358,2.621593672
b4359,4.731658136
b4360,5.603302903
b4361,5.386184883
b4362,5.15103152
b4363,3.516740366
b4364,4.180484539
b4365,2.4145548
b0442,5.398323814
b4366,6.365236147
b4367,9.795600361
b4567,12.08847593
b4368,10.03113194
b4369,9.614314353
b4370,8.951300193
b4371,5.424334296
b4372,4.865332433
b4373,4.583114221
b4374,4.956284854
b0443,4.510623453
b4375,6.485170623
b4376,6.803357857
b4568,8.436014891
b4377,5.523728449
b4378,5.01788716
b4379,4.966416488
b4380,6.035436758
b4381,7.987804027
b4382,6.037996098
b4383,7.834667505
b0444,6.704057761
b4384,8.101861591
b4385,4.397503704
b4386,5.461747585
b4387,5.278052588
b4388,5.661251663
b4389,6.092633487
b4390,6.276261026
b4391,7.435464205
b4392,5.877872235
b4393,5.619841273
b0445,7.015157985
b4394,5.939778693
b4395,6.657310773
b4396,8.39216348
b4397,6.077899906
b4398,1.751036497
b4399,4.167379439
b4400,3.5529828
b4401,8.817484556
b4402,9.079910558
b4403,4.995121269
b0446,5.827528715
b0046,3.998617116
b0447,4.819328811
b0448,4.236080332
b0449,4.44867965
b0450,6.369579794
b0451,5.92625684
b0452,6.26984508
b0453,6.484680956
b0454,6.648620483
b0455,4.629916009
b0456,4.980934993
b0047,4.539356571
b0457,4.705913011
b0458,5.354439292
b0459,4.518953243
b0460,7.428247967
b0461,7.326126645
b0462,7.718038035
b0463,7.279528858
b0464,5.752596018
b0465,5.874865613
b0466,5.361193227
b0048,5.942198624
b0467,5.464554438
b0468,7.468433998
b0469,7.06476791
b0470,6.834649583
b0471,9.422134913
b0472,7.558363218
b0473,7.250719794
b0474,8.955539706
b0475,3.979630488
b0476,4.332416274
b0049,5.630263774
b0477,5.47619438
b0478,5.922330905
b0479,4.425247016
b0480,7.214243992
b0481,5.674389475
b4585,2.764759465
b0482,5.438110478
b0483,7.716981056
b0484,7.617252949
b0485,4.447806632
b0050,6.817803601
b0486,4.252368653
b0487,6.726985661
b0488,6.754649513
b0489,6.341453442
b0490,5.221139692
b0491,4.922982467
b0492,7.310178714
b0493,5.961894359
b0494,6.470592848
b0495,5.02639107
b0006,5.625412489
b0051,6.810740265
b0496,4.700906159
b0497,3.698186752
b0498,5.722942668
b0499,4.548783384
b0501,2.405579537
b4632,2.354467408
b0502,4.734548559
b0503,3.513292661
b0504,3.243137405
b0505,2.847675557
b0052,1.632357078
b0506,7.808936118
b0507,2.687828186
b0508,1.929888744
b0509,2.593560919
b0511,2.219504273
b0512,2.497302926
b0513,2.897879761
b0514,3.763455002
b0515,5.066408823
b0516,3.961595899
b0053,8.290689868
b0517,2.50324151
b0518,2.028936669
b4572,2.618156449
b0520,2.57634576
b0521,3.025590308
b0522,5.887677083
b0523,6.248417924
b0524,5.705185488
b0525,10.41936813
b0526,6.293522151
b0054,7.775458417
b0527,3.022231323
b0528,7.148345893
b0529,7.648566908
b0530,2.352191763
b0531,2.004380313
b0532,2.304452165
b0533,1.966243226
b0534,2.257419716
b0535,1.924033178
b0536,3.119986718
b0055,6.353133748
b0537,6.726044192
b4633,3.375521437
b0539,3.143236533
b4508,2.468862554
b0542,4.297234287
b0298,5.054517667
b1026,4.61059296
b0543,4.941973109
b0544,1.780165801
b0545,4.529094846
b0056,7.172125193
b0546,5.46716532
b4588,2.487721506
b0547,2.460770078
b0548,1.853959192
b0549,2.140907959
b0550,2.129038513
b4509,2.568490122
b0551,3.772246984
b0553,7.650386454
b0259,4.032263915
b0058,5.947093043
b0554,4.046342779
b0555,3.865945411
b0556,3.46018956
b4510,5.051626533
b0557,6.320911047
b0558,2.481949639
b0559,4.968062643
b4589,4.388252657
b0560,3.104295821
b4634,2.626536626
b0059,5.477109471
b0561,3.101541193
b0562,3.19406003
b0563,3.007451411
b0564,5.50659263
b0565,10.36610994
b0566,2.745687549
b0567,2.55188478
b0568,3.048149159
b0569,2.557218444
b0060,4.138230438
b0570,3.443789087
b0571,4.364404423
b0572,1.565429108
b0573,2.488316795
b0574,2.24172923
b0575,2.477738106
b0576,4.763754716
b0577,5.477405966
b0578,7.514180508
b0579,5.834286118
b0061,2.601247022
b0580,4.689044507
b0581,5.390594163
b4700,3.273343814
b4415,3.031793417
b2394,5.439857085
b0583,6.670726728
b0584,9.247891431
b0585,7.361918815
b4511,8.337187547
b0586,8.545169566
b0007,4.498063003
b0064,5.552245406
b0587,2.864991221
b0588,6.794635521
b0589,6.328162013
b0590,6.256346423
b0591,5.895604289
b0592,6.330797091
b0593,7.377340266
b0594,8.181923171
b0595,9.560462621
b0596,8.873543272
b0065,4.938764699
b0597,8.607637241
b0598,8.050038029
b4512,7.193887761
b0599,4.859617839
b0600,3.355195849
b0601,3.743945961
b0602,2.386563147
b0603,2.33822053
b0604,5.403192324
b0605,10.87631822
b0066,4.03463195
b0606,7.646024498
b0607,10.37201548
b0608,4.336814671
b0610,7.355270422
b0611,6.318545991
b0612,2.612902692
b0613,1.864588679
b0614,2.368445439
b0615,1.99539586
b0616,2.381472513
b0067,3.581501555
b0617,2.299562963
b0618,2.760010364
b0619,4.034681337
b0620,4.969966828
b0621,7.618151597
b0622,4.137288585
b0623,13.54254985
b0624,6.423045804
b4581,4.731860015
b0627,10.09801433
b0068,4.255700047
b0628,7.997820582
b0629,3.369532425
b0630,5.172327375
b0631,8.283695963
b0632,6.23807642
b0633,6.844355296
b0634,6.778972412
b0635,5.25964416
b0636,5.859595264
b0637,7.309420858
b0069,4.571841449
b0638,4.070496196
b0639,5.333391975
b0640,0.246684579
b0641,7.328420025
b0642,7.870371431
b0643,10.3840238
b0644,4.67001033
b0645,1.51032422
b0646,2.482791162
b0647,1.571175338
b4577,2.58252296
b0648,2.296614265
b0649,3.13654214
b0650,2.64576358
b0651,6.490487991
b0652,6.336110457
b0653,5.729098314
b0654,5.175081923
b0655,8.245042608
b0259,5.204617726
b0657,5.787179343
b4662,5.041987428
b0658,7.424495354
b0659,7.585996313
b0660,7.491411304
b0661,6.289858252
b0662,6.196912195
b0664,7.028069444
b0665,7.046710889
b0666,6.858783125
b0668,8.550475678
b0670,8.423539581
b0070,4.683257171
b0672,8.623237788
b0673,8.082477615
b0674,7.784207363
b0675,7.078296221
b0676,6.535106382
b0677,6.442396944
b0678,6.879314883
b0679,7.556983659
b0680,7.805959038
b0681,3.14578978
b0071,9.733555973
b0682,4.099416033
b0683,9.074231434
b4637,8.105495102
b0684,7.219212278
b0685,5.128401568
b0686,5.180750681
b0687,8.177040293
b0688,7.94904052
b0689,3.618828142
b0691,2.287328336
b0008,10.63660159
b0072,9.343591866
b4636,1.981096099
b0692,2.973573306
b0693,2.20360882
b4590,1.544133888
b0694,3.839129984
b0695,4.192402963
b0696,3.497830431
b0697,2.418205492
b0698,2.229335736
b4513,1.76954339
b0073,1.075011804
b0699,11.6361629
b0700,4.407481325
b0702,3.934103049
b0703,3.343834217
b0704,3.692473143
b0705,2.858341205
b0706,2.75987901
b0707,4.569243441
b0708,5.031773198
b0074,9.004142102
b0709,4.832731752
b0710,8.529617149
b0711,7.859618899
b0712,7.476016234
b0713,6.337032629
b0714,4.820923385
b0715,5.200742972
b0716,3.026684476
b0717,2.251379586
b0718,2.21447439
b0075,5.529321999
b0719,1.996338745
b0720,8.261178545
b0721,6.290571251
b0722,1.331564911
b0723,5.329551318
b0724,5.880454264
b0726,6.574884363
b0727,7.965316493
b0728,5.315007704
b0729,8.248207732
b0076,4.658977061
