Blattner,pdxBJ_20nM PN_Ave
b3464,6.950305246
b0345,5.955800523
b3465,6.401302835
b3466,5.922805884
b3467,5.289900131
b3468,6.453989337
b3469,4.124801123
b3470,6.918021909
b3471,4.648118805
b3472,8.786760369
b3473,6.228432369
b3474,5.169810143
b0346,3.287126551
b3475,6.249537307
b3476,1.955305539
b3477,1.576986042
b3478,0.404676898
b3479,2.366771924
b3480,3.131957382
b3481,7.081608725
b3482,2.929829426
b3483,3.10287503
b4552,3.027756345
b0347,1.401884291
b3484,1.803173831
b3485,5.000544552
b3486,4.043049351
b3487,5.784844999
b3488,2.06519496
b4660,1.169204462
b3491,3.438275282
b3492,5.013640177
b3493,6.879466799
b3494,7.256424143
b0348,1.482374803
b3495,11.23187372
b3496,4.971619332
b3497,5.688344739
b3498,6.966255618
b3499,5.957899797
b3500,7.152270739
b4613,6.339510524
b4712,4.776968735
b4713,1.663578628
b3501,3.588994678
b0349,6.006075353
b3502,3.02754724
b3503,4.838729548
b3504,1.149370991
b0259,1.824171547
b3506,7.769453514
b3507,3.983574327
b3508,4.641430581
b3509,10.12440511
b3510,11.95130347
b3511,8.740151327
b0350,6.828656305
b4704,7.362296827
b3512,6.095447297
b3513,3.549454019
b3514,3.957907751
b3515,6.468523728
b4452,6.516349767
b3516,6.946440081
b3517,7.055297266
b3518,4.337689288
b3519,5.415995112
b0351,6.341681226
b3520,5.155936235
b3521,3.543313216
b3522,5.599399264
b3523,8.652851862
b3524,5.707392871
b3525,3.088375932
b3526,5.901252457
b3527,5.831209796
b3528,5.871790117
b3529,5.230544737
b0352,6.708279101
b3530,4.490486803
b3531,3.647249953
b3532,3.526040456
b3533,3.305356941
b3534,6.02938233
b3535,8.126879771
b3536,7.661211732
b3537,6.638881396
b3538,6.469333817
b4453,5.908111211
b0037,3.648795325
b0353,5.861236109
b4454,4.998085016
b3539,5.472281402
b3540,7.299166318
b3541,7.612992962
b3542,7.478876604
b3543,7.339818807
b3544,10.19847321
b3545,3.915825123
b3546,5.991706011
b3547,4.598146315
b0354,7.748802532
b3548,6.471809804
b3549,7.332950542
b3550,6.225164318
b3551,5.92016374
b3552,4.743256253
b3553,8.146499304
b3554,8.921426946
b3555,9.216709581
b3556,15.39532762
b4647,1.175588885
b0355,4.741983757
b4455,3.239199521
b3557,4.03017252
b3558,2.806947594
b4614,3.455354604
b3559,8.367958873
b3560,8.520495448
b4553,5.349203571
b3561,4.131920046
b3562,3.667000653
b3563,3.320459782
b0356,5.352512824
b3564,4.207554115
b3565,3.971176028
b3566,2.825143947
b3567,4.009854568
b3568,3.59717728
b3569,4.29826183
b3570,5.634911439
b3571,4.580415881
b3572,7.826511244
b3573,6.193530979
b0357,5.638225637
b3574,6.121221298
b3575,1.954430573
b3576,0.924869143
b3577,0.896573317
b3578,1.673092396
b3579,1.018980975
b3580,2.027058076
b3581,2.21507708
b3582,2.337112831
b3583,3.032035905
b0358,3.519476338
b4648,1.443693416
b4649,2.321283677
b3584,3.194273738
b3585,3.771635633
b3586,2.47768213
b3587,1.650494426
b3588,5.497531484
b3589,2.036808581
b3590,6.15845481
b3591,6.258029362
b4579,2.461036103
b3592,7.073996462
b3593,3.519603112
b3594,4.293277858
b3595,4.035695031
b3596,2.508194649
b4650,2.689792442
b4651,1.824733606
b4615,0.905315618
b4652,2.486834849
b3597,3.970104474
b4272,6.354422222
b3598,5.082868482
b3599,5.62255768
b3600,6.800674396
b3601,7.104286358
b4554,8.806510766
b3602,7.663010557
b3603,3.090461008
b3604,3.966736601
b3605,4.827510748
b3606,5.210578616
b0361,5.438379406
b3607,6.532329932
b3608,1.430258206
b3609,9.279929985
b3610,8.495557451
b3611,7.844453862
b3612,8.852669672
b3613,6.174507213
b3614,4.810772291
b3615,2.522432579
b3616,6.013742646
b0363,3.211363525
b3617,6.085164688
b3618,4.853447764
b3619,7.450787602
b3620,6.62068205
b3621,5.885735954
b3622,5.314637738
b3623,5.635309861
b3624,5.233060491
b3625,5.5154019
b3626,5.948503345
b0038,3.103747582
b0364,1.281733433
b3627,4.364644013
b3628,6.141053812
b3629,6.144578783
b3630,6.231300127
b3631,6.68597795
b3632,7.104656342
b3633,5.706879539
b3634,5.567750739
b3635,4.398173791
b3636,10.24988612
b0365,3.410677118
b3637,10.66933527
b3638,6.393049061
b3639,6.357837912
b3640,7.13725351
b3641,6.146105959
b3642,3.140983392
b3643,5.799853391
b3644,7.433479151
b3645,4.268552484
b3646,3.359418953
b0366,3.443323408
b3647,3.481432758
b3648,8.515282515
b3649,10.21639735
b3650,7.221128066
b3651,5.506641668
b3652,4.653151982
b3653,5.851295302
b3654,3.853324382
b3655,7.734252845
b3656,3.694434551
b0367,3.737436895
b3657,2.654390516
b3658,2.682738902
b4653,1.983492221
b3659,2.012161216
b3660,6.261661882
b3661,8.781658211
b4555,4.760908217
b3662,4.388259135
b3663,5.241099324
b3664,2.431222297
b0368,4.493574495
b3665,4.041472732
b3666,3.441308823
b3667,3.87423943
b3668,0.160288735
b3669,7.123087012
b3670,7.971559419
b3671,7.944192155
b3672,9.771030939
b4616,2.506414218
b4618,8.70462894
b0369,7.273663478
b3673,2.773980028
b3674,6.212068848
b3675,4.704379722
b3676,5.635845326
b3677,5.751394751
b3678,3.017124649
b3679,1.847902156
b3680,3.743002229
b3681,2.92011465
b3682,1.910805439
b4580,3.914989668
b3684,2.385954105
b3685,5.922080286
b3686,4.013869759
b3687,6.770086324
b3688,8.317043586
b3689,6.009060044
b3690,2.645682167
b3691,2.65315139
b4478,3.347528728
b4477,3.014001854
b1026,4.62229329
b3693,3.612512498
b4479,4.636991806
b3696,4.956999394
b3697,7.801606278
b3698,5.565964116
b3699,7.623810188
b3700,0.261147281
b3701,7.273298304
b3702,7.836065333
b3703,10.01765926
b0298,5.162119644
b3704,7.955441267
b4557,6.875581204
b3705,7.563220226
b3706,5.381615598
b3707,4.402069625
b3708,4.253717689
b3709,2.939174383
b3710,3.179134458
b3711,4.799326738
b3712,6.21833494
b0375,2.567972469
b3713,7.655116212
b3714,6.441696873
b3715,5.10143561
b3716,5.419383495
b3717,5.537288415
b3718,3.897770648
b3719,2.538500414
b3720,1.885172937
b3721,1.84993547
b3722,3.78369825
b0039,3.722259734
b0376,6.110067027
b3723,0.993961577
b3724,6.892713194
b3725,6.404476831
b3726,5.300117956
b3727,4.812400589
b3728,4.755363639
b3729,7.752167221
b3730,7.856207058
b3731,9.896274879
b3732,9.958955554
b0377,6.135443586
b3733,9.148390446
b3734,9.282067391
b3735,9.563568433
b3736,10.05695006
b3737,10.84880416
b3738,9.157814334
b3739,7.995894477
b3740,6.300983608
b3741,6.813060954
b3742,7.247542766
b0378,6.330971961
b3743,4.443616035
b3744,7.96947187
b3745,5.480772919
b3746,5.872001603
b3747,4.953748964
b3748,9.286321848
b3749,6.024519853
b3750,6.766650741
b3751,7.900611048
b3752,6.411970479
b0379,6.167648129
b3753,4.579717378
b3754,4.685066511
b3755,7.278485687
b3756,9.666297009
b3757,4.786419769
b3758,11.06571437
b3759,2.969120301
b3760,5.75431291
b3761,6.148237756
b4480,7.379001756
b0380,6.581003214
b3764,9.255823876
b3765,3.8511962
b3766,12.16915677
b4669,13.14508401
b4488,11.88513622
b3769,10.192371
b3770,11.30873052
b3771,10.18155538
b3772,9.435181857
b3773,5.221456175
b0381,7.280739473
b3774,10.86175574
b3775,7.62029315
b3777,6.484571133
b3778,5.292395723
b3779,7.698990639
b3780,8.862486082
b3781,11.45990547
b3783,9.434290474
b3784,7.059075656
b3785,6.862209442
b0382,9.447432642
b3786,6.111245256
b3787,6.300811478
b3788,5.946946234
b3789,6.017237628
b3790,5.61216138
b3791,6.060892609
b3792,5.673061163
b4481,5.712630271
b3793,5.101826746
b3794,5.953211412
b0383,6.064555899
b3795,5.767132106
b3796,7.817882524
b3797,7.207430164
b3798,7.577829359
b3799,3.145097125
b3800,2.576116378
b3801,3.492865607
b4456,8.156885005
b3802,7.30267996
b3803,6.962294503
b0384,6.118778109
b3804,6.757301989
b3805,7.62147422
b3806,7.906329004
b3807,7.156021766
b4558,8.639479129
b3809,8.192413627
b3810,7.567465633
b3811,7.247095434
b3812,6.288792786
b3813,7.21759078
b0385,2.804035704
b4482,2.99357643
b3816,6.984921625
b3817,3.783340052
b3818,1.937112923
b3819,4.498649037
b3820,4.162332284
b3821,5.558091394
b3822,5.035387452
b3823,8.653402576
b3824,8.327343893
b0040,2.065060144
b0386,6.509819893
b3825,6.334667421
b3826,6.538264626
b3827,4.884529002
b3828,4.401288189
b3829,8.887289441
b3830,7.829674162
b3831,9.66864277
b3832,5.320294879
b3833,7.888983774
b3834,7.092988422
b0387,7.144585757
b4707,0.061116744
b3835,5.971243193
b3836,9.777832719
b3838,7.877795764
b3839,6.483170032
b4483,5.121551889
b3842,6.000890303
b3843,7.306078296
b3844,8.179494037
b3845,4.347069411
b0388,6.283556422
b3846,3.356265293
b3847,8.005821828
b3848,6.883500426
b3849,6.265005891
b3850,6.708031877
b3851,10.48643058
b3852,5.34948419
b3853,3.998484506
b3854,10.4952581
b3855,0.543443633
b0389,7.696813688
b3856,5.571352189
b3857,6.379423917
b3858,9.938774594
b3859,7.431254482
b3860,8.337788869
b3861,2.903800736
b3862,4.01415621
b3863,7.124156846
b3864,6.113892366
b3865,7.408954019
b0390,6.002625312
b4457,13.06558507
b3866,8.584960286
b3867,6.362603764
b4686,9.181340328
b3868,6.056369657
b3869,6.242230369
b3870,9.48881159
b3871,8.217887867
b3872,5.567362068
b3873,4.4254819
b0391,10.0966548
b3874,3.252275333
b3875,1.166950026
b3876,2.576228643
b3877,2.469532647
b3878,2.322694958
b3879,2.313239099
b3880,3.807497405
b3881,3.370223047
b3882,2.828469082
b3883,4.077571959
b0392,6.154433169
b3884,5.550823697
b3885,7.941611319
b3886,5.997226519
b3887,9.064431938
b3888,7.8309587
b3889,1.398018095
b3890,5.819822172
b3891,7.134966295
b3892,6.217148253
b3893,3.837399007
b0393,6.312444264
b3894,4.797208329
b3895,5.951751092
b3896,1.958245695
b3897,2.086122598
b3898,3.029838835
b3899,2.051819161
b3900,1.911856331
b3901,2.953727357
b3902,1.311090789
b3905,2.566429353
b0394,5.758054549
b3906,3.232112878
b3907,3.063178686
b3908,9.00259721
b3909,3.555249586
b3910,7.229393328
b3911,6.731846217
b3912,7.738870736
b4484,6.909729639
b3915,7.76609156
b3916,10.24844402
b0396,5.555734075
b3917,6.878614669
b3918,3.798504703
b3919,10.02180538
b3920,5.102316341
b3921,5.936307684
b3922,8.336853882
b3923,8.28703847
b3924,6.574207859
b3925,5.610884627
b3926,5.417010587
b0005,7.685455707
b0041,1.371180519
b0397,4.15033082
b3927,5.186374157
b3928,11.27848481
b3929,10.03151671
b3930,5.279082308
b3931,7.320337262
b3932,7.495954607
b3933,7.051041274
b3934,6.487553002
b3935,4.675343228
b3936,11.10630306
b0398,4.711310799
b3937,3.760416892
b3938,6.929562609
b3939,5.764942509
b3940,5.927346718
b3941,5.565631349
b3942,7.700881619
b3943,5.080573941
b3944,2.448265169
b3945,7.549973241
b3946,4.275140523
b0399,4.693697766
b3947,2.080493814
b3949,2.405823072
b3950,3.422528349
b3951,2.918527726
b3952,3.447893165
b3953,4.01756582
b3954,4.488315945
b3955,6.053624987
b3956,9.517548995
b3957,6.508746232
b0400,4.396521367
b3958,5.814408294
b3959,5.445419882
b3960,6.014671252
b4458,2.779326278
b3961,8.128823383
b3962,5.029623193
b3963,0.184907352
b3964,8.680309308
b3965,6.591160245
b3966,6.837813629
b0401,7.471435114
b3967,6.126679897
b3968,11.0381251
b3969,7.191434315
b3970,10.63706661
b3971,1.366090183
b3972,6.676898902
b3973,6.597864965
b3974,6.40697603
b3976,7.746760379
b3977,7.650649913
b0402,6.688325419
b3978,7.904421174
b3979,6.854790644
b3980,10.85035749
b3981,9.929074618
b3982,9.277103134
b3983,9.534781963
b3984,9.745258773
b3985,10.50852166
b3986,11.67068008
b3987,9.527133079
b0403,6.337635004
b3988,9.562647577
b3989,5.141202473
b4691,7.214086468
b3990,8.006929963
b3991,8.220780255
b4407,8.039341903
b3992,7.683218919
b3993,3.350668659
b3994,7.825981699
b3995,7.306598036
b0404,5.208209762
b3996,6.37361602
b3997,6.956611605
b3998,6.235988247
b3999,6.912942079
b4000,12.19652534
b4001,6.103149175
b4002,2.562380698
b4003,3.503893989
b4004,4.203654513
b4005,4.777670916
b0405,5.957566854
b4006,4.382551016
b4007,8.012044257
b4008,6.343695524
b4009,8.883778132
b4010,1.092777926
b4011,3.111704439
b4012,4.433399696
b4013,5.041541819
b4014,11.0453113
b4015,11.50928815
b0406,7.524268222
b4016,8.565180754
b4017,3.440657596
b4018,6.315964621
b4019,7.94572469
b4020,4.559898082
b4021,6.593358122
b4022,7.390314372
b4023,9.103349078
b4024,7.743167187
b4025,8.12485275
b0042,1.66351087
b0407,10.50312256
b4026,8.540686181
b4027,1.583716231
b4028,0.478198382
b4029,2.698565653
b4620,4.320750228
b4030,8.24608866
b4031,4.956123535
b4032,5.755621996
b4033,5.638421016
b4034,8.08702898
b0408,7.794337581
b4035,6.883741023
b4036,6.831104959
b4037,6.422972302
b4038,1.69332214
b4039,6.194135266
b4040,5.928187213
b4041,6.6489439
b4042,6.897728269
b4043,9.775121053
b4044,4.499027267
b0409,8.281144925
b4045,7.616650028
b4046,6.669790464
b4047,1.060168208
b4048,2.826084233
b4049,5.891144742
b4050,6.411653282
b4051,8.160005474
b4052,6.643154631
b4053,6.587880087
b4054,8.460383778
b0410,8.803083091
b4621,1.31095434
b4055,6.224846866
b4056,8.033229393
b4057,8.004502126
b4058,6.582748042
b4059,8.941137985
b4060,6.762246741
b4061,3.863099884
b4062,6.25059661
b4063,4.504197339
b0411,8.065353709
b4459,2.425352149
b4064,4.437427814
b4065,6.590218921
b4066,1.075135796
b4067,3.759743673
b4068,3.330081265
b4069,5.067165073
b4070,2.912088745
b4071,2.800795643
b4072,2.84891641
b0412,5.426313867
b4073,3.070083246
b4074,2.526552771
b4075,2.835208853
b4076,2.435805978
b4077,7.102798374
b4078,6.691689974
b4079,4.877273106
b4080,1.891210103
b4081,2.461883266
b4082,2.924106919
b0413,7.351881446
b4622,1.425617064
b4083,1.237593857
b4084,3.825558734
b4085,3.41589455
b4086,3.201622469
b4087,2.460627825
b4088,3.551881138
b4089,6.494124248
b4090,5.331495873
b4487,6.226028202
b0414,6.851377439
b4092,4.376560334
b4093,4.640370767
b4094,2.129293011
b4095,1.840991751
b4096,3.142990645
b4097,1.60553459
b4098,1.40469788
b4099,1.428985639
b4100,1.582463517
b4101,1.795919039
b0415,8.337096775
b4102,1.686537038
b4583,2.127710098
b4105,1.233225292
b4106,1.213835262
b4107,5.973326079
b4108,5.986158952
b4109,5.902588417
b4110,5.206267967
b4111,8.684708364
b4703,6.303422231
b0416,8.098850867
b4112,5.3644133
b4113,6.494521234
b4114,3.018073921
b4115,3.068656012
b4116,4.326153115
b4117,3.329712257
b4118,5.743641051
b4119,4.233656753
b4120,4.541805475
b4121,5.975456459
b0043,1.831832838
b0417,4.879697227
b4122,3.809990903
b4123,4.483594031
b4124,5.489181188
b4125,4.934269064
b4126,7.766882021
b4127,7.812719277
b4128,3.319729996
b4559,2.592814461
b4129,5.652656551
b4130,3.388130417
b0418,7.842735344
b4131,2.30473865
b4132,1.330893143
b4133,4.221211449
b4654,1.462061719
b4134,3.276083101
b4135,7.10262641
b4136,5.321923957
b4137,6.656167211
b4138,7.950293508
b4139,7.933299195
b0419,7.622184105
b4140,6.861436369
b4141,7.208991995
b4142,9.041232609
b4143,8.449395467
b4144,10.75137891
b4145,5.467616019
b4146,6.166473976
b4147,8.302356551
b4410,5.190777182
b4411,9.257877992
b0420,6.538162143
b4148,7.277933715
b4149,6.730788146
b4150,4.096364131
b4151,7.912170527
b4152,7.264993807
b4153,6.8106576
b4154,7.179440608
b4155,5.10259246
b4156,3.693288765
b4157,3.65132597
b0421,6.89863997
b4158,4.104897692
b4159,4.950366323
b4160,7.441753123
b4161,7.595803425
b4162,7.017204096
b4163,7.729046066
b4164,7.817237981
b4165,6.524449008
b4670,3.48231157
b4166,5.221677655
b0422,7.247237943
b4167,5.760852429
b4168,6.643064311
b4169,6.536675058
b4170,6.085702488
b4171,8.906273229
b4172,10.64242853
b4173,8.519818193
b4174,9.026685189
b4175,8.687491733
b4176,5.133457218
b0423,5.932028051
b4177,11.12476001
b4178,7.97208446
b4179,8.091019694
b4180,7.394661431
b4181,1.383747147
b4182,2.504477795
b4183,1.824473525
b4184,2.17617855
b4185,1.952830705
b4186,2.409294025
b0424,7.263292715
b4187,5.777404635
b4188,6.181016968
b4189,7.05045536
b4190,7.088001398
b4191,5.15761848
b4192,3.322247881
b4193,1.786796032
b4194,2.784247539
b4195,3.387662695
b4196,4.27489469
b0425,6.500801371
b4197,1.295902232
b4198,3.896822395
b4199,6.061310583
b4200,10.19535579
b4201,9.170507687
b4202,9.463698338
b4203,9.926089294
b4204,2.332378557
b4205,3.217272818
b4206,7.125176332
b0426,9.240952623
b4207,8.285327705
b4208,7.87267025
b4209,4.35331255
b4210,3.601525509
b4211,5.072965681
b4212,4.912684269
b4213,5.937767559
b4214,7.933367069
b4215,2.281938807
b4216,5.911531799
b0044,1.382624664
b0427,4.223048608
b4217,8.322786474
b4218,5.59394202
b4219,8.161372504
b4220,5.970169633
b4221,6.571654893
b4222,8.572936055
b4224,6.512569496
b4225,6.288547942
b4226,10.58663228
b4227,5.283698816
b0428,9.249270267
b4485,3.534828859
b4230,3.812399226
b4231,4.315397741
b4232,7.069021291
b4233,7.148238238
b4234,7.713730439
b4235,7.407708463
b4236,7.00827924
b4237,4.873453956
b4238,5.682541503
b0429,8.89287119
b4239,3.501291596
b4240,4.916881676
b4241,4.775265959
b4702,5.194782635
b4242,4.562586059
b4243,9.77212426
b4244,9.825203995
b4245,8.592170214
b4246,5.219836815
b4248,4.980306246
b0430,7.521200292
b4249,3.455413528
b4251,5.138380097
b4252,13.82509081
b4253,5.772491412
b4254,5.956957926
b4255,11.21323149
b4256,8.042424372
b4257,2.087875017
b4258,7.888826306
b4259,6.647381591
b0431,7.366265883
b4260,7.465633019
b4261,0.258354697
b4262,6.981062991
b4263,5.974911305
b4264,5.483363759
b4265,5.155037968
b4266,3.92755782
b4267,3.641784108
b4268,3.195345609
b4269,7.144370398
b0432,7.970292666
b4270,3.698043419
b4271,6.12974191
b4272,6.477681999
b0361,5.191572199
b4575,4.831335666
b4277,3.06465324
b4278,4.686733176
b4279,3.326258602
b4280,4.656049812
b4655,4.157466356
b0433,5.043106044
b4281,5.278743289
b4282,3.899259851
b4623,3.922362537
b0256,4.658823547
b4561,2.725982574
b4286,3.427287282
b4287,4.478933935
b4288,4.253406091
b4289,4.101392085
b4290,5.619084008
b0434,7.505023753
b4291,5.82669283
b4292,7.182555977
b4293,8.327573095
b4576,4.351706676
b4295,6.692384396
b4296,3.873241423
b4297,4.994392018
b4298,4.068504069
b4299,3.88723154
b0435,10.52720275
b4300,3.972678644
b4301,3.685745768
b4302,4.242193639
b4624,4.291443339
b4303,5.674669411
b4304,3.686915781
b4565,3.884183145
b4305,4.5193311
b4656,8.085982568
b4306,3.461384364
b0436,9.507385917
b4307,3.52440726
b4566,7.364744805
b4657,5.302573775
b4308,3.786569265
b4309,3.690602799
b4310,4.855184217
b4311,3.028598602
b4312,8.305289143
b4313,4.532830636
b4314,12.64912188
b0045,1.986302076
b0437,9.525156753
b4315,9.636429953
b4316,8.053493504
b4317,6.673706305
b4318,6.364395586
b4319,6.102398899
b4320,5.872356106
b4321,3.122573849
b4322,4.478530032
b4323,4.492615907
b4324,5.864363771
b0438,9.376449683
b4325,1.514961582
b4326,4.276771519
b4327,4.718442029
b4328,5.211520192
b4329,4.620048882
b4330,2.516367186
b4331,5.328951252
b4332,4.044851072
b4333,4.042413968
b4334,4.385047755
b0439,8.392726154
b4335,5.06254656
b4336,4.908318227
b4337,5.729915307
b4584,5.839017548
b4340,4.51132263
b4341,3.33701767
b4342,5.962155022
b4486,5.247183336
b4345,0.150348048
b4346,3.016659908
b0440,13.13547007
b4347,3.847508724
b4625,3.360345429
b4348,4.129005292
b4349,5.318670706
b4350,4.145870304
b4351,5.51715511
b4352,5.922797286
b4353,5.644036426
b4354,3.895105202
b4355,3.981004827
b0441,8.339061245
b4356,4.075185697
b4357,5.565060225
b4358,2.052328403
b4359,4.695146767
b4360,6.591402113
b4361,6.233648934
b4362,6.0451528
b4363,2.914360828
b4364,4.547713049
b4365,1.851587359
b0442,5.090295116
b4366,6.624809377
b4367,10.11594457
b4567,10.4632895
b4368,8.756497336
b4369,8.682039695
b4370,8.00513839
b4371,5.756192679
b4372,5.352939759
b4373,5.509725905
b4374,5.808597659
b0443,6.322030159
b4375,6.682697207
b4376,9.211531215
b4568,11.06123284
b4377,6.479110651
b4378,6.007951395
b4379,4.091012246
b4380,4.527019637
b4381,7.179928745
b4382,6.22494577
b4383,7.549193216
b0444,7.065836597
b4384,7.675593276
b4385,4.783479938
b4386,5.44468896
b4387,5.98949589
b4388,6.515516904
b4389,6.360294727
b4390,6.178006193
b4391,7.834025929
b4392,6.052980073
b4393,5.310713804
b0445,5.98281583
b4394,6.452022953
b4395,7.057131221
b4396,7.647299319
b4397,6.804254137
b4398,4.088802481
b4399,4.804505977
b4400,4.534042702
b4401,8.497950879
b4402,8.66038333
b4403,5.109984893
b0446,6.394556462
b0046,4.628614345
b0447,5.594514457
b0448,4.959852422
b0449,4.833242019
b0450,4.460688667
b0451,5.212915685
b0452,6.517476957
b0453,7.940079309
b0454,7.186668589
b0455,3.351609573
b0456,6.790237718
b0047,4.943588337
b0457,5.16105371
b0458,6.210095759
b0459,5.865495474
b0460,8.549461634
b0461,7.894823905
b0462,8.233673469
b0463,8.125505504
b0464,6.736007498
b0465,5.95287799
b0466,5.825433818
b0048,6.4227793
b0467,5.800461407
b0468,7.976274241
b0469,7.586105823
b0470,6.994866616
b0471,9.214970259
b0472,7.558405447
b0473,6.424675322
b0474,9.39886205
b0475,4.491661706
b0476,4.007380321
b0049,6.272005405
b0477,6.173404304
b0478,6.30038022
b0479,4.530651904
b0480,7.027704777
b0481,6.437404969
b4585,3.113958501
b0482,5.933205229
b0483,8.505390849
b0484,7.068989565
b0485,6.254723044
b0050,7.287633157
b0486,5.907578749
b0487,7.076102015
b0488,6.530912386
b0489,5.892875401
b0490,5.342101372
b0491,5.040672843
b0492,7.974116534
b0493,6.805075863
b0494,7.506162604
b0495,6.111129905
b0006,6.157658247
b0051,7.216476578
b0496,5.429773816
b0497,4.117201593
b0498,5.817437222
b0499,4.584435283
b0501,2.12634008
b4632,2.69977392
b0502,5.488101007
b0503,3.575727542
b0504,1.919808952
b0505,3.160112161
b0052,2.464227309
b0506,8.469668361
b0507,2.966621803
b0508,1.947774728
b0509,2.933979248
b0511,1.295608956
b0512,2.592382184
b0513,3.314700987
b0514,4.426421426
b0515,6.795638796
b0516,4.958424573
b0053,8.546706446
b0517,2.292956904
b0518,1.64267201
b4572,2.556673601
b0520,2.744264931
b0521,2.875701125
b0522,4.208381029
b0523,4.378046061
b0524,6.136048929
b0525,10.67299986
b0526,6.354941488
b0054,8.179470594
b0527,3.486914029
b0528,6.16627376
b0529,7.422277162
b0530,2.046735968
b0531,2.108332067
b0532,2.809687942
b0533,0.508885947
b0534,2.02383726
b0535,2.155626684
b0536,4.649874259
b0055,6.236092497
b0537,7.236221926
b4633,3.715820537
b0539,3.598258675
b4508,2.371697889
b0542,5.582854105
b0298,5.537475911
b1026,5.277638322
b0543,5.446708297
b0544,1.153656426
b0545,4.842897741
b0056,6.863219221
b0546,6.27353038
b4588,2.645893118
b0547,2.117666314
b0548,1.414258385
b0549,1.831416352
b0550,1.555247606
b4509,2.293829491
b0551,3.990517671
b0553,7.449877657
b0259,3.978340618
b0058,6.067656766
b0554,5.490897983
b0555,5.294110624
b0556,4.474525506
b4510,5.840930991
b0557,6.690715929
b0558,4.028373632
b0559,6.40865251
b4589,5.627211035
b0560,3.917935058
b4634,3.132217155
b0059,5.876739612
b0561,2.964142642
b0562,3.651087373
b0563,2.978138287
b0564,6.332978073
b0565,9.652974189
b0566,3.672491179
b0567,3.027064398
b0568,3.338059678
b0569,3.042353215
b0060,4.268786182
b0570,3.939409109
b0571,5.626192361
b0572,1.750886176
b0573,3.6879224
b0574,2.771526925
b0575,2.888613067
b0576,5.562413492
b0577,6.188847431
b0578,7.642382026
b0579,6.217858054
b0061,1.999911833
b0580,5.252132388
b0581,5.97112961
b4700,3.665482462
b4415,3.420377941
b2394,5.862022923
b0583,6.306225775
b0584,8.570507769
b0585,7.469995941
b4511,8.084019661
b0586,8.424766315
b0007,4.241048165
b0064,5.756003147
b0587,2.659947016
b0588,6.871904879
b0589,6.429263769
b0590,6.460394502
b0591,6.458960917
b0592,7.012803906
b0593,7.102501386
b0594,7.359045035
b0595,8.547252351
b0596,8.096968446
b0065,6.240036897
b0597,8.17765968
b0598,7.983902633
b4512,7.043238853
b0599,4.988559048
b0600,4.061500523
b0601,4.198368177
b0602,2.325243705
b0603,1.867357239
b0604,6.151441678
b0605,11.40206842
b0066,4.324909252
b0606,7.97384746
b0607,9.676674969
b0608,5.668893774
b0610,8.074328215
b0611,6.547347157
b0612,2.477763442
b0613,2.269709755
b0614,2.182802246
b0615,1.542946907
b0616,2.905552391
b0067,3.795993379
b0617,2.405565523
b0618,3.198728164
b0619,4.693367718
b0620,5.063905099
b0621,6.011071786
b0622,5.117017741
b0623,14.04760879
b0624,7.231538793
b4581,6.0606985
b0627,10.42360654
b0068,4.828034753
b0628,7.934969056
b0629,3.467639152
b0630,5.894040545
b0631,9.303068413
b0632,6.939007279
b0633,7.516178637
b0634,7.16877541
b0635,5.918566557
b0636,7.001279972
b0637,8.323119738
b0069,4.05905791
b0638,4.657463865
b0639,6.182546893
b0640,0.607675958
b0641,7.611469746
b0642,7.936309926
b0643,8.914704971
b0644,4.24127645
b0645,0.90685352
b0646,3.257072637
b0647,1.413456331
b4577,2.765188924
b0648,2.512191865
b0649,3.928815745
b0650,2.70078726
b0651,6.263531515
b0652,5.793005739
b0653,5.440242927
b0654,4.820612416
b0655,7.934396759
b0259,4.985643911
b0657,6.598629775
b4662,5.529612785
b0658,8.059382047
b0659,7.753810803
b0660,7.749793821
b0661,6.369101145
b0662,6.234593092
b0664,5.391466052
b0665,5.651089324
b0666,8.043398771
b0668,8.930394464
b0670,9.249717973
b0070,5.532055514
b0672,9.150464019
b0673,9.536807089
b0674,8.133410457
b0675,7.627100115
b0676,6.811976187
b0677,6.523896102
b0678,6.622533383
b0679,6.679795485
b0680,7.608438294
b0681,2.545857561
b0071,11.14561292
b0682,4.126013524
b0683,9.176109046
b4637,8.329998366
b0684,7.544466529
b0685,5.779450419
b0686,5.746357968
b0687,8.624222179
b0688,8.227806217
b0689,4.023138722
b0691,2.930967433
b0008,10.54725688
b0072,11.11790025
b4636,2.642518986
b0692,3.812686701
b0693,2.418885905
b4590,0.612357288
b0694,4.446547102
b0695,4.700196392
b0696,3.933932927
b0697,3.208796961
b0698,2.206590566
b4513,2.391335147
b0073,2.178753001
b0699,11.78248452
b0700,5.279664314
b0702,3.97908119
b0703,3.494007058
b0704,3.693482476
b0705,2.228259104
b0706,2.319406223
b0707,5.485255123
b0708,5.62984132
b0074,11.43434049
b0709,4.348495322
b0710,9.211881517
b0711,8.612098537
b0712,8.210756028
b0713,7.209990941
b0714,5.451590022
b0715,4.550947089
b0716,4.039802332
b0717,2.873618135
b0718,1.739705194
b0075,7.859361075
b0719,1.696536978
b0720,9.554739103
b0721,5.820356445
b0722,1.544249516
b0723,5.104693633
b0724,6.169105939
b0726,7.696406599
b0727,9.220899208
b0728,9.340912826
