Blattner,WT_20nM_PN_AVE,WT_5uM_PN_AVE,pdxBJ_20nM_PN_AVE,pdxBJ_5uM_PN_AVE,yggS_20nM_PN_AVE,yggS_5uM_PN_AVE
b2137,4.179732153,4.357395389,5.640143204,4.591378575,4.706905291,3.952994971
b2139,0.809788823,1.646531149,1.434737689,1.322099064,1.034766755,0.863869363
b4679,6.970141163,7.336738266,8.425690828,6.726621838,7.358531294,6.448873401
b0221,3.755858488,3.924336382,5.906393698,4.901345305,4.805812988,3.633433557
b2140,3.554392667,3.525484822,4.336446045,3.933650583,3.744384544,3.998542798
b2141,5.324381866,4.862202175,5.394548762,5.097886687,5.187172175,5.084227947
b2142,4.63438804,4.54924891,4.524241516,4.539643696,4.761878965,4.665225697
b2143,7.024329021,7.07750405,7.112443255,7.180656073,7.627929456,6.69061811
b2144,3.129947013,3.142387092,4.184082255,3.921491581,3.603011146,3.518083624
b2145,3.944511392,4.097480968,4.740128822,4.696645736,4.248051405,3.668922725
b2146,3.624497937,3.308998994,2.766739701,3.573070062,3.840263133,2.46859705
b2147,2.746914111,2.878612731,3.470299687,3.20490093,3.359843857,2.310577287
b2148,2.873086009,2.69224597,2.697379702,3.379623975,3.733436896,3.013882584
b2149,4.046837974,3.547933858,2.830616895,4.119848087,4.903996047,3.388960818
b0023,10.65715576,10.5820945,10.30974817,10.35557287,10.53952481,11.51926683
b0222,8.126500511,7.83390586,7.992525346,8.20511719,8.155063666,8.161836515
b2150,6.85235913,6.744827229,4.803775524,6.923972794,7.359369073,6.458244396
b2151,6.50558666,6.781369241,4.63832665,6.012713413,6.838988211,5.713397444
b2152,4.231886765,4.350958421,5.207799151,5.176846115,4.78733798,5.576162708
b2153,7.830440791,7.642329007,8.615423359,8.606386645,8.389797312,9.324846507
b2154,7.230884808,7.31314797,6.584032374,7.183660243,7.223585444,6.99167707
b2155,7.785267532,8.069638551,7.711276675,8.359258408,7.470575262,9.069984231
b2156,6.985734294,6.662830663,5.423073379,6.524754876,6.293500952,7.896203691
b2157,6.213514809,5.949713607,5.500886426,5.864579033,6.509739945,5.915725624
b2158,4.064865378,4.053985949,3.976248628,4.257371227,4.108014047,4.278744331
b2159,5.700037053,5.560504676,5.614913924,5.51398816,5.802715582,5.382213859
b0223,6.080258843,6.003344858,6.66340563,6.244360272,6.291248604,6.046782799
b2160,4.43927491,4.50024133,4.343307891,4.195207542,4.4055913,4.131490663
b2161,1.170701079,2.059986415,2.031114347,1.825603399,1.643437786,1.321088099
b2162,0.894697281,1.637605876,1.359416794,1.246026935,1.250444803,0.805812918
b2163,1.861335412,2.156529138,1.788649665,1.472301363,2.185464878,1.649019558
b2164,1.992969269,2.375050218,3.167714316,2.490751711,2.310403671,1.952561482
b2165,1.863438203,2.299796729,2.189823466,2.03555431,1.99361063,1.398231118
b2166,0.978393416,1.5248807,1.609565205,1.721740888,1.429943761,0.848080761
b2167,9.120655647,9.24432679,10.37190784,9.064724625,8.785643398,8.687220231
b2168,8.61400959,8.76270402,10.04984672,8.45582031,8.434257455,8.483182032
b2169,7.840665097,7.910438268,9.294547842,7.596710989,7.759228359,7.767977989
b0224,7.071050884,6.836659536,8.369296848,7.56179605,7.411526182,7.133396006
b2170,2.941202344,2.879250816,3.483354859,3.01825561,3.281341052,2.847873988
b4502,4.426134244,4.271451123,4.786789965,4.368861172,4.592248458,4.545041248
b2171,6.045757527,5.526525811,6.370601774,6.820594154,6.00607994,6.561014056
b2172,3.790187362,3.697878894,3.785984846,4.792055372,4.156067026,3.429180453
b2173,3.044924531,3.011925686,3.845408854,3.541132613,3.228805093,3.392609525
b2174,3.116452204,3.118807723,3.636971168,3.439182393,3.050363459,3.458921273
b2175,7.310074516,7.271153738,8.534856142,7.806763883,7.484060033,8.139681134
b2176,3.591280589,3.586134509,4.821490578,3.977613177,3.486028647,3.63504265
b2177,3.736569555,3.997177078,4.283849372,4.090571441,4.160343933,3.903534335
b2178,3.469816846,3.706525898,3.826947286,3.62899043,3.671538971,3.439698792
b0225,6.749307145,6.922664095,7.425042524,6.405226858,6.936327563,6.5461477
b2179,3.496916545,3.749060293,4.129330351,3.853542622,3.628061205,3.637827337
b2180,4.553840727,4.768180447,4.683640785,4.470179645,4.605786487,4.500412143
b2181,6.888733363,6.948546758,5.569924413,6.566530407,7.497355326,6.970578773
b2182,5.375323898,5.423875566,6.017213704,5.471565151,5.373629355,5.230947975
b2183,5.969438146,5.834906825,6.687955835,6.251724627,6.256691256,6.302376812
b2184,2.939509123,3.237236238,3.373831156,2.854047877,3.089911366,2.962937344
b2185,10.55441305,10.5057157,9.438045624,9.920731564,10.50927496,11.03611304
b2186,5.867115416,5.774157241,5.944733254,6.339974942,5.915736396,6.041500023
b2187,6.358982182,6.467784827,7.045836496,6.528722283,6.861184829,7.092868164
b2188,5.397048848,5.355052417,5.514662711,4.96312975,5.367148865,5.41914149
b0226,8.586401581,8.753733087,9.185961215,8.243917269,8.714958785,8.340251892
b2189,4.821252217,5.176371723,4.811290966,4.123347074,4.646676143,4.407213201
b2190,3.6837358,4.116746608,4.887426087,4.483564474,4.255865972,3.9512311
b2192,6.225714077,6.255713167,6.106606461,6.314953312,6.520337138,6.358630921
b2193,4.596738768,4.090914425,5.120928744,5.186081998,4.882630516,4.759756756
b2194,4.644133741,4.474788507,3.553379042,4.225418376,4.077778541,4.011165156
b2195,4.903745657,4.632346405,3.37589044,4.311512706,4.422787549,4.129697083
b2196,4.40460615,4.185269938,3.354553681,4.021891366,4.116524667,3.736278321
b2197,6.326627084,5.80269996,4.887518899,5.548996214,5.768653687,5.21583078
b2198,6.271408125,5.697095077,4.75080169,5.462902904,5.687982722,5.040625451
b2199,5.614343756,4.950178369,4.46036962,4.903926654,5.147199222,4.641003906
b0227,1.602678887,2.350645827,2.866628316,2.243149466,2.225174744,1.775000161
b2200,3.859537648,3.481141353,3.444451014,3.404700392,3.978143592,3.392266058
b2201,5.431648606,5.050838848,4.810597045,4.918736882,5.562855303,4.973266976
b2202,5.791688207,5.301842588,5.314607204,5.464446557,5.873880707,5.234427571
b2203,5.564999902,4.732268952,5.302174643,5.451898002,5.44563405,4.558487904
b2204,4.594447043,3.793648,4.968796844,4.444205038,4.658756912,3.722953684
b2205,4.590249708,3.788459389,5.058615589,4.46928519,4.724315829,3.677434528
b2206,4.919558177,3.870168689,5.216853001,4.570674919,5.113258001,3.961840388
b2207,3.833187398,2.945620858,3.875019542,3.64586682,4.282626808,3.327478185
b2208,3.213712063,2.614729224,3.842044592,3.336255543,3.708974021,3.034143136
b2209,6.342892576,6.07501225,6.970762505,7.773957834,6.825700228,5.919022553
b0228,5.464692161,5.81167081,5.396582841,5.618859549,5.810439695,5.080915852
b2210,3.338889549,3.636487904,4.060854305,5.430617357,3.637475675,4.323002666
b2211,4.963380673,4.491619788,5.169319999,5.333402692,4.571700126,4.996930572
b2212,2.343148733,2.522954524,2.752677465,2.314541825,2.472191216,2.243581906
b2213,3.449567308,3.554709339,3.649256512,3.368098169,3.672021285,3.2162184
b2214,2.847158769,2.913626618,2.988222823,2.610475572,2.747600108,2.735067544
b2215,11.71929632,11.72412198,10.79377112,11.01358659,11.69967172,11.75965474
b4439,2.1089274,2.392056219,2.326651029,2.619790628,2.523666458,2.283525749
b2216,6.384640422,6.467358157,6.63112694,6.394491811,6.469548012,6.457125887
b2217,8.180147298,8.108601514,7.88749628,7.993450947,8.354447884,8.157386534
b2218,5.076862182,5.129341384,5.516558213,5.581716439,4.982988128,5.035294621
b0229,1.369366673,2.20634854,2.50264096,1.943725443,1.865809588,1.363147242
b2219,4.684029986,5.066919374,3.697741653,4.060764569,5.233313832,3.846334975
b2220,3.054021894,3.279816438,3.194954101,2.9012836,3.069111343,2.220913563
b2221,0.91916542,1.925347885,1.430161842,1.294734695,1.324017447,1.159098155
b2222,0.318183459,1.34506976,0.749179281,0.687071052,0.67605913,0.345148827
b2223,0.644458891,1.598587265,1.186222153,0.966514449,0.908490915,0.757139279
b2224,1.230372721,2.123343807,2.307516604,1.830195402,1.794732771,1.540999101
b2225,1.508264614,2.260915798,2.526545684,1.751665072,1.937977733,1.666962086
b2226,1.270508919,2.033396713,2.461992033,1.627752142,1.594044039,1.232015572
b4500,1.298160027,1.980641585,2.414183307,1.754755242,1.640919329,1.394768891
b2229,0.758266453,1.652297804,1.80714378,1.285472003,1.251562538,0.686610841
b0230,1.704484915,2.507777995,2.380551437,1.89540515,1.920319369,1.666764995
b2230,2.001863241,2.614649701,2.492560607,2.037217542,2.438917267,2.079364688
b2231,8.043196959,7.828164731,6.722145819,7.259481489,7.765703957,8.066458668
b2232,6.697335202,6.484984667,6.966000639,6.446873529,6.69516632,6.688954636
b2233,3.111586851,3.568434344,4.442915093,3.950254851,3.53078226,3.237383541
b2234,6.755135352,6.217449009,6.163628463,6.677370645,6.95016611,6.168409276
b2235,6.489273293,6.406701939,6.085406651,6.629508621,7.139770934,6.423828047
b2236,5.947465505,5.948781327,5.813672266,6.289365246,6.570041458,6.070360632
b2237,5.571461259,5.510791113,6.007653896,6.21953275,5.739483123,6.156772676
b2238,1.635156545,1.990330497,2.567536981,2.234557713,1.845179886,1.454384557
b2239,5.07969094,5.386280528,5.926969127,5.913731947,5.550278405,5.057947416
b0231,3.266473356,3.728070652,3.425022503,2.951999718,3.65811202,3.266750108
b2240,3.563617579,4.689109483,2.942790405,3.642284099,4.024929842,2.746014563
b2241,4.420586273,5.629497837,1.691956975,3.143221167,4.702419377,2.982346633
b2242,2.727892377,3.152702475,1.613564168,1.724982494,2.694050794,1.244091685
b2243,2.353839601,2.446712429,2.403130792,2.138956622,2.103553577,1.479096279
b2244,4.821004621,5.087441086,5.213020109,5.111509569,5.077141049,5.031826904
b4543,6.725052411,6.911420211,7.045348971,7.054477825,7.016001687,6.883237621
b2245,3.086640082,3.327924625,3.924508355,3.848016367,3.315247485,3.178290218
b2246,1.847792726,2.451197271,2.812776918,2.6483606,2.176785223,1.86626272
b2247,1.716272789,2.247803194,2.237716638,2.26501924,1.779793718,1.453313981
b2248,1.87984292,2.645837744,2.795493093,2.606643893,2.281150033,1.613188511
b0024,4.230206852,4.459605139,5.361534277,4.191960412,4.511831191,4.358118669
b0232,3.646904082,3.821245162,4.171291799,3.882650921,4.172902233,3.5823629
b2249,5.986383473,5.96981798,6.271794992,5.966397195,6.115014299,5.919682926
b2250,4.526393943,4.581795809,5.002832725,5.875326802,5.010244161,5.081803903
b2251,5.046064356,4.969368607,5.585956057,5.710167877,5.46692802,5.135711906
b2252,2.065272599,1.80436897,3.136726126,3.910264654,2.498750657,2.218672569
b2253,3.512141552,3.302915911,4.814675977,4.416123758,4.23167484,3.568740304
b2254,3.224915108,3.211771154,4.469922804,3.559618351,3.624985024,2.191344983
b2255,3.577598548,3.751400206,4.771164438,3.851686748,4.12224258,3.249434978
b2256,2.513143338,2.735164594,3.914042064,3.138407599,2.967179318,2.469655836
b2257,2.560704569,2.966734308,3.466942684,2.678530224,3.033258873,2.332472679
b4544,3.50198484,3.869304364,4.225244871,3.693623642,4.012852121,3.529305341
b0233,2.401355354,2.630531874,3.342566207,2.876241669,3.044040187,2.262914373
b2258,4.477823542,4.8437156,4.978326522,4.381045571,5.03711679,4.483929256
b2259,5.955008625,6.264677528,5.942686608,5.591487555,6.555009429,5.941252796
b2260,4.276261085,4.335040065,4.439054376,4.314391308,4.009702618,4.404786874
b2261,5.962841035,5.76553548,5.620500168,5.772588301,5.418621794,5.720432237
b2262,6.184886627,5.867243412,5.904342107,6.071164371,5.735592311,6.018822568
b2263,4.322456533,4.100324777,4.489352629,4.471666271,4.258626325,4.644112117
b2264,4.587765648,4.446921481,4.392052415,4.06250874,4.628422888,4.44591716
b2265,4.227212188,4.110517537,4.64860325,3.824278614,4.365989397,4.196859218
b2266,9.973494069,10.1235698,11.28027634,10.47431017,10.00661371,9.99727013
b2267,6.157822969,6.392111425,6.656952837,6.701701988,6.52773293,6.250147622
b0234,1.380822369,2.050407988,2.380309527,1.731998115,1.779576605,1.435301415
b2268,4.123436588,3.975169131,4.24041695,4.055963407,4.146217271,4.242546987
b2269,0.862551015,1.694581489,1.172386945,1.207419921,1.232194238,0.757719626
b2270,1.698072893,2.370464434,2.661765066,2.121817027,2.069647425,1.863212678
b2271,0.567503615,1.67412744,1.091291563,0.705398821,0.821039224,0.470032464
b2272,3.44918805,3.815396339,3.81932993,3.608922483,3.79815051,3.136615976
b2273,0.588268119,1.852902299,1.325462816,1.13017682,0.96266353,0.437504216
b2274,1.394866415,2.100877964,3.11679324,2.522395509,1.795405912,1.606794236
b2275,2.812392294,2.986910986,3.921684769,3.622400181,3.269486877,2.799179584
b2276,6.987285654,6.627745592,7.069043884,6.997562943,7.008709974,6.649999654
b2277,6.758960052,6.377886852,7.222150436,7.063819155,6.962151988,6.741861302
b0235,0.375595069,1.334295352,1.179369899,1.059839864,0.767604131,0.391675883
b2278,6.63932187,6.37250645,7.204239886,7.017923236,6.895840658,6.601405801
b2279,6.607651028,6.351434284,7.341925829,7.150530541,6.958059759,6.677856062
b2280,7.429250153,7.254817887,8.092008085,7.867586448,7.705585816,7.430175237
b2281,6.604122607,6.502436218,7.307493508,7.128278209,6.894139914,6.585690888
b2282,6.36091852,6.261344188,6.840063404,6.649957154,6.543390414,6.233123482
b2283,6.65961492,6.42190551,6.834612607,6.695068795,6.667958581,6.288557965
b2284,7.190430581,7.005068711,7.09346919,7.379458406,7.377736842,6.959940953
b2285,7.883704996,7.70830932,7.70846857,8.022846693,8.017843441,7.642692893
b2286,6.721865174,6.320871581,6.19452302,6.460202165,6.766989911,6.411380807
b2287,7.695607148,7.249706779,7.023154273,7.504194163,7.839075713,7.411083162
b0236,1.640020063,2.153034726,2.82717801,2.235152049,1.901311071,1.477102133
b2288,7.78001204,7.45230176,7.207142878,7.570638181,8.064149461,7.522864088
b2289,7.208178405,7.376586602,6.35809325,6.687928915,7.559529069,6.980159155
b2290,5.550902046,5.651591682,6.239917953,5.586252866,5.486123924,5.78893141
b2291,5.277845206,5.216442454,5.959794392,5.996778176,5.56363754,5.428882296
b2292,6.316824924,6.117488016,5.414728622,5.725313502,6.507373933,5.750241717
b2293,8.144557252,7.991312766,9.297886357,8.98484601,7.92651627,7.537568576
b2294,8.447997049,8.117054359,9.862572924,9.412350928,8.372183898,8.107545959
b2295,6.476642327,6.543787791,6.831298146,6.489772085,6.622953761,6.521420051
b2296,8.681844151,8.207935841,8.229985942,8.141998805,8.522740845,7.899051642
b2297,7.849728075,7.494942763,6.952772474,7.230859509,7.128707827,6.869325778
b0237,8.441423514,8.244140166,8.302032788,8.366717048,8.211331925,7.925872828
b2298,3.040476416,2.93115761,2.633312979,2.410446721,2.73549597,2.243255445
b2299,5.854113904,5.783017751,6.304033599,6.627022718,6.19892287,6.044389793
b2300,6.516575731,6.360986376,6.528899326,6.353255759,6.707078636,6.689476902
b2301,5.009428964,4.824008305,5.82717905,5.667516688,5.469806722,4.936432415
b2302,3.569360532,3.463946449,4.663470123,3.935579825,4.354425495,3.72770319
b2303,7.011184964,7.028915544,7.272884622,7.066372782,7.478658954,7.283441156
b2304,7.643449543,7.895008883,6.738345206,7.117942249,7.898456624,7.168350964
b2305,3.962530156,4.256156497,4.197025822,4.171786265,4.600745529,3.88435594
b2306,3.905691717,4.123333362,3.881646358,5.132511652,4.676502216,5.021150616
b2307,3.905262327,3.987079395,3.828113949,5.007948845,4.311141297,4.727689373
b0238,7.298563166,6.160449245,7.082830905,7.186177463,6.841079481,7.710912983
b2308,5.153824489,5.066630993,4.495094708,6.043665159,5.156814781,5.745272114
b2309,7.307453827,6.948904087,6.40369834,8.248636467,6.948755882,7.927360912
b2310,5.701022701,5.326563138,4.888652206,6.916846224,6.165263703,6.143139118
b2311,3.6657431,3.758919891,4.927182162,5.305115084,4.18335246,4.719020313
b2312,5.002005733,4.923894292,4.018222036,5.30625604,4.748872141,6.873890305
b2313,5.745994844,5.835442832,5.250157731,6.283644922,5.645148953,7.716826462
b2314,6.280120316,6.365448682,6.611307417,6.393719904,6.573767227,6.396804757
b2315,5.995152935,6.20023838,5.811639913,5.867316937,6.229078739,6.045842993
b2316,8.21734801,8.035171169,8.347486581,8.455640537,8.402465304,8.571393253
b2317,5.863342054,5.947077731,6.680216595,6.355116717,6.328091022,6.349802806
b0239,5.798107499,5.80664464,5.317197387,5.201400522,5.957738067,5.604111298
b2318,5.90546049,6.139258247,6.582280092,6.287174464,6.448611482,6.43593457
b2319,5.700426467,5.561480106,4.027702359,3.517090148,5.808189715,5.721896327
b2320,6.148051751,5.913890906,0.181878199,0.211432226,6.162044389,6.322606931
b2321,4.173182521,3.94920966,4.749155535,4.58398938,4.245816307,4.415227012
b2322,2.733287379,2.838748972,3.470154333,3.343155321,2.725748965,2.479373092
b2323,8.820381734,8.681995062,9.837005116,10.12338498,9.337769995,9.555203674
b2324,4.35514184,4.292867724,4.84593023,4.895399341,4.232208684,4.272272143
b2325,6.422965579,6.564555563,7.075753259,7.165620454,6.499836642,7.090787351
b2326,6.047510127,6.156816748,6.809952124,6.709090862,6.174097667,6.335984512
b2327,5.591841396,5.643132729,6.470378477,6.138387121,5.706013107,5.631405242
b0240,8.450846469,8.653703862,9.113243257,9.595456977,9.679294881,8.951770229
b2328,5.492066513,5.411539517,6.324708014,6.074954237,5.568173757,5.340700336
b2329,6.791654707,6.546376702,7.609367382,7.249112722,6.687916535,6.675301701
b2330,7.328678476,6.964514625,6.973322039,7.169514902,7.084073967,7.294093202
b2331,6.723084925,6.787936816,6.750223105,6.509176741,6.835869445,6.785446166
b2332,5.148270301,5.505711049,5.651071294,5.480049415,5.622214736,5.420282196
b2333,1.568082663,2.138742805,2.5249221,2.224367559,2.022975621,1.38911331
b2334,0.867087657,1.627728502,2.007683244,1.789780002,1.49765224,1.089985002
b2335,1.102722156,2.137087727,2.039177995,1.674675638,1.545551428,0.836284809
b2336,0.904148339,1.710523286,1.60899764,1.055914229,1.197449644,0.872933129
b4661,1.775413808,2.514747736,3.066240621,2.235022311,2.408159716,1.938763516
b0241,1.063881759,1.730781127,1.66701412,1.862146885,1.945850937,1.149965334
b2339,0.240412527,1.200941259,0.85422014,0.706169144,0.987115788,0.3698155
b2340,5.324546424,5.436260072,6.888474173,6.652389226,5.843521878,5.989602351
