Blattner,WT_20nM_PN_AVE,WT_5uM_PN_AVE,pdxBJ_20nM_PN_AVE,pdxBJ_5uM_PN_AVE,yggS_20nM_PN_AVE,yggS_5uM_PN_AVE
b3164,9.336862825,9.181796727,9.206696235,9.447251003,9.474839058,9.775607439
b4449,6.390836483,6.161433046,6.40767158,6.622601563,6.442207047,7.128198589
b0313,3.538306819,3.886855881,5.247631352,5.011932203,4.194757197,3.792820324
b3165,10.66884003,10.70287632,9.988083164,10.07198652,10.80120953,11.40632408
b3166,6.050296003,6.190532567,5.897761088,6.218778373,6.354232111,6.65539127
b3167,7.487041142,7.636864344,6.866221352,7.569148561,7.648530864,7.939927767
b3168,8.829493885,8.873541862,8.324808152,8.948042939,9.093689995,9.259110302
b3169,8.553328084,8.371871794,8.291500822,8.448516353,8.662183058,8.73851352
b3170,8.020728551,7.871555602,8.1202419,7.935331071,8.228442783,8.491817739
b3171,4.665772434,5.09762136,5.53674693,5.174964711,5.048903378,5.748871653
b3172,8.786583092,8.238541086,6.536579804,8.597984499,8.318487559,9.586580104
b3173,2.39470616,2.823444828,2.60402986,2.827594785,2.935243325,2.500553925
b3174,6.190305193,6.107542999,6.095501689,6.293746049,6.733900968,7.013634206
b0314,3.000748901,3.678055176,4.251578821,4.183068402,3.611847766,3.302005837
b3175,9.218449347,9.105222784,9.452632471,9.45838697,9.858636029,10.27811074
b3176,8.166150017,8.049714341,7.763644514,8.112389396,8.370934904,7.942442079
b3177,6.566963921,6.62021707,6.386744363,6.58015421,6.816968377,6.634909469
b3178,8.534071232,8.385270147,8.94404379,8.719937962,8.53218937,8.319906763
b3179,7.93760582,8.074248621,8.840301543,8.240945048,8.283062489,8.012332771
b3180,8.594617002,8.486919441,9.083051351,8.720428867,8.802135399,9.110936508
b3181,7.924643502,7.447835541,7.810647981,7.438300375,8.167664126,7.948611986
b3182,3.893298941,3.692442121,4.607450152,4.474662851,3.95637097,3.865109149
b3183,7.71527255,7.651175733,7.129917571,7.449756717,7.836921998,8.160800837
b3184,6.318433397,6.210609535,6.317925142,6.198079246,6.524336578,6.666103094
b0315,2.606227572,2.844083254,4.175843703,3.662647136,3.149174236,2.471746734
b3185,11.41978442,11.18435333,10.22555717,10.94316269,11.32744597,11.64985175
b3186,11.66104352,11.38942079,10.61445765,11.15776003,11.56333219,11.94466795
b3187,6.887752533,6.692721368,7.419910933,7.120561551,7.019117318,7.089563786
b3188,5.359000576,5.290137884,5.439199618,5.25845511,5.432853909,5.014728036
b3189,7.282769103,6.982386119,7.015768033,7.163818927,7.301833125,7.437723679
b3190,6.900878062,6.728028908,7.086960571,6.985031046,7.197504126,7.326917979
b3191,6.896580105,6.903847398,7.202878656,7.344674833,7.243763973,6.933369615
b3192,7.313599327,7.217315225,7.771216107,7.791140852,7.616105969,7.483816526
b3193,7.000721212,6.945664347,7.519126566,7.29296815,7.15565678,7.006594233
b3194,6.182251413,6.112429467,6.85226294,6.522273756,6.330350665,6.203526652
b0316,3.809443377,3.921022228,4.713000952,4.153180313,4.373437469,3.528188731
b3195,6.139037454,6.01512284,6.676493291,6.380086787,6.288831956,6.342249593
b3196,4.38813124,4.546701104,4.923388864,4.354129339,4.834295978,4.731417376
b3197,5.681029102,5.68104469,6.246617488,5.830586532,5.904727868,5.735865423
b3198,6.415851421,6.352311761,7.168949774,6.777343003,6.710032776,6.694048194
b3199,6.217853657,6.21081494,6.894023553,6.406545637,6.649726021,6.271501991
b3200,7.139695394,7.045779633,7.565100308,7.444598833,7.374523364,7.154331318
b3201,6.856712255,6.723079205,7.211394319,7.157020542,7.056938116,6.774721031
b3202,7.239849782,7.269409985,7.85501314,7.516884349,7.601862267,7.227259725
b3203,8.096341884,8.220299279,8.795425062,8.60556089,8.625769246,7.794240612
b3204,7.139320242,7.200333799,7.649713493,7.37463707,7.472553932,6.949416471
b0317,1.964364088,2.760267306,2.09235397,2.550712167,2.479480306,1.866182205
b3205,6.747580706,6.80777226,7.13674883,6.761967387,6.899376266,6.364388458
b3206,5.726631805,6.018223759,6.274614775,5.710408938,5.87547065,5.435319803
b3207,7.534505993,7.64943258,8.520653733,7.678829459,7.570650572,7.747072541
b3208,4.707202164,4.850857576,5.254976956,5.027587387,5.000267913,4.706390855
b3209,6.66297597,6.666956949,6.214073416,6.678741466,6.829078368,6.362793083
b4450,6.014961673,6.257556065,5.676571774,6.182563779,6.152331021,5.855848672
b3210,5.928631657,6.068702607,5.69568164,5.884055866,6.040622598,5.669679677
b3211,3.276220034,3.015478152,3.050690479,3.159760732,3.592496663,3.122006658
b3212,8.516041379,8.497838839,8.741699469,8.804895102,8.774233485,8.756714946
b3213,9.131864589,9.10658359,9.029906315,9.259410207,9.256234803,9.152697656
b0318,3.464194088,3.591461828,3.679010124,4.192006307,3.617314163,2.930361695
b3214,4.444763731,4.127630357,3.762400303,4.649406739,4.0692162,4.889269934
b3215,1.125501144,2.014958476,2.298847113,1.734911056,1.830505256,1.37910964
b3216,1.742599376,2.475653305,3.271142746,2.457432023,2.553788366,2.038073434
b4569,2.210386763,2.449633003,3.357478978,2.979025763,2.955029547,2.641984119
b3218,0.782938364,0.887615767,1.184325352,1.215911647,1.166121435,1.137712857
b3219,0.037661428,0,4.104304769,3.567097627,3.81672861,3.348259231
b3220,0.01457187,0,4.427365503,3.855345397,4.381260149,3.788753215
b3221,3.706058213,3.887683208,4.887987679,4.85568203,4.88129233,4.500509681
b3222,3.304122155,3.586458021,3.594573975,3.349269546,3.605207971,2.95072154
b3223,3.407261463,3.615598616,3.570232951,3.517320293,3.608332207,2.905412815
b0319,0.998966743,1.925450835,1.341543563,1.346440311,1.286030377,0.727164272
b3224,3.253955115,3.607655212,2.957405275,3.020885785,3.389256228,2.840363891
b3225,4.820190786,4.843539809,3.814381644,4.490576279,4.266640741,3.987447319
b3226,5.792008716,5.709396205,6.113629283,5.596377026,6.010738838,5.992981911
b3227,1.385209418,2.26970206,2.026912012,1.926610517,1.850093626,1.704738867
b3228,7.548857457,7.362477592,6.98106412,6.931657431,7.664136829,7.600781645
b3229,8.118328999,7.94762957,7.640162961,7.503933276,8.353970034,8.379978445
b3230,10.65562516,10.58421128,9.791347002,10.12061574,10.42018005,11.27098307
b3231,9.878517642,9.695558578,9.138497497,9.469350693,9.720168667,10.53523893
b3232,4.730264634,4.69442479,5.157748609,5.012784514,4.659704356,4.94822754
b3233,10.15297,10.24048861,10.18965878,10.22229038,10.45011104,10.22106151
b0320,1.110212298,1.914099353,1.416750766,1.427184282,1.281849098,1.088666524
b3234,5.189626674,4.949682014,5.606601282,5.43611952,5.63116835,4.968051835
b3235,5.018194387,4.840800709,5.445855458,4.994410893,5.017206589,5.153358762
b3236,8.91682586,8.721704557,9.064067815,9.668737804,9.368677289,8.727100495
b3237,7.887437999,7.676210353,7.506436733,7.946821277,8.219539385,8.34418615
b3238,5.431619779,5.36752948,4.756296755,5.354392652,5.959560188,5.726068325
b3239,5.473872458,5.846469876,6.39288797,5.818495734,6.111906514,5.480595745
b3240,1.352733588,2.274415721,3.017045257,1.929405187,1.946206052,1.599772765
b3241,2.582887489,3.030183347,3.729795572,3.00176209,3.225973004,2.798622568
b3242,3.976691919,4.360862955,4.972919502,4.220192655,4.632406592,4.180585646
b3243,4.884178438,4.996888772,4.939182526,4.808870706,5.084304328,4.643799005
b0034,6.698762007,6.334459039,6.531275774,6.831294045,6.957447572,6.535949165
b0321,1.198792788,1.940848414,1.726238972,1.856585436,1.595267431,1.246217327
b3244,7.013952169,6.781223649,7.716506641,7.391028281,7.031585132,7.035943534
b4472,4.055888952,4.306137723,4.656303431,4.219410914,4.018804857,4.098928516
b3247,5.054106292,5.282774212,5.965813925,5.635994822,5.298912187,5.549099348
b3248,5.494008472,5.64690442,6.652173734,6.31674144,6.011685021,6.345380905
b3249,5.288349688,5.323101504,6.178064685,5.860018698,5.590745265,6.01892525
b3250,5.704268894,5.574757858,5.904843939,5.828113352,5.737945917,5.948223719
b3251,8.167416499,7.741253581,7.936669259,7.88777605,7.947447623,8.253185044
b3252,4.712840857,4.72127467,5.291290053,4.69721781,5.002853451,4.719054283
b3253,6.305914156,6.006747441,6.549124454,6.422389648,6.526512555,6.022842426
b4697,3.931948836,4.286214946,4.706317245,4.305649506,4.187815297,3.811291038
b0323,1.242595584,2.005486928,2.076594436,1.988960589,1.603854612,1.297062557
b4646,2.559249414,3.127362195,3.382549117,2.978766342,3.145603731,2.775635034
b3255,6.915827836,6.908018554,7.253991742,7.377688883,7.154495355,7.195471366
b3256,7.059701587,6.852004024,6.723231004,7.155489896,6.783634102,7.005565314
b3257,3.746097479,3.333570678,4.244573338,4.150278567,3.876981902,4.023110896
b3258,3.468129079,3.535714324,4.014085658,3.84981229,3.731511306,3.537510288
b3259,5.296159798,5.173200888,5.642355335,5.412432349,5.465452704,5.61627369
b3260,7.77037777,7.579699514,7.407446733,7.135141213,7.869958053,8.281488356
b3261,8.491329324,8.526186448,7.664611453,7.805266665,8.469776132,8.97792227
b3262,1.612332908,2.225245426,1.995312972,1.741162094,1.872182381,1.711503664
b3263,2.022706153,2.151677037,2.967407864,3.606742909,3.345793316,3.015357162
b0324,3.765101235,3.823990292,3.967855327,3.894523375,4.000950571,3.625304214
b3264,0.925473119,1.638010819,1.373871098,1.937097454,1.770485132,1.390593641
b3265,0.839612374,1.849665436,1.840831881,1.405505344,1.229636836,0.990862257
b3266,1.865399224,2.584844149,2.971911473,2.425223737,2.409409923,2.074171553
b3267,5.607756953,5.68894282,5.967159348,6.191630606,6.156397255,6.007918664
b3268,4.320729395,4.25868864,4.539450986,5.451477349,4.949881766,4.548228093
b3269,1.65023191,2.250886489,2.608703691,2.55195641,2.312827117,1.685455257
b3270,1.705429336,2.328314912,2.375179631,2.200414791,2.078971603,1.678495206
b3271,2.544669189,3.213136588,3.414323997,3.806659764,3.022295587,2.869155926
b3272,0.889774607,1.751148482,0.458842633,1.099714836,0.918240841,0.886493248
b3273,0.414626831,1.729318076,0.207339661,0.483126325,0.585403873,0.803785846
b0325,6.145762704,6.183424433,6.805994558,5.870855356,5.756722612,5.610663104
b3274,1.234786945,2.172498001,0.818066557,1.271145455,0.965550492,1.179630273
b3275,9.400430979,8.542288662,8.583646916,10.64885844,7.745192851,8.49558465
b3276,2.39929549,2.910295288,3.493418159,3.304337444,2.906765158,3.713776807
b3277,3.516473361,3.977962488,4.637825348,4.78107853,4.520484658,5.301811413
b3278,9.555864168,8.802262132,8.354247377,11.29570861,7.964936768,8.801338796
b3279,7.743456334,7.65621672,8.378761273,8.629204197,7.844641676,7.791550276
b3280,7.3318703,7.351388306,7.868112184,7.939896943,7.5300786,7.243004979
b3281,6.555117277,6.497695642,7.212459051,6.883772296,6.75874076,6.347440791
b3282,6.541257489,6.494928305,7.615045906,7.060698823,6.849369139,6.429733704
b3283,7.597997433,7.762098627,8.240161087,7.83517265,7.928581391,7.446563964
b0326,0.361975468,1.090164829,0.989806067,0.726226807,0.777870639,0.305394468
b3284,9.091453263,9.285038815,9.24062988,9.209742955,9.422661752,8.990128721
b4473,6.547873599,6.734712218,6.83389541,6.827094627,6.951414047,6.602293674
b3287,8.365310968,8.395810811,8.339696089,7.981805274,8.690074028,8.524006397
b3288,6.982842817,6.854521389,6.891788488,6.435852964,7.165032125,6.899121195
b3289,6.168644211,6.076207701,6.019044484,5.442726742,6.091817974,5.758360649
b3290,5.598548554,5.657580979,5.694202871,5.437208456,5.803471433,5.614483059
b3291,9.143829865,9.380820697,9.931423751,9.471419848,9.822443734,9.045550967
b4550,4.696072573,5.092872104,5.49951064,5.512773511,5.301158259,5.199227964
b3292,5.435370831,5.743370028,6.241358256,5.750700353,5.690808917,5.712678769
b3293,5.571533318,5.900277231,6.440621622,5.726666668,5.759640685,5.945037776
b0327,3.939704118,4.544724482,4.214609081,4.294184532,4.553397062,3.469477681
b3294,10.82649877,10.85083311,10.01948535,10.61697851,11.02205725,11.49206615
b3295,10.86963252,10.71093725,10.25474974,10.63300879,10.99418765,11.37078398
b3296,11.339483,11.20412519,10.76746848,11.16227521,11.46508471,11.89068246
b3297,10.70134745,10.6296326,10.36432305,10.60860926,10.96111026,11.37803167
b3298,11.17375278,11.09991865,10.81935003,11.00637876,11.35137336,11.7313082
b3299,11.3143117,11.37345163,10.67465419,10.89321568,11.40324437,11.77269659
b3300,10.97436652,11.09732777,10.33245657,10.68827535,11.14744205,11.68640368
b3301,11.79475275,11.97149093,11.06898042,11.61581406,12.01027428,12.6388936
b3302,10.78412155,10.8860662,10.02656857,10.63239694,11.01185247,11.53037313
b3303,11.25837937,11.40142953,10.42357903,11.04345271,11.42195956,12.09599663
b0328,5.290136444,5.805261174,4.62507698,5.480257386,5.777797911,4.432132311
b3304,10.80639551,10.85864221,9.97522956,10.51501237,10.96358386,11.5558006
b3305,10.97553744,10.98059996,10.15004714,10.63428487,11.01465549,11.64779711
b3306,11.09406787,11.02106322,10.31011935,10.69200085,11.05584578,11.72805985
b3307,11.2710635,11.123774,10.49242751,10.84118106,11.23153143,11.8287865
b3308,11.02312568,10.862604,10.22304688,10.5746904,10.9351347,11.50026444
b3309,11.62127172,11.46427237,10.88400488,11.27598937,11.60221771,12.14133281
b3310,12.02130799,11.87339872,11.2348098,11.60901596,11.95331739,12.58518726
b3311,11.09916588,11.09933037,9.96720265,10.82527379,11.12315028,11.86569265
b3312,11.55929064,11.54888368,10.37454884,11.21521703,11.53467817,12.27222423
b3313,11.13785501,11.13263778,9.857825144,10.82378702,11.09784556,11.89093509
b0329,9.252708312,9.464376246,10.34509728,9.088008321,9.158575829,8.45086402
b3314,10.88782713,10.87230596,9.57981391,10.5315371,10.81346366,11.61037666
b3315,11.06285157,11.10516362,9.790390894,10.68732575,10.9289602,11.94885077
b3316,10.6801654,10.66383355,9.385061311,10.2328258,10.53052911,11.44207404
b3317,10.74963147,10.70586436,9.432416079,10.23760665,10.53404611,11.46031796
b3318,11.23194663,11.19825674,10.00783951,10.72971635,10.965631,11.94263175
b3319,10.78773716,10.70643155,9.641359045,10.26977344,10.52661793,11.44696679
b3320,11.09950334,11.01756225,10.06275727,10.57783187,10.8855061,11.82458925
b3321,10.49398107,10.38188692,9.723331028,10.06811062,10.32123721,11.30462405
b3322,2.975555428,3.56890486,3.977307979,3.760000628,3.539452433,3.27657206
b3323,1.716784275,2.628137127,2.391105448,2.333609889,2.085235682,1.658815822
b0330,2.10709597,2.563353933,2.263315396,2.564182102,2.893293293,1.405851042
b3324,1.355906575,2.271489208,2.258797728,1.844013096,2.325255203,1.88189923
b3325,2.312020885,2.914756856,3.00806485,2.65588501,2.58531323,2.485993746
b3326,1.228682801,2.10434186,1.764931566,1.589370026,1.76227855,1.759807674
b3327,1.770525551,2.477681655,2.684328812,2.181052058,2.066228572,2.001708499
b3328,1.329345378,2.110080088,1.724695334,1.861092116,1.593710086,1.598410078
b3329,1.095767731,1.880604043,1.518221525,1.192400153,1.494496401,1.138354666
b3330,1.10850552,1.763967866,1.896206559,1.373419963,1.533353418,1.439867045
b3331,1.780409481,2.611725797,2.728032714,2.112610604,2.087689841,2.031972272
b3332,1.826044163,2.468736017,2.731757305,1.787088556,2.162105746,1.832904588
b3333,2.5403925,2.911158769,3.721986075,2.961795812,2.87852731,2.820691286
b0331,1.525085011,2.024859324,1.692002712,1.773046267,2.029184413,2.234572134
b3334,2.161304043,3.06852418,3.14590724,2.83393054,2.812232332,2.53285471
b3335,3.591486593,3.979368508,4.246798108,3.937898676,4.237666665,3.651089417
b3336,6.569832979,6.767802667,7.919513561,6.968507559,7.521227948,7.002147283
b3337,7.592648685,8.171562853,8.925813612,7.696499069,8.076754065,8.245373594
b3338,2.803712068,3.244185246,3.693955039,3.214225511,3.154107917,2.840079561
b3339,12.19556501,12.08745616,11.41336341,11.84335269,12.08825299,12.32471205
b3340,10.81079526,10.66118104,10.13011112,10.4300586,10.78491081,11.14341098
b3341,10.27007094,10.02626324,9.64732756,9.90089755,10.19165013,10.59051355
b3342,10.4902207,10.32990263,9.895573709,10.10596781,10.50236628,10.88834994
b3343,4.549310196,4.774880754,5.652573692,4.875943981,4.762003417,4.9668281
b0035,2.184084082,2.658754522,2.988870436,2.889737241,2.618545586,2.203133493
b0333,0.767542254,1.64534397,1.392600078,1.040954501,1.338801016,0.929784941
b3344,4.99502717,4.98367594,6.143559404,5.668711758,5.335338238,5.072217207
b3345,5.467480591,5.387294479,6.578239657,6.140845672,5.797726613,5.630484863
b3346,5.68157638,5.62102525,6.580077129,5.975517146,5.986265098,6.008761622
b3347,8.329596781,8.101378497,8.813008436,8.932641833,8.600314543,8.764783842
b3348,6.029916704,6.047209793,5.864219761,6.808052554,6.196850087,6.571699703
b3349,10.48936343,10.40954839,10.02096139,10.56317989,10.50450362,10.67346217
b4551,6.7976082,6.916718349,6.657437249,6.997807876,7.309329385,6.514109914
b3350,4.381996271,4.762192537,4.367252596,4.859535335,5.020270501,4.43769175
b3351,4.411547806,4.663985103,4.807511588,5.054202852,5.195962662,5.079954647
b3352,5.020759153,4.963337324,5.59340019,5.369887724,4.908531465,4.842435844
b0334,0.796279704,1.99181325,1.419060337,1.101934194,1.487100747,1.011910072
b3353,4.108282329,4.21472111,5.021394102,4.79053668,4.132800431,4.120485156
b3354,5.388039603,5.385468345,6.289867396,6.164863425,5.60839277,5.548480452
b3355,5.751469365,5.819797869,6.491053572,6.328821013,5.967514141,5.668926721
b3356,8.776143464,8.859109514,8.960595245,9.106925792,9.089065437,8.920888708
b3357,9.287836752,8.971448325,9.112171291,9.177695717,9.64930682,9.389438929
b3358,4.814053375,4.831893188,5.034913116,4.703424049,4.603772834,4.809808051
b3359,6.760782567,6.292070983,5.193797287,7.192252136,6.651847425,7.94748864
b3360,3.358895784,3.582302277,4.202330505,3.611817841,4.011481852,3.812518336
b3361,5.463240928,5.739393689,6.174791573,5.777484586,6.15951167,5.320207939
b3362,5.88076144,6.142433829,6.616958614,6.306070631,6.651984872,5.821724705
b0335,1.324173225,2.148293368,2.19172773,1.855289709,1.906483071,1.581218444
b3363,5.970714441,5.763532464,6.554487752,6.720439963,6.398714769,6.357480863
b3364,3.132057301,3.400476042,3.684922276,3.415716855,3.489678726,3.278528747
b3365,6.553815133,5.777551752,7.808177728,6.422082298,6.25649187,5.162489539
b3366,7.418883969,6.693006251,8.704876744,7.473670734,7.006720439,5.707311739
b3367,6.385829993,5.637518594,7.17597396,6.40465033,5.846601156,5.14779208
b3368,5.970801148,5.576193976,6.928866703,6.231645806,5.832707269,5.791512716
b3369,3.486057785,3.546976813,4.641251558,4.042684479,3.810767123,3.024181584
b3370,0.693764449,1.873601731,1.061217016,0.950871868,1.112104965,0.74987293
b3371,1.766338193,2.396569341,2.032328682,2.070492341,1.928416897,1.660442858
b4474,2.28206004,2.56474212,2.565514507,2.316457768,2.401776122,1.968171126
b0336,4.037902909,4.151964516,4.521433112,4.806961424,3.830102034,6.941773385
b3374,2.435833858,3.075029546,3.272969667,2.772169033,2.800346017,2.569433708
b3375,5.00240769,4.950404484,4.969885641,4.597896457,5.170808805,5.347843052
b3376,1.953498627,2.874666267,2.851617652,2.507006287,2.570940696,1.858245678
b3377,1.561674174,2.302127602,2.692800904,2.126879781,1.97889619,1.609881282
b3378,1.967123659,2.586438495,3.36369019,2.810093126,2.674792237,2.447797579
b3379,1.822352239,2.329491775,2.965628034,2.178122927,2.068589924,1.835819376
b3380,1.154284292,2.048357395,2.468772132,1.40647091,1.492963387,1.36583985
b3381,0.535220979,1.539855106,1.570201183,0.814182147,0.907760103,0.748386184
b3382,2.859456811,3.268979723,4.192558515,2.841000095,2.965154424,2.892551131
b3383,3.78545615,4.212606959,4.851761748,4.07269524,4.202887465,4.223785023
b0337,5.146089418,5.19195986,5.45515853,5.443485413,5.072530806,7.308031292
b3384,7.239842089,7.088428392,7.324954895,7.441653758,7.456599826,7.446964339
b3385,6.428705615,6.374080687,6.534732701,6.59381083,6.598912245,6.422535345
b3386,6.922868064,6.787404701,6.909714737,6.944062797,6.962750472,6.754295613
b3387,5.985496175,6.035207524,6.118228571,5.936310634,6.185399831,6.157587581
b3388,7.514233063,7.303309534,7.280420595,7.477855666,7.511263239,7.458648019
b3389,7.965575072,7.772187581,7.96947476,7.956092448,7.922825946,7.949120201
b3390,7.79241475,7.727644811,8.206802978,8.035568285,8.070341614,8.160839878
b3391,1.941123163,2.619294562,2.711268848,2.546983174,2.394692891,2.245876206
b3392,1.316590556,2.298819051,2.115611201,1.753818634,1.731639415,1.36207518
b3393,1.066140932,2.214546031,1.891737907,1.347805383,1.705420662,1.240743533
b0338,2.258610598,2.492990783,2.941916786,2.689738669,2.300508973,2.223210708
b3394,1.236206826,2.052516445,1.954171659,1.749587838,1.784482773,1.3964378
b3395,2.778378229,3.275478992,3.099755516,2.715810782,2.922497353,2.715193229
b3396,4.333630618,4.261537901,4.614758002,4.801751295,4.136088606,4.926106346
b3397,4.88458792,4.824891542,5.887091935,6.080175166,5.933753708,6.044725646
b3398,4.624085611,4.689095675,5.000299271,5.049427687,4.845565959,4.894428977
b3399,5.412230518,5.413990997,5.415537098,5.428659071,5.500289233,5.437416846
b3400,6.098547071,5.96875536,5.825320833,5.918263986,6.085714891,5.982267793
b3401,5.949226142,5.841559025,5.768824941,6.055038124,6.055328917,6.072482984
b3402,3.372537335,3.622198617,3.653611321,3.460981329,3.737171134,3.404484172
b3403,8.599906562,8.629071955,7.471545624,8.116581094,8.614240851,7.934969794
b0339,2.219145388,2.821928276,3.120389001,2.91888194,2.52423484,2.490597798
b3404,5.04496946,4.99578774,5.243759941,5.305123239,5.107945654,4.733987929
b3405,7.115465992,6.917423516,7.055943293,7.258185429,7.386452325,6.796165699
b3406,4.583462834,4.697372942,5.005084242,5.229409521,5.184379114,4.946021394
b3407,5.46755096,5.290969878,5.484845979,6.201764916,5.231270462,5.269209399
b3408,10.75498585,10.65023066,10.07811324,9.412030861,10.65735284,10.28368805
b3409,10.22166179,10.02429252,9.353972001,8.959028725,9.950340807,9.342688903
b3410,10.16031753,9.970576431,9.498994728,9.091687485,9.756539548,9.157509954
b3411,3.199064178,3.363520037,3.649973177,3.615244976,3.588667562,3.203179387
b3412,4.741230479,4.775515847,4.924804833,5.093940728,5.089576112,5.124374823
b3413,4.941420283,5.076974091,4.951660328,4.7788608,5.189612843,5.103373669
b0340,1.69901521,2.534485523,2.762621117,2.416315504,2.041598153,2.102501113
b3414,6.044863016,6.344246868,5.901038043,5.975386701,6.257696675,6.690887752
b3415,4.064964706,4.066279728,4.758609816,3.656575872,3.863272294,4.165288855
b3416,5.634130185,5.468294629,6.68314322,6.323488877,5.669551007,5.675383376
b3417,6.125006476,5.939051208,6.91388229,6.860288814,6.385332366,6.569256037
b3418,7.594425052,7.41149644,7.471014511,7.131082334,7.556917882,7.365349064
b4475,3.870607605,4.284994458,4.616740207,4.374682062,4.269523763,3.876752925
b3421,3.167921473,3.451878222,3.853030523,3.635951149,3.625596792,3.139657158
b3422,2.109543598,2.764953678,2.609993351,2.45934585,2.630715134,2.37032742
b3423,5.451602325,4.997615102,5.350964198,5.528686231,5.462515846,5.35311678
b3424,5.349202313,5.003460935,5.616573885,5.599126334,5.511500749,5.482314393
b0341,1.605572498,2.45854092,2.678256165,2.387722823,1.95360546,1.700165774
b3425,4.564973054,4.605998428,5.493767055,5.610311409,5.343328306,5.657140993
b3426,5.19665929,6.300911728,3.369973295,3.88218508,5.483967013,4.601949743
b3427,4.107114484,4.419933272,4.446828009,4.599895743,4.074230556,4.352376285
b3428,7.492427901,7.568251573,7.536291679,7.761878472,7.367064763,7.185121538
b3429,7.622512647,7.707635653,7.968771864,8.145030955,7.786595583,7.41656673
b3430,7.850775177,7.933355652,8.046143649,8.508821552,8.168308932,7.730378831
b3431,6.975750517,7.122419987,7.114198629,7.472229211,7.194110509,6.973795027
b3432,7.270109608,7.315616798,7.838824396,7.771425758,7.436723299,7.13692379
b3433,10.07436514,9.906130791,10.69154556,10.64858942,10.02469658,10.27725812
b3434,4.726176645,4.70882308,4.265149152,4.173884515,4.673306516,4.699893009
b0342,1.315445969,1.880134191,2.581529559,2.068883233,1.826462648,1.384701799
b4476,2.665474302,3.100736252,3.269431603,2.609822656,2.538535224,2.420167312
b3437,2.620822006,2.753197145,3.336724637,2.813324424,2.942088981,3.2472162
b3438,5.372369888,5.306697142,5.793913417,5.151367996,5.787813766,5.71622318
b3439,6.441777792,6.49151151,6.498229998,6.701551054,6.479426223,6.075338878
b3440,7.205491034,7.05837539,7.253381657,7.354576022,6.920155756,6.77686884
b4451,3.615819477,4.27930638,4.667502568,4.494191585,4.020386596,4.776657516
b3441,5.459346702,5.161838176,6.54443351,6.676103983,5.757038311,5.479002961
b3442,0.286495914,1.727204341,0.677101931,0.741652745,0.856776867,0.333805549
b3443,0.554928978,1.738844749,1.139357505,0.964955841,0.968133835,0.428400887
b3444,2.699313402,2.990367593,3.286857468,2.746670566,3.074809481,2.737820854
b0036,1.474143892,1.88517759,2.5908174,2.483793403,2.056599606,1.673236295
b0343,1.176076889,2.091337266,2.225223637,1.90865598,1.806771049,1.137026687
b3445,2.887725711,3.178072271,4.098954838,3.235071128,3.334421004,3.169599088
b3446,2.852118311,3.373883486,3.077040103,2.781021492,3.168396254,2.8925835
b3447,4.862081029,4.746357727,5.658197594,4.794985875,4.761818443,4.541840978
b3448,6.208711301,6.530303812,5.909239403,6.044994604,6.846250048,6.070899121
b3449,4.903687992,4.904864159,5.084577866,4.998191587,5.278340478,4.964457344
b3450,4.130901012,4.274238885,4.626303759,4.470354074,4.501867714,4.257056443
b3451,1.861498189,2.3725771,2.401566589,2.260629469,2.240719942,1.636625122
b3452,1.48500402,2.086111487,1.953870909,1.753339574,1.966139081,1.238353614
b3453,3.26605588,3.613144159,3.319472853,3.662139734,4.048281794,2.789118165
b3454,7.47412249,7.584647254,6.490921818,8.151589544,7.450711819,6.786957929
b0344,0.578686905,1.803924116,1.863501627,1.262626229,1.07404088,0.877699521
b3455,7.223898367,7.288079951,6.314057173,7.724634837,7.175923424,6.324444926
b3456,7.590371919,7.668111042,6.523909062,8.103868757,7.466000384,6.576933622
b3457,7.284105675,7.31949658,6.227403675,7.790238891,7.23747333,6.334090788
b3458,8.336678916,8.323414942,6.835049295,8.744445567,8.347138026,7.283363853
b3459,4.35092698,4.659041667,5.285689524,5.117752254,5.016521712,4.492939287
b3460,9.828906968,9.933471618,10.71812311,10.70952546,9.68945888,8.741669523
b3461,7.345857368,7.154194753,7.384582886,7.079454642,7.569925546,7.520792381
b3462,5.978027865,6.09670751,6.101358621,6.075193307,6.246596813,5.961946982
b3463,6.719407631,6.642152377,6.643877626,6.563186727,6.77506568,6.731574191
b3464,6.284919301,6.160548422,6.325970647,6.141194023,6.39303364,6.637602303
b0345,4.57700595,4.447027779,5.336306605,5.103062505,4.689429946,4.570266894
b3465,5.332237218,5.406476991,5.775642336,5.718583406,5.504662073,5.502195928
b3466,5.186930764,5.268345151,5.399322568,5.458008334,5.302455457,5.104043075
b3467,4.624166572,4.728307658,4.804211962,5.129485569,4.912548034,4.826331447
b3468,5.384276152,5.398470781,5.836217558,5.884575828,5.675671799,5.619318341
b3469,3.541295406,2.995020414,3.538446925,3.602143683,4.195811793,3.749788907
b3470,5.651050163,5.538403858,6.293413779,5.871325763,5.632213294,5.906821365
b3471,3.598796219,3.487072217,4.04913858,3.301113578,3.36782791,3.207815819
b3472,8.873096502,8.768317929,8.161133133,8.759931608,8.937245582,8.841727028
b3473,4.593331452,4.779419484,5.629824816,5.287367935,5.11913684,5.052230649
b3474,3.813908869,4.060582615,4.548519347,4.266935958,4.591270462,4.009062122
b0346,4.345960068,4.650967782,2.731236064,4.612061304,4.806137985,3.848873082
