Blattner,Log2FC(yggS/WT 5µM)
b3397,1.416154539
b0085,0.185969108
b4384,-0.01870001
b3242,-0.004608861
b3396,0.858693793
b4170,0.054920816
b2944,-0.053805861
b1922,1.42128417
b0473,-0.310133948
b3775,0.308437601
b3848,0.038489255
b1676,0.121861739
b2350,0.602956803
b2561,1.054830079
b2575,0.489135917
b2991,-0.282576149
b0542,0.507554729
b4369,-0.082156437
b0685,0.756518741
b3787,0.356894384
b1340,0.480898917
b2389,-0.227858539
b3129,-0.166174413
b0598,0.159234183
b1217,-0.361187465
b2775,-1.281760151
b0852,0.363042744
b0687,0.283526359
b1195,-0.387258069
b3911,-0.116499787
b1438,0.016510282
b1705,0.390756234
b3118,-1.108351469
b4458,1.514036698
b2524,0.427228428
b3350,-0.179937459
b0712,-0.485429474
b1066,0.047916291
b3566,-1.569688152
b2253,0.448168608
b2102,-0.009713045
b4386,-0.011675555
b2894,0.404712817
b2215,0.194971045
b0589,0.050788667
b0249,-0.070459665
b2739,-0.615225224
b2925,-0.012435793
b4269,-0.123442011
b3348,0.693319703
b3355,0.008382774
b3844,0.215587551
b3994,-0.289600554
b3202,0.118753815
b1194,0.281154818
b3677,0.344363288
b2252,0.694009139
b3470,0.554676628
b1827,0.350446992
b2745,0.262635567
b3238,0.519606539
b0375,-0.91381321
b1552,-0.000965825
b3475,0.385261774
b2258,-0.230192867
b1358,-0.581510723
b2417,-0.04530771
b4141,0.307650964
b1565,-0.104197511
b0554,-0.883767588
b1571,-0.422559192
b2075,-0.095960492
b4252,-0.467543641
b2706,-0.597812919
b1362,-0.335272653
b2875,-1.390177073
b2907,-0.178316807
b1167,-1.055187704
b4237,-0.382276073
b1322,-0.192175223
b0504,-1.22919454
b2519,-0.141420893
b3280,0.04919409
b0055,0.261395306
b3894,0.515520797
b3292,0.129366758
b1088,0.650071287
b3711,0.444083037
b0851,0.45302292
b2413,0.257940058
b4447,0.152388731
b1491,0.061946192
b1713,0.281836603
b2305,-0.231562016
b2370,-0.204917797
b1452,0.537280141
b1469,-0.890300867
b3230,0.839965916
b4577,-0.275691778
b3830,0.473595904
b0644,-0.619367564
b1113,0.494722016
b0999,-0.403688749
b0938,-0.49489536
b1651,-0.038243268
b2744,0.32784587
b1524,0.602517363
b1843,0.393130858
b2593,0.105866849
b1557,0.214791073
b1756,0.252311014
b1697,-0.443449387
b0564,-0.225017369
b0630,0.63761788
b1451,0.018165709
b1583,0.258098467
b2432,0.585916713
b4517,0.215304045
b3293,0.206152257
b1180,-0.280836219
b4575,-0.060183987
b4165,1.049398009
b2369,0.278216502
b0957,0.006548882
b0867,-0.216780082
b3810,0.327563237
b2741,0.159852579
b0527,0.281880806
b4194,-0.458154155
b3936,0.699871477
b1090,0.637257613
b2235,0.184218166
b3033,-0.366671519
b1054,0.122177037
b1793,0.10298875
b0228,-0.592401869
b3312,0.879661296
b2184,-0.148184227
b2782,0.10682998
b3862,0.008969393
b1064,-0.559992071
b1904,0.489177077
b3321,1.072594212
b0600,-0.413902394
b4376,0.062072697
b0032,3.025906346
b2573,0.606530104
b3568,-0.573943034
b2473,0.042086756
b1990,0.088224744
b3838,0.135595985
b1049,0.376299444
b1631,0.379915295
b3313,0.912271969
b1519,-0.118877738
b0274,-0.041543647
b2194,-0.220017447
b2127,0.254995466
b0502,-0.057273446
b2716,-0.068277093
b4090,-0.249534457
b0664,0.700474859
b2158,0.397297186
b2525,0.356002242
b1808,0.270788601
b3753,-0.118620156
b4248,-0.223019888
b1421,-0.012429528
b1986,0.354679359
b2006,-0.201893276
b3058,0.286286114
b2416,0.050642746
b1853,-0.109116844
b0721,1.042176099
b3857,0.355291362
b0299,-0.155562347
b0023,1.122454097
b0002,0.860248327
b1314,-0.844918196
b3065,1.329947594
b3538,-0.204734593
b0704,0.10991522
b3153,-0.05698264
b3712,-0.249236766
b0458,0.865319985
b1655,0.581146161
b4587,0.193624056
b3689,-0.135055149
b2272,-0.590748532
b1189,0.115501921
b2705,-0.687917276
b0806,-0.485381582
b4035,0.832157906
b1792,-0.427065402
b1374,-0.039896411
b1763,-0.144084788
b1887,-0.164251556
b0804,0.940664459
b2579,-0.359844304
b3471,-0.151886732
b4121,0.664289088
b2175,1.069208094
b4301,-0.773302986
b4592,-0.169314172
b4436,0.113847855
b3174,1.131485231
b2779,-0.114866741
b1347,-1.288069799
b3835,0.193684948
b0219,0.112670215
b2254,-1.037055098
b3610,0.162308226
b2091,-0.645176097
b1573,-0.391300203
b2173,0.623915978
b0030,-0.276010485
b1925,-0.07774265
b2736,-0.709280546
b1289,-0.358357417
b2182,-0.036446158
b1834,-0.12104198
b1345,0.283143253
b1618,-0.230847973
b3866,0.392609729
b1564,-0.407926024
b4211,-0.260147671
b2303,0.416354685
b0330,-1.421407315
b2531,0.92690083
b3761,-0.189276426
b0758,-0.263673047
b3845,-0.129735164
b0724,1.715719873
b0959,-0.060104933
b1220,-0.140487091
b3314,0.885178442
b3387,0.281298962
b2185,0.696088137
b1305,0.663159294
b1582,0.54662585
b2424,0.173096987
b2793,0.838027175
b1977,-1.153350539
b0258,-0.183363442
b3358,0.137205356
b1813,0.130104909
b3457,-0.832562007
b3294,0.802794211
b4209,-0.692284457
b3486,-0.474714933
b1213,0.693484058
b1294,-0.088589618
b1298,0.445399105
b3630,0.109635256
b1258,-0.731427897
b3154,0.363995501
b0070,0.358668665
b2752,0.24330539
b0328,-1.276873035
b3671,-0.280279146
b3887,0.306145224
b2880,-0.417744531
b2013,0.423063169
b4413,-0.656614218
b3320,0.956624943
b1303,-0.089037374
b2868,-0.622123854
b4195,-0.299883563
b3319,0.885568852
b2895,0.332209451
b1957,0.314434876
b2409,-0.041625891
b0505,-0.16206871
b0849,-0.241723417
b4679,-0.724659115
b0991,0.231509138
b0018,-2.099792811
b1065,0.897421437
b1833,0.226710813
b4189,-0.977725173
b1118,0.237256803
b2662,-0.298708404
b4310,-0.872418637
b4067,0.129927307
b3468,0.381584825
b0268,-0.372845531
b0715,-0.44614736
b3831,-0.596670028
b3083,0.064538857
b1433,0.784473762
b3333,0.047998665
b3704,1.233611296
b0103,0.790815594
b4444,-0.336218094
b3459,-0.012588095
b2676,-0.933944829
b3110,-0.497023123
b4305,-0.800205856
b3806,-0.052702383
b1270,0.033028247
b2436,-0.046411864
b1060,-0.460050488
b1970,-0.129281155
b1089,0.513681825
b3225,-0.723218862
b0773,0.356089413
b4424,-0.032476986
b2063,-0.254891444
b2811,0.133831415
b4254,1.85671549
b3311,0.92326464
b4708,-0.262445231
b1084,-0.066226382
b1442,-0.245432791
b1551,-0.080801945
b1253,0.943602645
b3432,-0.012455845
b1231,1.640581592
b4057,-0.11522085
b3968,0.569118479
b3090,-0.163654403
b0451,1.519337802
b2239,-0.17685434
b3133,-0.31192689
b0114,0.894031903
b1327,-0.22107969
b1940,1.099250514
b2830,0.331791183
b2923,0.557372393
b2558,0.3542767
b3317,0.901294583
b1071,0.527530918
b0968,-0.062395399
b0182,0.425165032
b0461,0.175805036
b4396,-0.077486641
b4451,0.900320215
b4393,0.227617241
b3804,0.051048282
b2244,0.108203939
b1278,0.249861632
b0324,-0.054541805
b4089,-0.361323496
b3601,-0.266096419
b3766,1.230719996
b0805,1.823536648
b4609,0.370240698
b4239,-0.781617383
b2242,-2.422346996
b1130,-0.036649702
b1287,-0.182205376
b2165,-1.048800301
b1841,0.49026167
b4256,0.754840333
b3661,-0.145733569
b4440,0.352092536
b3550,-0.283310154
b3851,0.577895139
b2616,0.274349701
b4025,-0.010727626
b4595,0.291098288
b0150,0.088696587
b0265,-0.190779761
b4532,0.250230293
b1632,0.372101119
b2683,0.477842067
b3561,-0.327956374
b1426,-0.705905636
b1732,-0.132554771
b1434,0.330871521
b1614,-0.216800572
b2520,-0.236941428
b3402,-0.080809659
b0021,0.204369347
b2591,0.806850494
b0167,0.014211164
b3278,0.70737974
b4578,-0.940393147
b2748,0.846359522
b3299,0.554406733
b2792,0.425797234
b3552,0.95638258
b1610,0.013903158
b2764,0.042833249
b1024,-0.589512473
b0037,-0.410831785
b0215,0.548068846
b2024,0.003565679
b0422,0.461297723
b4505,0.12372529
b0890,0.030052118
b4525,-0.409043707
b3383,0.14080475
b4306,-0.402624677
b3842,0.614171058
b0005,0.989382739
b0924,0.061651543
b3516,0.288033191
b1758,0.208927167
b1265,-0.591894341
b2019,-0.090789644
b2802,-0.475507759
b1550,0.804929086
b3598,0.132486677
b1112,-0.248800019
b1037,-0.326577776
b1901,-1.174715352
b3863,-0.191074289
b0450,2.758290249
b0583,0.938587465
b0751,0.452232342
b0866,-0.137357927
b2148,0.579588846
b4280,-0.418022669
b4053,0.205207011
b2032,0.478877264
b2074,0.450031148
b1382,-0.097810575
b0157,0.666024372
b2831,0.233919842
b3728,0.701570493
b1079,1.125879678
b1798,-0.096694867
b0380,-0.108190489
b0494,0.267502524
b2036,0.300247775
b3756,0.695393186
b1620,-0.521345252
b2035,0.431734791
b4322,-0.205374907
b0764,0.126328234
b2317,0.570504216
b3757,2.146665269
b0498,-0.586986905
b2815,1.509442925
b4370,-0.031496698
b1040,0.172721097
b2192,0.264121016
b2419,0.438185396
b4145,-0.156385098
b0201,0.533143447
b0695,-0.294666504
b4698,0.014802788
b1018,0.924235725
b0640,0.606589805
b1783,0.33066701
b2542,-0.346078292
b3754,-0.26162466
b3012,-1.571726498
b0014,-0.295501606
b0965,-0.242308997
b3165,0.866405454
b4364,-0.04258372
b1605,-0.078479403
b2927,0.356666152
b4557,1.193370515
b1341,-0.119815968
b1628,0.495260738
b2768,-0.462013097
b3928,0.059394162
b2128,-0.05698583
b1198,-0.273974344
b1718,0.364409494
b2607,0.597964677
b1781,-0.08557086
b3316,0.925472464
b4589,-0.671387121
b0932,-0.133427012
b3398,0.379283375
b3959,1.799167814
b2314,0.192077993
b0368,-0.147509666
b2142,0.284979669
b1636,0.415747757
b0624,0.264966243
b0774,0.52470255
b1216,0.35322646
b1755,-0.157338948
b1174,-0.250361435
b0713,-0.366475188
b2853,-0.639779734
b2441,0.446541373
b4493,-0.265163224
b3465,0.255264441
b3608,0.232689612
b2379,0.469775983
b3627,-0.138763529
b3445,0.144938985
b4515,-0.289164537
b4007,0.893528505
b4187,-0.024576681
b0213,0.41700829
b3318,0.891599758
b2841,-0.137241083
b1822,0.571836736
b4641,0.711753797
b4040,0.384831568
b0020,0.418132658
b1370,0.018790527
b2714,1.1831358
b3917,-0.420632841
b2104,0.041552088
b1532,0.127460459
b3045,-0.590243312
b0313,0.062704219
b3921,0.198670029
b0462,-0.059018691
b1511,-0.754983385
b3421,-0.189498604
b3439,-0.264742229
b1685,-0.620064343
b3130,-0.309064213
b3616,-0.512547344
b2592,-0.431582223
b2967,0.21791529
b3774,-1.566947414
b0412,1.258086326
b2053,0.062290567
b2295,0.136815498
b0638,0.140222154
b3987,0.415301501
b2086,0.148397239
b4483,0.032624827
b0779,-0.223182233
b3674,-0.582077292
b1812,0.196643656
b3415,0.274394549
b3798,1.563851161
b2236,0.282916338
b4418,0.457699215
b3224,-0.730127546
b3993,-0.437273086
b4046,0.29176362
b4072,-0.732661854
b0298,0.155457309
b4697,-0.348345292
b4267,-0.835676495
b3495,-0.357409776
b1044,0.131905796
b1661,-0.314479668
b1021,-0.499072401
b0668,1.220470229
b1608,0.316060415
b1653,-0.400447537
b3009,0.291753612
b1398,-0.258464656
b0858,0.503793015
b2219,-1.137148403
b1734,-0.146609328
b1531,0.341476463
b1725,-0.820587877
b4116,-0.513763785
b0010,0.133603364
b0390,0.396387307
b1465,-0.469553314
b1609,-0.345024631
b2559,0.698089708
b4016,1.192235649
b2869,-0.863894313
b2665,-0.584338039
b1053,-0.622213694
b0003,0.516685571
b0445,-1.180750141
b0821,-0.086743256
b0966,-0.265018872
b3305,0.815107909
b1326,0.112744891
b0641,0.379734284
b2327,0.149292761
b4188,-1.057888007
b0050,0.23264661
b0739,0.466535261
b0065,0.234873057
b2628,-0.317645945
b4443,2.748331501
b0587,-0.010630759
b3103,0.290120773
b4547,-0.414822966
b1946,1.237158771
b3222,-0.542158138
b2007,-0.158690075
b4611,0.002274606
b0078,0.005408531
b2903,4.386578609
b2020,-0.289515322
b2605,0.18349591
b4164,1.3679347
b0173,0.129079331
b1177,-0.252501342
b2449,-0.456876965
b0389,0.287149207
b0859,1.153533655
b2040,0.373580663
b4259,0.054302792
b0778,0.285811733
b0845,0.182214782
b2433,0.272816309
b2667,-0.016639439
b2103,-0.110107538
b3777,0.186094048
b0466,0.258377166
b1011,-1.033170143
b3536,0.024039867
b0256,-0.057116817
b0916,0.490185051
b2979,0.039490172
b0001,1.026406615
b3760,-0.003795053
b0038,-0.496343782
b4348,0.252058197
b0209,0.19880183
b4319,-0.768751102
b4512,-0.845870426
b1600,0.188922028
b4353,0.20190527
b1518,-0.968432036
b4613,-0.1633527
b3204,-0.089190433
b0399,-0.03526268
b2578,-0.025709689
b4566,0.007908264
b3698,0.846157697
b3727,-0.142114173
b4527,-0.256402565
b2621,-0.156461307
b1716,0.395740772
b1839,0.137797035
b2804,0.165932279
b4326,0.339116379
b2584,-0.211861385
b2622,0.050565797
b4214,-0.172381796
b0015,0.18619865
b4573,-0.321901075
b0338,-0.175937496
b0818,0.610483389
b0198,0.195682954
b0207,0.283721224
b4627,-0.211385015
b1562,-0.311344463
b4249,0.020864799
b1091,0.883412514
b4159,0.011712862
b1997,-0.440364619
b0659,-0.06902126
b1919,-0.078386016
b2659,-1.159263626
b2501,-0.156521823
b0904,-0.096450282
b2071,-0.483593278
b2601,1.093765494
b3105,0.546227605
b2666,-0.341682643
b3557,0.17322759
b3107,-0.310862535
b4318,-0.573449224
b3790,0.142369204
b3885,-0.051284039
b0812,-0.648313282
b3382,-0.272847258
b3155,-0.24807864
b2238,-0.650423309
b4278,-0.070057253
b0962,-0.07567301
b3620,-0.196741117
b0487,0.040547362
b0694,-0.247314164
b1201,-0.181989262
b2476,1.590126307
b1525,0.010302257
b3069,-0.276143058
b2177,0.048936377
b3976,1.68357769
b0086,-0.05285777
b3602,0.324260279
b0430,1.105709432
b0786,-0.348427794
b0126,0.423221371
b4618,-0.289880971
b3021,0.310557097
b3427,0.099979556
b3799,1.451515006
b2682,0.549146511
b3466,-0.008454627
b3669,0.434243415
b2189,-0.618400751
b0163,-0.158059542
b0429,1.060827183
b4342,-0.177802727
b3635,0.462058252
b2259,-0.188211928
b3233,0.142492037
b0075,1.009734938
b3990,-0.50506627
b0440,-0.088788472
b2535,-0.476457681
b0480,-0.23488037
b1750,-0.114776392
b4504,-0.820860742
b2174,0.547768209
b1250,-0.212300677
b2508,1.613711812
b3448,-0.297131194
b0176,0.595677999
b2686,0.708777615
b2824,0.133308485
b4139,-0.779912412
b3623,-0.140135586
b1536,-0.448452417
b1129,-0.207388778
b3095,0.120193435
b3991,-0.489937807
b2011,-0.020816579
b4645,0.371428216
b2135,-0.173933981
b4408,-0.203729193
b3183,0.657482833
b1675,-0.180012961
b3008,-0.208428786
b2717,0.199830695
b0404,0.223936466
b1202,-0.670927994
b1984,-0.821257459
b4417,-0.484186466
b0753,-0.3636164
b2080,-0.463649015
b0448,0.115415547
b0861,0.595807375
b3408,-0.186988719
b2126,-0.08629581
b4529,0.453658894
b1545,0.057122926
b2468,-0.364652504
b3053,-0.192286161
b0325,-0.429584345
b4538,-0.420379517
b1941,0.693731332
b0711,-0.338088533
b1002,-0.682604688
b2877,-0.979210765
b3403,-0.53834607
b0964,-0.0113345
b0708,-0.21287243
b0836,-0.721399264
b1917,0.056528604
b3249,0.876507388
b0453,0.088940269
b2600,0.942098074
b4411,0.108193362
b4382,-0.624680127
b1290,-0.057378581
b1248,-0.153632732
b1123,0.494840202
b3361,-0.266497706
b2163,-0.526644826
b3716,0.433904361
b0871,-0.205890396
b2786,-0.182144146
b3117,-2.508367238
b3518,-0.53425163
b1461,-0.05556259
b2347,-0.107519155
b0736,1.294405183
b3505,0.191492188
b0897,-0.231944086
b0391,-0.552327835
b0596,0.683908463
b2661,-0.378087361
b2210,0.893816878
b2860,-0.3896486
b3444,-0.143777756
b3797,1.470117193
b4425,1.366872877
b0652,0.214137704
b1380,-0.462167312
b2743,0.264923129
b2735,0.114322201
b4255,-0.160561138
b0829,-0.012760716
b1273,-0.172334816
b0901,0.493581112
b2025,-0.074852219
b4387,0.451011378
b0875,0.154103115
b2250,0.676575834
b2814,1.389391688
b1266,0.077040343
b2378,0.315231506
b3113,-0.395511031
b2672,-0.499134974
b0796,-0.113317209
b4673,-0.860721084
b1299,0.572941435
b2844,-0.18291076
b3043,-1.180723236
b3515,-0.659350347
b3414,0.529979022
b2030,0.338084651
b2790,-0.327562553
b2528,0.012439701
b4006,1.789388093
b0419,-0.485454263
b0604,0.052634441
b4542,0.277528002
b1625,0.332357103
b2052,0.001983884
b0793,-0.670977485
b1770,-0.296890377
b4073,-0.784038728
b2404,1.632488279
b2450,-0.23418217
b1257,0.201661274
b4545,0.001575936
b3788,0.224707071
b0978,0.163001604
b2425,0.122183214
b1849,2.15197059
b1739,-0.351077235
b2669,1.122001767
b3116,-1.080569866
b0476,-0.607131737
b0496,-0.298280558
b3497,0.062612397
b0009,0.050203043
b0678,-0.288436284
b2267,0.01959186
b0052,0.557868772
b1114,-0.008033895
b0566,-0.060498008
b1036,-0.599282967
b3205,-0.296372923
b4163,1.225549156
b0848,-0.036017708
b3855,-1.202170806
b0974,-0.406274724
b0315,-0.269902396
b0828,0.108849381
b1743,0.267918913
b2401,1.48694307
b3206,-0.435579808
b0605,-0.209134687
b2819,0.349160855
b4290,0.134675844
b1896,-0.354062029
b3748,-0.24549921
b2777,0.30584654
b1996,-0.402893342
b0516,-0.538820461
b0056,-0.239009167
b1462,-0.648490799
b3884,0.03822374
b3742,0.87723609
b2068,0.077909539
b1729,0.178296091
b2691,1.880901426
b2105,0.095222226
b2331,0.149168435
b1082,0.54870103
b2440,-0.558638524
b3693,-0.778180296
b3924,0.075433345
b2597,-0.628581108
b3315,0.996078825
b1926,-0.166275158
b2178,-0.128452718
b2521,-0.419245239
b3817,-0.107557607
b4273,-0.517834518
b0092,0.01403872
b1449,-0.126843521
b3168,0.535487232
b4071,-0.929232476
b3304,0.847307624
b0443,0.686334368
b4178,0.571135168
b4625,0.067124404
b1051,0.202908782
b4474,-0.584308348
b0485,0.797589618
b0622,0.290604691
b1507,-0.295744147
b4456,0.24343239
b1639,0.503248679
b0956,0.128363109
b0352,-0.388530452
b3430,-0.042301376
b0855,1.108847075
b0489,-0.323507944
b3362,-0.159723785
b2366,-0.230155114
b4437,0.130638015
b0409,0.523518314
b4271,-0.251675732
b4518,-0.521496028
b3522,-0.334447312
b1144,-0.112094105
b4536,0.627654807
b4135,-0.092071711
b1988,1.352861883
b0275,-0.045945532
b1293,-0.008613917
b0123,-0.639948668
b1131,1.209927616
b0153,0.254209916
b2742,0.813087006
b3688,-0.319062093
b0060,-0.139147734
b4381,-0.777693754
b0459,0.397947318
b4241,0.615123818
b1902,-0.8312728
b4403,0.281620037
b4561,-0.404102045
b3455,-0.813808058
b2160,-0.221593807
b0795,-0.330894853
b4210,0.238502638
b3796,1.676255082
b4596,0.297542009
b1881,-0.267515493
b2475,0.4550039
b3290,0.114028412
b2018,0.217678437
b2290,0.306081644
b0992,-0.230454724
b4240,-0.414154286
b4472,-0.059678278
b3629,-0.132729472
b0304,-0.661792007
b0814,-0.056224904
b1252,0.315819215
b2674,-0.735887953
b2154,-0.164618381
b4118,-0.790070492
b1399,0.005349295
b2218,0.061259989
b3995,0.37133839
b1055,1.054879944
b3277,1.645999912
b1549,-0.469600988
b3276,1.156126999
b2216,0.155313296
b2015,-0.262177103
b0903,-0.813099243
b3474,0.107038462
b1110,1.320566419
b1483,-0.300936513
b2169,0.014208126
b4528,0.2859853
b0495,0.24212645
b1096,0.528540141
b1523,0.73126434
b2179,0.043995937
b4582,-0.470771613
b2668,-0.34476249
b3696,-0.063429702
b4498,-0.569248575
b1842,0.778465229
b4569,0.339387477
b2692,2.101882161
b3828,-1.119538448
b3268,0.514929152
b0702,-0.137350093
b2125,0.116478455
b4686,0.741485907
b4511,-0.028016887
b1162,0.126528135
b3429,-0.125297372
b1492,-0.237335003
b1820,0.133463909
b3010,-1.119096574
b0900,0.056972966
b1836,-0.021721263
b2088,0.152728914
b0988,0.845535969
b2150,-0.059936332
b3425,1.254245863
b4140,0.133097898
b3456,-0.933420556
b1047,0.382544075
b0373,0.094344015
b4070,-0.545735649
b0830,0.45472978
b1328,-0.129937467
b1594,0.149206953
b2187,0.798317968
b2627,-0.435311537
b3258,0.161798416
b0597,0.81091943
b2037,0.300751969
b4428,-0.650678298
b0846,0.1141664
b1590,-0.390830422
b3487,0.06870726
b1566,-0.280262176
b4429,-0.348528038
b4454,-0.256521037
b0394,-0.093660148
b0579,-0.043199943
b2144,0.558201396
b4092,0.174009285
b4268,-0.663254952
b3992,-0.50895714
b0033,2.877579769
b0832,0.79190513
b2606,0.430244653
b2929,0.227117381
b3892,0.335720366
b1431,-0.180734577
b1611,0.196453394
b2660,-0.44911231
b0958,0.100867286
b4672,-0.005875356
b1666,0.497267557
b3707,-0.4078288
b3291,-0.170107051
b3570,0.529261184
b1493,-0.217705959
b1975,-0.897041731
b2556,0.22907208
b4127,-0.197507963
b3267,0.48074692
b0570,-0.215526546
b0162,0.061867866
b4597,-0.130294326
b4125,0.060231854
b0536,0.294060217
b2527,0.391877251
b4168,0.616084348
b0337,2.303280319
b3662,-0.649069836
b3032,-0.367924539
b2414,0.357896112
b0066,0.528380937
b2181,0.206764064
b4455,0.559694857
b0288,-0.002537472
b0917,0.675461637
b0093,0.224085825
b0293,-0.275567493
b0886,0.105554355
b0543,-0.048800348
b2245,-0.004199144
b4480,-0.419357222
b1814,0.132633674
b1768,-0.094042731
b2732,-0.872216012
b1260,-0.191784571
b2963,0.061660191
b0067,0.08959281
b3125,-0.39940896
b4670,-0.407210751
b4003,-0.250806019
b0233,-0.266896622
b3703,0.987247832
b1070,0.352211278
b2307,0.948820659
b0464,0.616267266
b0248,0.020013666
b3886,-0.376632699
b0857,1.06050023
b0885,0.339651113
b1726,-0.033925416
b2000,1.54938576
b3453,-0.748645937
b1649,0.349135018
b2928,0.097232151
b0798,-0.731206082
b3073,-0.305062263
b3044,-0.219625762
b2673,-0.565082797
b3556,0.519142973
b2670,-0.069164633
b1102,0.021095129
b2214,-0.044872952
b2403,1.479599312
b1139,0.330591752
b1279,0.226559311
b1342,-0.099009645
b3622,0.058719015
b0831,0.610411123
b2766,-0.602016796
b1855,0.174396991
b1724,-0.53160247
b3668,0.483717122
b1297,-0.00497207
b0124,0.105663272
b1321,-0.21392275
b2256,-0.148286328
b3351,0.588503105
b1219,-0.407690083
b4217,-0.148607763
b1481,0.595278826
b4056,-0.045924059
b2969,0.278838554
b0582,0.035749458
b3939,0.622148912
b1291,-0.090288133
b4008,1.83072073
b0208,-0.159081511
b2260,0.234562837
b4060,0.371070931
b0094,0.382218474
b4030,1.156695443
b2038,0.215747601
b4020,0.357279367
b0972,-0.294269234
b3356,0.210523965
b1397,-0.325364869
b0670,1.505361311
b4385,0.588006829
b1585,0.205671623
b2664,-0.195201841
b1427,0.215443953
b4535,0.605400938
b1918,-0.172247765
b3462,0.023342457
b4647,-0.44929632
b0869,-0.195629397
b0171,0.963042494
b2816,1.24084248
b3006,0.451039816
b4354,-1.077580419
b0555,-0.359772917
b4439,0.017744107
b2713,-0.487663181
b1945,0.785857166
b1243,-1.519325576
b2342,-0.704268024
b3171,0.828894762
b2112,-0.328307301
b0522,1.66115388
b4667,-0.647558958
b2899,0.026235701
b2958,0.614295906
b1987,0.316475119
b2143,-0.228870562
b4450,-0.242006658
b4431,0.072970387
b0148,0.047742104
b0158,0.06549507
b2618,0.678487968
b3714,1.396688951
b3163,0.424414932
b3428,-0.201832708
b4191,0.387905973
b1541,-0.247325363
b1805,-0.375518207
b0191,0.01785836
b4487,1.07193799
b2586,0.10633891
b0558,-0.61673682
b3654,1.512331733
b1013,0.326258305
b1179,0.396965778
b3852,1.750254804
b0155,-0.104860075
b1135,0.821282501
b0876,-0.635101641
b0884,1.039622722
b0925,-0.152169587
b2496,1.191878085
b0446,0.382382757
b1533,0.785798885
b2990,-0.299628483
b2136,0.430649131
b2442,-0.22227288
b2722,-1.032154458
b4407,-0.557061885
b0468,0.456271585
b0090,0.03706793
b2866,-0.645020848
b4281,0.108594867
b1429,0.07339828
b1488,0.484963868
b0307,-0.271738463
b2085,0.753295359
b0755,-0.256069935
b0899,-0.27125431
b4593,0.067589798
b1586,-0.539086515
b2560,0.198041794
b3607,0.57729188
b3467,0.274448811
b0069,-0.244058051
b3247,0.431039965
b4422,-0.285981926
b1626,0.551767964
b2536,0.145360534
b3343,0.365629721
b1696,-0.294886342
b3872,-0.069241135
b0594,0.852649038
b3517,0.005980986
b0024,0.059521616
b1396,-0.259569107
b2466,0.836035414
b4292,0.15876492
b2499,1.77520334
b3954,0.695197666
b0672,1.325645723
b1020,0.519897351
b1932,0.89672932
b4227,-1.081832285
b2833,0.442063536
b3364,0.022503279
b2500,1.246119698
b2803,0.041118787
b3302,0.79464738
b2864,0.472508778
b1553,-0.240820881
b3059,0.109849177
b4470,-0.406169812
b2318,0.464955793
b4093,0.557238999
b3501,0.305232252
b0744,1.936280605
b4638,0.218114406
b1445,1.033701095
b1601,-0.126823532
b4064,1.96438963
b0581,-0.275589138
b0707,-0.089500066
b0880,-0.638680321
b1591,0.140683645
b4664,-2.165403496
b0245,-0.127448992
b2130,-0.349762321
b2326,0.343898446
b2582,0.628612609
b0200,0.189161334
b1528,0.124898215
b2809,0.222451644
b3651,0.132894369
b0995,-0.13262546
b1474,0.016898507
b3014,0.223027249
b2399,-0.054755251
b0281,-0.165897534
b0584,1.065882661
b0743,2.202468965
b4351,0.339980525
b3829,1.090834417
b0016,-0.008405714
b1668,-0.361732641
b1910,1.570991346
b3460,-1.009057179
b1992,0.521586917
b0856,1.347115006
b1592,0.16333709
b1956,0.099376064
b2099,-0.255551422
b4320,-0.367632342
b0187,0.217731461
b1795,-0.596347497
b2696,0.041100557
b1444,-0.118362147
b0081,0.317594692
b0272,1.613816839
b2545,-0.486569858
b3406,0.4165933
b0186,-0.121728947
b1042,-0.505032766
b0329,-0.856883769
b0427,0.377710609
b0749,1.967348464
b1627,0.83052404
b2220,-1.05214621
b2781,0.062949216
b4568,-0.526987964
b4013,-0.383222266
b0266,0.229246333
b3839,0.494163636
b1119,0.041696903
b2822,0.027648059
b2861,-0.320586688
b3555,-0.424338485
b2155,1.172924812
b4430,-0.458538231
b4690,-0.413553359
b4712,0.017600922
b4516,0.051396241
b4357,-1.080119431
b1659,0.096692271
b0586,-0.080931697
b1145,0.172785919
b0216,0.911824865
b2865,0.391847878
b1244,-0.808208073
b3203,-0.259965497
b2539,-0.310926764
b3179,0.102036863
b3261,0.597713445
b0280,0.116113185
b0559,-0.355755353
b4687,-0.131825577
b1563,-0.426289568
b3243,-0.19723587
b0047,-0.182818808
b1206,-0.2958504
b2311,1.201048089
b3893,0.207123187
b3946,-0.61075458
b4298,-0.475581771
b1085,0.225221096
b3890,0.169939203
b1678,-0.521119836
b2617,0.48549078
b1920,0.512433993
b0418,0.137923082
b2912,-0.082749318
b0250,-0.175879368
b0442,-0.298536569
b4457,-0.224233016
b4323,-0.203761536
b2067,-0.08245476
b3300,0.743440375
b0142,0.090170607
b1478,-0.240206462
b1840,0.236908342
b3106,-0.02614705
b4551,-0.248439614
b3621,0.160274637
b2405,0.303537347
b0384,-0.02684549
b1482,-0.835735837
b3967,0.003687556
b1025,-0.378788609
b1976,-0.891586515
b1019,0.753526002
b3793,0.413322673
b1640,-0.057419447
b2504,-0.107472333
b4537,0.58720536
b2213,-0.211002171
