Blattner,Log2FC(pdxBJ/WT_20nM PN)
b3787,-0.687190944
b1340,-0.136329624
b2389,0.67266744
b3129,-0.744999336
b0598,-0.686105104
b1217,0.706260726
b2775,0.360842244
b0852,0.03373281
b0687,-0.027792865
b1195,0.078091595
b3911,0.054661178
b1438,0.482224895
b1705,0.727267118
b3118,-2.923194117
b4458,-0.090681029
b2524,-0.382897033
b3350,-0.577689477
b0712,0.277757149
b1066,-0.222311501
b3566,-0.860023217
b2253,0.824903235
b2102,0.307744286
b4386,-0.451196667
b2894,0.223739342
b2215,-1.47934067
b0589,-0.392706424
b0249,0.187126699
b2739,0.485983776
b2925,-1.279319323
b4269,0.589255726
b3348,-0.711629246
b3355,0.19648963
b3844,-0.31177821
b3994,1.407393091
b3202,0.065327618
b1194,0.824392074
b3677,-0.154498223
b2252,0.603498291
b3470,0.095225429
b1827,-0.700414278
b2745,-0.432109858
b3238,-1.263997738
b0375,0.216245584
b1552,0.799334824
b3475,-0.041552786
b2258,-0.029597179
b1358,0.242645518
b2417,-0.885026728
b4141,1.048817055
b1565,1.076516084
b0554,1.443176343
b1571,0.617838416
b2075,0.416376398
b4252,-0.364655526
b2706,0.13578362
b1362,1.117234435
b2875,-1.239891458
b2907,-0.748972747
b1167,1.523759109
b4237,0.112482756
b1322,0.119158479
b0504,-1.480334225
b2519,-0.139031934
b3280,-0.010689351
b0055,-0.577926378
b3894,-1.197561484
b3292,0.266799434
b1088,-1.685529963
b3711,-0.173630353
b0851,0.352389897
b2413,-0.805990511
b4447,-0.398388918
b1491,-0.051646368
b1713,-0.755650756
b2305,-0.301500144
b2370,-0.2243166
b1452,0.074405253
b1469,1.475138235
b3230,-1.414544768
b4577,0.357671363
b3830,0.761360002
b0644,-0.553147227
b1113,0.465257605
b0999,-0.531935675
b0938,-0.359278995
b1651,-0.200590826
b2744,-0.161906429
b1524,0.365736406
b1843,0.553431769
b2593,-0.024291173
b1557,0.703110732
b1756,-0.179571122
b1697,0.708911015
b0564,0.2736712
b0630,0.255212808
b1451,-0.289696692
b1583,-0.17919376
b2432,0.797185735
b4517,0.246761379
b3293,0.324057723
b1180,0.510493192
b4575,-0.035179824
b4165,0.305763985
b2369,0.817003926
b0957,-1.185610738
b0867,-0.112498908
b3810,0.142609445
b2741,0.018455592
b0527,0.421301305
b4194,-0.348270178
b3936,-2.14011659
b1090,-0.742050103
b2235,-0.961218973
b3033,-1.278860113
b1054,-0.551321305
b1793,0.557472603
b0228,-0.624449196
b3312,-1.736282378
b2184,-0.063455365
b2782,0.127612852
b3862,0.374247656
b1064,-0.16241727
b1904,0.531443118
b3321,-1.320599043
b0600,0.693982993
b4376,1.938584731
b0032,-1.806519649
b2573,1.53145064
b3568,0.282150185
b2473,-1.049846917
b1990,0.287238766
b3838,-0.549703875
b1049,-0.573675245
b1631,-0.522869116
b3313,-1.831686011
b1519,0.258191961
b0274,0.201806074
b2194,-1.72156953
b2127,0.90619347
b0502,0.618748702
b2716,0.372548872
b4090,0.834154363
b0664,-2.127132022
b2158,-0.64501961
b2525,-0.354123937
b1808,0.266268305
b3753,-0.449712219
b4248,0.820067689
b1421,0.843962413
b1986,1.17237036
b2006,0.362873303
b3058,-0.256039658
b2416,-0.711552288
b1853,0.012004321
b0721,-1.083754716
b3857,0.614401937
b0299,0.411274711
b0023,-0.870726513
b0002,1.56002703
b1314,0.411329007
b3065,-0.671488785
b3538,-0.187266995
b0704,-0.042828655
b3153,1.520950432
b3712,-0.731581437
b0458,0.334537288
b1655,0.086969967
b4587,0.488002353
b3689,-0.460443266
b2272,-0.14746765
b1189,-0.553822128
b2705,-0.710114833
b0806,0.742152854
b4035,-1.451938353
b1792,-0.569906332
b1374,1.519592804
b1763,-0.80161184
b1887,1.122299435
b0804,-0.406164828
b2579,-1.154352421
b3471,-0.082282687
b4121,0.940450653
b2175,0.679464456
b4301,0.03971672
b4592,-0.007666918
b4436,-0.702704769
b3174,-0.651632807
b2779,-0.861374501
b1347,0.032388356
b3835,-0.223658947
b0219,-0.362213204
b2254,0.791648141
b3610,-0.778990162
b2091,-1.38311227
b1573,0.429206074
b2173,0.327342955
b0030,-1.116292424
b1925,0.529868684
b2736,1.010933494
b1289,-0.379488074
b2182,0.102009591
b1834,-0.028783582
b1345,0.171140573
b1618,-1.157078017
b3866,0.546482604
b1564,0.106101466
b4211,-0.285562373
b2303,-0.292577099
b0330,-0.377505212
b2531,0.035875561
b3761,1.033478777
b0758,-0.907597828
b3845,0.989706134
b0724,-0.29032985
b0959,0.839238188
b1220,0.561567027
b3314,-1.86112072
b3387,-0.417858691
b2185,-1.668222892
b1305,0.911694249
b1582,0.777808416
b2424,2.782127784
b2793,0.722923564
b1977,-1.006355123
b0258,0.610941335
b3358,-0.325897268
b1813,0.053568651
b3457,-1.617840399
b3294,-1.356701636
b4209,0.156124325
b3486,0.317984176
b1213,0.261242587
b1294,-0.110806634
b1298,0.276375538
b3630,-0.352584071
b1258,0.932133579
b3154,1.11141238
b0070,0.794556873
b2752,2.958905332
b0328,-1.287189245
b3671,-0.15610205
b3887,0.549536446
b2880,0.412255408
b2013,1.692516746
b4413,-2.114971931
b3320,-1.589140506
b1303,-0.541484271
b2868,0.13577933
b4195,0.063492901
b3319,-1.699977432
b2895,-0.586689313
b1957,0.389065832
b2409,0.260707319
b0505,0.414580636
b0849,0.148587959
b4679,0.909607746
b0991,0.315369317
b0018,-4.164524615
b1065,0.490087252
b1833,0.483207522
b4189,-2.894500707
b1118,-0.351128026
b2662,1.034297079
b4310,1.053607828
b4067,0.583784788
b3468,-0.093331761
b0268,-0.878539105
b0715,-1.161500377
b3831,-0.886552439
b3083,0.367378626
b1433,0.526413242
b3333,0.785050252
b3704,-0.311600824
b0103,0.221770739
b4444,0.733902601
b3459,0.407937043
b2676,-1.086891325
b3110,0.533258625
b4305,-0.421859273
b3806,-0.328026208
b1270,0.304534067
b2436,0.142738238
b1060,-1.306435507
b1970,0.474950656
b1089,-1.866915568
b3225,-1.610945614
b0773,0.538505429
b4424,0.895627249
b2063,-0.318765572
b2811,-0.128599726
b4254,-2.535936168
b3311,-1.67840486
b4708,0.2949889
b1084,-0.711820611
b1442,1.208200739
b1551,2.418688065
b1253,0.55153172
b3432,0.0146635
b1231,0.918210185
b4057,0.081575097
b3968,-1.418530689
b3090,-0.05009357
b0451,-1.546213027
b2239,0.311246613
b3133,-0.029123563
b0114,-0.864929573
b1327,0.527572074
b1940,0.659716245
b2830,-0.144309858
b2923,-1.302264045
b2558,0.276156319
b3317,-1.871038122
b1071,0.290312589
b0968,-0.039504057
b0182,0.572651947
b0461,0.352696644
b4396,-1.151780774
b4451,0.50213204
b4393,-0.775352118
b3804,-0.284189288
b2244,-0.142836653
b1278,0.421030953
b0324,-0.3357923
b4089,-0.817370203
b3601,-0.221800646
b3766,1.153555041
b0805,-0.572325541
b4609,-0.044875728
b4239,0.326946325
b2242,-2.013202248
b1130,-0.137477207
b1287,2.066787494
b2165,-0.142685725
b1841,0.727142199
b4256,1.112817103
b3661,0.676072018
b4440,-0.12028361
b3550,-0.07458326
b3851,-1.370914047
b2616,0.223580921
b4025,-0.961917986
b4595,-0.374266033
b0150,-0.927288256
b0265,0.215571694
b4532,0.833311163
b1632,-0.552629714
b2683,0.442574089
b3561,0.504412185
b1426,-1.275572494
b1732,1.299661779
b1434,0.050013967
b1614,-0.228642527
b2520,-0.892451151
b3402,-0.246206006
b0021,0.862971274
b2591,-1.319004495
b0167,-0.107724407
b3278,-1.417557107
b4578,-0.191356146
b2748,-0.217842801
b3299,-1.194289934
b2792,0.257728632
b3552,-0.064497476
b1610,-0.286897731
b2764,2.497142506
b1024,0.432986276
b0037,-0.197045936
b0215,0.085298299
b2024,-0.449895679
b0422,-0.258431773
b4505,0.062762853
b0890,-0.359440453
b4525,-0.851225564
b3383,0.570522432
b4306,-1.091224854
b3842,0.463461813
b0005,0.57874713
b0924,-0.459604315
b3516,0.547096593
b1758,0.321192213
b1265,-0.372325343
b2019,-0.863950966
b2802,-0.6797175
b1550,1.292455894
b3598,-0.143562927
b1112,0.733534637
b1037,0.114567705
b1901,-0.567118636
b3863,-0.311862265
b0450,-3.175702544
b0583,-0.418092636
b0751,-0.138805222
b0866,-0.193096912
b2148,-0.742116307
b4280,-0.711132548
b4053,-0.736482719
b2032,-0.025847098
b2074,0.060416349
b1382,0.686604386
b0157,-0.109501451
b2831,1.014546284
b3728,-0.052601673
b1079,-0.182498274
b1798,0.714582108
b0380,-1.445420175
b0494,0.605290962
b2036,-0.245943015
b3756,-1.293170128
b1620,-0.9847308
b2035,-0.184900666
b4322,-0.43333324
b0764,0.446242858
b2317,0.275846181
b3757,0.651722124
b0498,-0.052686811
b2815,0.674905781
b4370,-1.076759342
b1040,0.410515293
b2192,-0.675176443
b2419,1.3772418
b4145,0.684516898
b0201,-1.340103603
b0695,0.329922566
b4698,0.480285442
b1018,0.031580871
b0640,0.564938569
b1783,0.583793445
b2542,0.663178199
b3754,-0.54562539
b3012,-2.152516415
b0014,-0.910579505
b0965,-0.100290145
b3165,-1.233316984
b4364,-0.134926772
b1605,0.14720584
b2927,-0.117551341
b4557,-0.311639009
b1341,-0.696746165
b1628,0.062818916
b2768,-1.007983992
b3928,-0.895752607
b2128,0.916182241
b1198,-0.119395472
b1718,-0.711814487
b2607,-1.548408615
b1781,0.636828426
b3316,-1.850206935
b4589,1.15435541
b0932,-0.6655288
b3398,-0.162165735
b3959,-3.22578464
b2314,-0.21735744
b0368,1.057601344
b2142,-0.760410595
b1636,-0.463517106
b0624,0.655201297
b0774,1.104093258
b1216,1.104842414
b1755,-0.216330004
b1174,-0.62794238
b0713,0.458130034
b2853,-0.005825158
b2441,0.534916105
b4493,0.261523801
b3465,-0.099666614
b3608,-0.790975636
b2379,4.020815364
b3627,-0.389382346
b3445,0.779195693
b4515,-1.077473593
b4007,-1.184002207
b4187,0.372211815
b0213,0.169206337
b3318,-1.777131355
b2841,0.676557138
b1822,-0.032643549
b4641,1.20244534
b4040,-0.531638877
b0020,0.588877926
b1370,-1.023163346
b2714,0.63690964
b3917,2.267918097
b2104,0.862188499
b1532,0.939002825
b3045,0.281638872
b0313,1.225146023
b3921,0.380808515
b0462,0.07217731
b1511,0.689618492
b3421,0.19523871
b3439,-0.495542002
b1685,0.420987049
b3130,-0.338603401
b3616,-0.47768059
b2592,-0.664384791
b2967,-0.350471108
b3774,0.492783773
b0412,-0.164589893
b2053,1.943378896
b2295,-0.194954462
b0638,0.143068561
b3987,-0.695830113
b2086,0.474859534
b4483,-0.17255949
b0779,-0.552978766
b3674,-1.28201328
b1812,0.17850144
b3415,0.179707516
b3798,-0.505745527
b2236,-0.683586851
b4418,-1.187475162
b3224,-0.897429422
b3993,1.406749709
b4046,-1.049574999
b4072,-0.108000115
b0298,0.093286164
b4697,0.240482843
b4267,0.082235199
b3495,-1.076324265
b1044,1.043659733
b1661,0.141723788
b1021,-0.610405219
b0668,-0.069129736
b1608,0.865305722
b1653,-0.128456299
b3009,-0.717106949
b1398,0.375602976
b0858,0.346565507
b2219,-1.61496079
b1734,-0.158982871
b1531,0.646380789
b1725,-0.781272306
b4116,-1.316049546
b0010,0.355848967
b0390,0.425266876
b1465,0.887877603
b1609,0.526052453
b2559,-0.127111661
b4016,0.56768685
b2869,-1.35106249
b2665,0.638185372
b1053,-0.129397437
b0003,1.181882222
b0445,-1.122907073
b0821,-0.904028538
b0966,-0.847018063
b3305,-1.377305939
b1326,0.599142734
b0641,-0.132430255
b2327,0.340049406
b4188,-2.879301813
b0050,0.051734738
b0739,-0.344331622
b0065,1.153214934
b2628,0.161840056
b4443,-0.065303067
b0587,-0.377264377
b3103,-0.26579677
b4547,-0.47832267
b1946,-0.414279762
b3222,-0.240839401
b2007,-0.418918186
b4611,-0.093802631
b0078,-0.725039246
b2903,0.417214685
b2020,-0.943952705
b2605,-0.895506891
b4164,0.692026076
b0173,0.061857194
b1177,-0.393311224
b2449,0.212304557
b0389,0.411351678
b0859,-0.620333659
b2040,-0.387706893
b4259,0.047654671
b0778,2.398908124
b0845,0.587613263
b2433,0.616026545
b2667,-0.32736832
b2103,0.720902173
b3777,0.652849192
b0466,0.276640096
b1011,-0.712734495
b3536,-0.352821976
b0256,0.397220673
b0916,0.179660697
b2979,-1.232163368
b0001,1.444316419
b3760,0.871809534
b0038,-0.310733887
b4348,-0.173681689
b0209,1.024561436
b4319,1.119507911
b4512,-0.335792402
b1600,0.295525584
b4353,-0.402951436
b1518,0.294848643
b4613,-0.552912392
b3204,-0.043046305
b0399,0.125708011
b2578,0.497057637
b4566,0.990819994
b3698,0.347981646
b3727,0.095195255
b4527,0.777613729
b2621,-0.707396338
b1716,-1.025092905
b1839,-0.10830047
b2804,0.667929658
b4326,0.192312678
b2584,-1.706224167
b2622,-0.612661764
b4214,0.062682
b0015,-0.128087198
b4573,0.332899118
b0338,0.270367271
b0818,0.575462124
b0198,0.697674727
b0207,0.01770431
b4627,0.438488337
b1562,0.217769825
b4249,-0.0103311
b1091,-0.558215292
b4159,-0.479548705
b1997,0.142795457
b0659,-0.250264768
b1919,0.180799856
b2659,-0.713027821
b2501,-0.266316081
b0904,-0.163646552
b2071,0.055386458
b2601,-1.380559913
b3105,-0.067924526
b2666,1.225050586
b3557,0.818441971
b3107,-1.139021872
b4318,1.241143669
b3790,-0.516644391
b3885,-0.29664477
b0812,0.466564911
b3382,0.87730959
b3155,-1.091096724
b2238,0.636106141
b4278,0.198039892
b0962,-0.454538983
b3620,-1.023218384
b0487,-0.112233909
b0694,0.45895212
b1201,0.424759932
b2476,-1.699937543
b1525,0.193318427
b3069,-0.923449351
b2177,0.027905283
b3976,0.026743644
b0086,0.174183964
b3602,-0.715745523
b0430,-0.495211575
b0786,-0.782893194
b0126,-0.347452434
b4618,-0.208188657
b3021,-0.172456018
b3427,-0.19144748
b3799,-0.056853274
b2682,0.378143688
b3466,-0.342913628
b3669,-0.060597764
b2189,-0.560452488
b0163,-0.815364815
b0429,-0.226712314
b4342,0.019263735
b3635,-0.718491732
b2259,-0.56634478
b3233,-0.516048716
b0075,1.833961409
b3990,1.787896063
b0440,-0.866910659
b2535,-0.155586424
b0480,-0.579601521
b1750,-0.419186658
b4504,0.172290326
b2174,0.009030278
b1250,0.143100898
b2508,-1.133382219
b3448,-0.871053338
b0176,0.072462074
b2686,0.406204608
b2824,0.248682004
b4139,-1.947118388
b3623,-0.202211578
b1536,1.286387825
b1129,0.248226922
b3095,-0.273739674
b3991,1.684966817
b2011,-0.407135335
b4645,-0.260509531
b2135,1.022293276
b4408,-0.429744731
b3183,-1.146834876
b1675,0.874612004
b3008,0.020949335
b2717,-0.786683384
b0404,0.43122803
b1202,-0.093795927
b1984,0.43877629
b4417,-0.694884478
b0753,1.409927769
b2080,1.001370668
b0448,0.344305211
b0861,-0.509034013
b3408,-1.241043346
b2126,-1.054347548
b4529,-0.234016338
b1545,1.469515561
b2468,-0.442951998
b3053,0.235854781
b0325,0.117435872
b4538,0.107487456
b1941,0.011852722
b0711,0.356528799
b1002,-1.764102975
b2877,-1.261791581
b3403,-1.700424739
b0964,1.250524807
b0708,0.406531916
b0836,-1.006345272
b1917,0.724565962
b3249,0.34810227
b0453,0.991718457
b2600,-1.220483065
b4411,1.166217099
b4382,-0.273837885
b1290,-0.080443512
b1248,0.248370151
b1123,-0.809964463
b3361,0.17635915
b2163,-0.679388438
b3716,0.636121707
b0871,0.166350226
b2786,-0.525082243
b3117,-1.956790106
b3518,-0.266282466
b1461,1.036488454
b2347,0.772283376
b0736,0.857744712
b3505,-0.07795729
b0897,0.971054691
b0391,-0.484908047
b0596,-0.987591909
b2661,0.609287382
b2210,0.222853931
b2860,0.224625699
b3444,0.097498703
b3797,-0.494055656
b4425,0.125664561
b0652,-0.98576521
b1380,-0.884076165
b2743,0.038798506
b2735,-0.243948812
b4255,-1.056296093
b0829,2.130082603
b1273,-1.29047889
b0901,0.31637466
b2025,-0.731399303
b4387,0.339379604
b0875,1.272042516
b2250,-0.095540819
b2814,0.699641195
b1266,-0.525412874
b2378,0.850981664
b3113,0.080443762
b2672,0.770593536
b0796,-0.529270781
b4673,0.619955735
b1299,0.312858695
b2844,-1.423625627
b3043,-1.298330369
b3515,0.246324121
b3414,-0.697512256
b2030,-0.468623248
b2790,-0.498135809
b2528,-0.44433228
b4006,-1.971457357
b0419,-0.620543482
b0604,0.372263768
b4542,0.291404289
b1625,1.290647051
b2052,1.845933565
b0793,0.283580426
b1770,-0.7630791
b4073,-0.628659355
b2404,-0.385888006
b2450,-0.578968963
b1257,0.280845598
b4545,1.161995194
b3788,-0.766871263
b0978,-0.208846662
b2425,2.091789756
b1849,-1.331373599
b1739,1.056521738
b2669,0.139738783
b3116,-0.049722634
b0476,-0.467208179
b0496,0.517254174
b3497,-0.033445623
b0009,-0.722048191
b0678,-0.700135409
b2267,-0.048216254
b0052,0.077678589
b1114,-0.650328238
b0566,0.876852632
b1036,-0.268741176
b3205,-0.172063688
b4163,0.458505884
b0848,0.47950544
b3855,-1.776676766
b0974,-0.270989433
b0315,1.191622411
b0828,1.787527991
b1743,1.013433367
b2401,-0.132263778
b3206,-0.007579697
b0605,0.073093911
b2819,-0.400739081
b4290,-1.411417359
b1896,1.235860948
b3748,-1.231071234
b2777,0.129298889
b1996,-0.311200401
b0516,0.828294847
b0056,-0.549569058
b1462,-0.301163947
b3884,-0.677540796
b3742,-0.020388015
b2068,-0.069274029
b1729,1.531208734
b2691,0.280044926
b2105,1.498657765
b2331,-0.525338351
b1082,0.526535873
b2440,-0.187133109
b3693,-0.158778421
b3924,-0.336631952
b2597,-0.790421835
b3315,-1.823839863
b1926,0.77466987
b2178,-0.164467952
b2521,-1.723008164
b3817,0.12514044
b4273,0.301705697
b0092,0.13137111
b1449,0.045479296
b3168,-1.058259142
b4071,-0.242134701
b3304,-1.383898798
b0443,1.392397149
b4178,-0.126336452
b4625,0.99549639
b1051,0.867784256
b4474,-0.223613154
b0485,1.696175292
b0622,0.843352438
b1507,0.225440418
b4456,0.271560397
b1639,-0.274936186
b0956,-0.71285645
b0352,1.1110051
b3430,-0.350854984
b0855,-0.55541285
b0489,-0.88662969
b3362,0.19660261
b2366,-0.056599078
b4437,-0.452994398
b0409,-0.152718171
b4271,-0.53972833
b4518,2.006013182
b3522,0.785622468
b1144,-0.04518162
b4536,0.004539506
b4135,-0.433337905
b1988,-0.94006962
b0275,0.105002173
b1293,-0.286752463
b0123,-1.200404414
b1131,-1.448946231
b0153,-0.961673174
b2742,0.951888155
b3688,-0.850471612
b0060,-0.099315484
b4381,-1.269578627
b0459,0.943226188
b4241,-0.477914315
b1902,-1.420607747
b4403,-0.289555483
b4561,-0.071841543
b3455,-1.470892171
b2160,-0.654474726
b0795,-0.046869805
b4210,-0.211180087
b3796,-0.263109607
b4596,1.240326568
b1881,0.460314948
b2475,-0.175549861
b3290,-0.454432027
b2018,0.071174023
b2290,0.147140753
b0992,-0.025646668
b4240,-0.113048018
b4472,0.079373883
b3629,-0.270649269
b0304,0.483141859
b0814,-0.782104833
b1252,-0.21177707
b2674,-1.186218668
b2154,-1.207278506
b4118,-1.812884413
b1399,0.199917461
b2218,-0.105731555
b3995,-0.420101897
b1055,-0.148021499
b3277,0.562772581
b1549,-0.616083036
b3276,0.580037575
b2216,-0.303765404
b2015,-0.138380839
b0903,-1.541137612
b3474,0.231791561
b1110,-0.301665641
b1483,1.184588597
b2169,0.91615592
b4528,-1.208238256
b0495,0.716712935
b1096,0.715667687
b1523,0.994959849
b2179,0.12674822
b4582,-0.510929692
b2668,-0.528459265
b3696,0.474396953
b4498,-0.357723209
b1842,0.9613821
b4569,0.781874669
b2692,0.218453278
b3828,0.383023365
b3268,-0.327681922
b0702,-0.134779079
b2125,-0.532761028
b4686,-0.199506775
b4511,-0.449725911
b1162,0.278562016
b3429,-0.204069898
b1492,0.634448356
b1820,-0.005653404
b3010,-1.62826445
b0900,1.619472851
b1836,2.261954432
b2088,0.180563082
b0988,1.318040137
b2150,-2.695297896
b3425,0.406794698
b4140,0.32109116
b3456,-1.626916326
b1047,0.273119263
b0373,0.177642816
b4070,-0.267099958
b0830,2.527008817
b1328,0.581810077
b1594,0.331467997
b2187,0.140731652
b2627,-0.036099172
b3258,0.02837332
b0597,-0.650076305
b2037,-0.18177467
b4428,-0.711314738
b0846,-0.864392751
b1590,-0.745852154
b3487,-0.170708964
b1566,1.008526735
b4429,-0.788133179
b4454,-0.003215298
b0394,-0.58116563
b0579,-0.026923831
b2144,0.594868074
b4092,0.676970445
b4268,-0.446861633
b3992,1.536205738
b0033,-1.193444704
b0832,2.771089489
b2606,-1.775078477
b2929,-0.02191872
b3892,-0.056560658
b1431,-0.231874753
b1611,-0.95995826
b2660,0.558392468
b0958,0.005841139
b4672,0.265282673
b1666,0.906818276
b3707,-1.62552615
b3291,0.236715387
b3570,-0.693207273
b1493,0.643354709
b1975,-1.397171702
b2556,0.559895623
b4127,0.332150859
b3267,-0.187937765
b0570,0.30360617
b0162,-1.040629284
b4597,-0.1463685
b4125,-0.565478773
b0536,0.620095449
b2527,-0.204681105
b4168,0.582400989
b0337,-0.225529479
b3662,-0.17007265
b3032,-1.483817096
b2414,1.574154009
b0066,0.120775178
b2181,-1.887352653
b4455,0.142486357
b0288,1.015756351
b0917,-0.122428617
b0093,0.481428027
b0293,0.459611731
b0886,-0.14646408
b0543,0.122551081
b2245,0.354197371
b4480,0.594773204
b1814,-0.912855991
b1768,-0.674221969
b2732,-0.772494874
b1260,-0.176283277
b2963,-0.304574005
b0067,0.01597679
b3125,0.615926707
b4670,-0.152684255
b4003,-1.005983844
b0233,0.53675772
b3703,-1.315552486
b1070,0.458289672
b2307,-0.645449282
b0464,0.606981892
b0248,-0.125211851
b3886,0.0281998
b0857,0.810965246
b0885,0.236079326
b1726,0.313990585
b2000,-1.33584361
b3453,-0.557819896
b1649,0.419648853
b2928,0.288976947
b0798,-1.222638673
b3073,0.866544744
b3044,-0.121782584
b2673,-1.288099085
b3556,0.062220248
b2670,-1.24585097
b1102,-0.692912996
b2214,-0.396258951
b2403,-0.386530911
b1139,-0.203855286
b1279,-0.316537338
b1342,0.535626014
b3622,-0.632089953
b0831,2.729028403
b2766,-1.54134614
b1855,0.421052062
b1724,0.728632017
b3668,0.709368752
b1297,0.391346092
b0124,-0.121289375
b1321,0.133133431
b2256,1.023560763
b3351,-0.137796328
b1219,-0.564448287
b4217,-0.182880978
b1481,1.292157264
b4056,0.148606577
b2969,-0.27431612
b0582,0.175101112
b3939,0.202367615
b1291,0.05478635
b4008,0.318725846
b0208,-0.061629264
b2260,-0.380457836
b4060,0.704260644
b0094,0.20237563
b4030,1.651052169
b2038,-0.301166992
b4020,-0.092530767
b0972,-0.735935253
b3356,-0.370808709
b1397,-0.85375369
b0670,0.485965454
b4385,-0.049236604
b1585,0.870757242
b2664,0.867867887
b1427,0.358768601
b4535,0.974828532
b1918,0.600496735
b3462,-0.428950163
b4647,0.861652493
b0869,-0.086459741
b0171,-0.759594959
b2816,0.655415742
b3006,-0.630157803
b4354,-4.667985947
b0555,1.25465577
b4439,-0.270674639
b2713,-0.71611726
b1945,0.25201309
b1243,-1.992382607
b2342,-1.379090537
b3171,0.210838125
b2112,1.279858279
b0522,-2.355917007
b4667,1.479374996
b2899,0.316732148
b2958,0.436193551
b1987,1.732738176
b2143,-0.460554993
b4450,-0.894060892
b4431,-0.320515224
b0148,-0.39914588
b0158,-0.041179606
b2618,0.147846712
b3714,-0.691781587
b3163,0.540836681
b3428,-0.509717954
b4191,-0.191195695
b1541,-0.644718798
b1805,-1.13240973
b0191,0.021091345
b4487,0.58335609
b2586,-0.825699139
b0558,1.616960374
b3654,-2.324531661
b1013,-0.083863877
b1179,0.516369778
b3852,0.524813437
b0155,0.252354661
b1135,-0.04523945
b0876,-1.034655967
b0884,-0.915180491
b0925,-0.423231126
b2496,-0.185244688
b0446,0.191754633
b1533,0.670586758
b2990,0.220294058
b2136,0.310393193
b2442,-0.051934273
b2722,-2.0566307
b4407,1.728821149
b0468,0.129741943
b0090,0.213086517
b2866,0.212678114
b4281,1.451961179
b1429,0.248111282
b1488,-0.449943887
b0307,-0.056701292
b2085,-0.30384535
b0755,-1.588497607
b0899,0.312159353
b4593,1.428541153
b1586,0.303311359
b2560,0.188995477
b3607,-0.295296695
b3467,-0.370559193
b0069,-0.928282929
b3247,0.380376924
b4422,0.255215916
b1626,0.226492394
b2536,0.136538602
b3343,0.586459672
b1696,-0.379037652
b3872,-0.027443978
b0594,-1.294876895
b3517,0.884673662
b0024,0.625171087
b1396,0.698969845
b2466,0.901202142
b4292,-0.697209447
b2499,-2.537738011
b3954,0.447798828
b0672,0.10366366
b1020,-0.085497173
b1932,-0.047750462
b4227,-1.219563184
b2833,0.532890038
b3364,0.047925383
b2500,-0.89431106
b2803,0.276915403
b3302,-1.310087961
b2864,0.304111181
b1553,1.08874528
b3059,-0.127646135
b4470,0.478062941
b2318,0.126644072
b4093,0.77865266
b3501,-0.112931155
b0744,-0.061097234
b4638,1.537827741
b1445,0.507059096
b1601,0.176319938
b4064,-1.397042532
b0581,0.207700998
b0707,0.71891619
b0880,-1.004593839
b1591,-0.377990359
b4664,-0.476850883
b0245,-0.221992234
b2130,1.011762154
b2326,0.21839568
b2582,-1.203317371
b0200,-0.37629666
b1528,0.553576607
b2809,1.661872178
b3651,-0.658529698
b0995,-0.170459468
b1474,-0.149970724
b3014,0.135912797
b2399,-1.110721467
b0281,0.709189094
b0584,-1.093444986
b0743,0.024050972
b4351,-0.56390809
b3829,-0.492531933
b0016,0.137368049
b1668,-0.068092551
b1910,1.522117886
b3460,0.330035824
b1992,0.956820521
b0856,0.185592107
b1592,0.468269097
b1956,0.611077831
b2099,0.002361146
b4320,1.035208789
b0187,0.460859414
b1795,0.395066566
b2696,-0.348771233
b1444,1.319460675
b0081,0.114282301
b0272,-0.694751185
b2545,0.447590579
b3406,-0.116734533
b0186,0.227082747
b1042,1.4094075
b0329,0.542473573
b0427,0.090106327
b0749,0.017535818
b1627,0.297641073
b2220,-0.394804765
b2781,0.038109741
b4568,2.357337004
b4013,0.70077362
b0266,0.851009413
b3839,-0.107477873
b1119,-0.476429494
b2822,0.217299588
b2861,-0.114759847
b3555,0.181936894
b2155,-0.622023638
b4430,1.068076721
b4690,0.274988965
b4712,-0.01116777
b4516,0.418174873
b4357,-2.089916523
b1659,-0.34021789
b0586,-0.389517803
b1145,0.493056197
b0216,0.007886712
b2865,-0.223323687
b1244,-0.829263294
b3203,0.147327967
b2539,1.080670633
b3179,0.351457448
b3261,-1.376585351
b0280,-0.168382852
b0559,1.225201073
b4687,-0.431251235
b1563,0.095996531
b3243,-0.496383969
b0047,0.040672632
b1206,-0.646837641
b2311,0.772533009
b3893,-0.564737672
b3946,-0.604386984
b4298,0.329351438
b1085,0.277456101
b3890,-0.124039217
b1678,-0.155130694
b2617,0.0282425
b1920,1.381068314
b0418,-0.127383802
b2912,-0.391554344
b0250,0.252317092
b0442,-0.684100802
b4457,1.168892972
b4323,-0.136578054
b2067,-0.22273122
b3300,-1.195470303
b0142,-0.841253293
b1478,0.546771388
b1840,0.508754095
b3106,-0.088203308
b4551,-0.695944547
b3621,-0.389288924
b2405,0.040117028
b0384,-0.42073228
b1482,1.003669808
b3967,-0.912659585
b1025,1.121377736
b1976,-1.321847478
b1019,-0.1179073
b3793,0.046155499
b1640,-0.348741036
b2504,0.016409106
b4537,-0.500136502
b2213,-0.33581974
b2604,-0.17114127
b2312,-1.629460579
b3631,-0.310477853
b2942,0.345442631
b4317,1.784074848
b1205,-2.43382645
b4272,-0.015359764
b3548,0.519000062
b4662,0.625911478
b1762,0.7133847
b0595,-1.275148887
b3207,0.435053717
