Blattner,Log2FC(WT 5uM/20nM)
b3242,0.232218924
b3396,-0.257734861
b4170,-0.110556805
b2944,0.283975198
b1922,-0.385703177
b0473,-0.192350992
b3775,-0.168482427
b3848,-0.145095125
b1676,-0.317464835
b2350,-0.206484184
b2561,-0.330860608
b2575,-0.180499365
b2991,-0.255191782
b0542,0.335333021
b4369,0.278356253
b0685,-0.237884771
b3787,-0.238313001
b1340,-0.193514787
b2389,0.150795996
b3129,-0.123329988
b0598,-0.301249603
b1217,0.190302412
b2775,0.477071257
b0852,-0.128521058
b0687,-0.151750322
b1195,0.230576214
b3911,-0.175372331
b1438,-0.191407047
b1705,0.281304085
b3118,0.382180202
b4458,0.471886831
b2524,-0.169329945
b3350,0.22176219
b0712,-0.14362559
b1066,-0.113541578
b3566,0.489461838
b2253,-0.399073326
b2102,0.195296239
b4386,-0.122325871
b2894,-0.105988582
b2215,-0.165500421
b0589,-0.173734554
b0249,0.177097313
b2739,0.252898415
b2925,-0.181440827
b4269,-0.181648093
b3348,-0.155918266
b3355,-0.10375789
b3844,-0.108584256
b3994,-0.609577385
b3202,-0.137494832
b1194,0.225040973
b3677,-0.170027683
b2252,-0.620161492
b3470,-0.276324951
b1827,-0.111523378
b2745,-0.144776813
b3238,-0.25141853
b0375,0.355914061
b1552,-0.391450505
b3475,-0.177223343
b2258,0.231254893
b1358,0.337849888
b2417,-0.193935381
b4141,-0.110358663
b1565,0.257491088
b0554,0.311658141
b1571,0.376544161
b2075,0.217060095
b4252,-0.278601822
b2706,0.335290175
b1362,0.328679698
b2875,-0.461377048
b2907,-0.129536103
b1167,0.906355273
b4237,-0.232461877
b1322,-0.167961163
b0504,0.508964919
b2519,0.155612071
b3280,-0.14990567
b0055,-0.132527684
b3894,-0.237850537
b3292,0.140574995
b1088,-0.179224319
b3711,-0.174501727
b0851,-0.15648413
b2413,-0.145288839
b4447,0.263473628
b1491,-0.199072482
b1713,-0.157864816
b2305,0.140536024
b2370,0.363935653
b1452,-0.242704596
b1469,0.354381989
b3230,-0.232141372
b4577,0.358821091
b3830,-0.199494215
b0644,0.220465456
b1113,-0.242207114
b0999,-0.271953863
b0938,0.424257521
b1651,-0.229561834
b2744,-0.13798481
b1524,-0.174213496
b1843,-0.155118295
b2593,-0.207365522
b1557,-0.195430966
b1756,-0.196941996
b1697,0.360246734
b0564,-0.229459011
b0630,-0.17097889
b1451,0.225108149
b1583,-0.117486742
b2432,-0.176495615
b4517,0.175162701
b3293,0.156881139
b1180,-0.12404598
b4575,0.23313312
b4165,-0.386215503
b2369,-0.173367591
b0957,-0.173371584
b0867,-0.136747336
b3810,-0.134566602
b2741,-0.138429269
b0527,0.256049162
b4194,0.352007419
b3936,-0.211188112
b1090,-0.218880569
b2235,-0.249766265
b3033,0.208606182
b1054,-0.19641978
b1793,0.13053636
b0228,0.185330354
b3312,-0.182653539
b2184,0.165079627
b2782,-0.145981267
b3862,0.258169886
b1064,-0.173358683
b1904,0.377575226
b3321,-0.266154985
b0600,0.243730299
b4376,-0.160872426
b0032,-0.353903812
b2573,-0.139673465
b3568,0.275920062
b2473,-0.170522515
b1990,-0.144621965
b3838,-0.112721169
b1049,-0.241232962
b1631,0.351410486
b3313,-0.175717524
b1519,-0.128494171
b0274,0.206420753
b2194,-0.359928346
b2127,0.159792105
b0502,0.167423708
b2716,0.12952239
b4090,0.232845107
b0664,-0.207020977
b2158,-0.181745555
b2525,-0.17415046
b1808,-0.13377088
b3753,-0.160184144
b4248,0.242086713
b1421,0.245849079
b1986,0.39371809
b2006,0.227053416
b3058,-0.170868324
b2416,-0.226240147
b1853,-0.146882918
b0721,-0.288524837
b3857,-0.117574822
b0299,0.151911185
b0023,-0.244224504
b0002,-0.27699571
b1314,0.475252925
b3065,-0.219776406
b3538,-0.136940399
b0704,0.277115333
b3153,0.211485478
b3712,-0.215310198
b0458,-0.218510749
b1655,-0.222490284
b4587,-0.117039996
b3689,-0.168340854
b2272,0.238519634
b1189,-0.267869269
b2705,-0.18497348
b0806,0.148137567
b4035,-0.403274154
b1792,-0.129177004
b1374,0.259649165
b1763,-0.153494724
b1887,0.214401073
b0804,0.319135464
b2579,-0.287747603
b3471,-0.28229578
b4121,-0.205465937
b2175,-0.210837959
b4301,0.180909687
b4592,0.227071249
b4436,0.322517173
b3174,-0.252021194
b2779,-0.258754415
b1347,0.422918755
b3835,-0.151043165
b0219,-0.120661355
b2254,-0.187339875
b3610,-0.161888923
b2091,-0.179556852
b1573,0.261502295
b2173,-0.213367449
b0030,-0.183963492
b1925,-0.206354404
b2736,0.363418975
b1289,0.20784029
b2182,-0.121773369
b1834,-0.180698514
b1345,0.196841181
b1618,-0.110456264
b3866,-0.124886445
b1564,0.11080431
b4211,-0.177005619
b2303,-0.157857057
b0330,0.411867745
b2531,0.307309224
b3761,0.263341232
b0758,-0.18118615
b3845,0.320164432
b0724,-0.304929424
b0959,0.167270014
b1220,0.116568299
b3314,-0.179514945
b3387,-0.119157424
b2185,-0.212122761
b1305,-0.243955657
b1582,0.219825486
b2424,0.817725979
b2793,-0.161068033
b1977,0.32117241
b0258,0.16529345
b3358,-0.153977717
b1813,-0.155824248
b3457,-0.134520624
b3294,-0.143685594
b4209,0.168758928
b3486,0.177584018
b1213,-0.140670304
b1294,-0.141015316
b1298,0.196924157
b3630,-0.13652088
b1258,0.317118091
b3154,0.188274658
b0070,0.141844203
b2752,0.809278336
b0328,0.333618982
b3671,-0.202729354
b3887,-0.102200555
b2880,0.273436414
b2013,0.630788086
b4413,0.198557989
b3320,-0.238476693
b1303,-0.124350334
b2868,0.170770614
b4195,0.221162901
b3319,-0.235505406
b2895,-0.126062835
b1957,0.295852065
b2409,0.187753787
b0505,0.41456489
b0849,0.12968705
b4679,0.19410823
b0991,0.16006627
b0018,1.890408162
b1065,-0.20324701
b1833,-0.104696653
b4189,0.291442306
b1118,-0.160784503
b2662,-0.116298001
b4310,0.161201348
b4067,0.267556779
b3468,-0.154128788
b0268,0.298808527
b0715,-0.215177284
b3831,-0.149183692
b3083,0.377005993
b1433,0.220295752
b3333,0.280735121
b3704,-0.221858714
b0103,-0.2008924
b4444,0.417571044
b3459,0.143412332
b2676,0.220125668
b3110,0.226136806
b4305,0.278198284
b3806,-0.129106612
b1270,-0.12641281
b2436,-0.169433853
b1060,0.140523324
b1970,-0.154473279
b1089,-0.165340667
b3225,-0.14564888
b0773,-0.144148276
b4424,0.244102454
b2063,-0.18532213
b2811,-0.097599725
b4254,-0.600096221
b3311,-0.170393309
b4708,0.200065275
b1084,-0.176928434
b1442,-0.208496493
b1551,0.464860334
b1253,-0.169024734
b3432,-0.129188454
b1231,0.376162684
b4057,-0.130001988
b3968,-0.991532689
b3090,0.200535856
b0451,-0.414054707
b2239,0.140775644
b3133,0.303829784
b0114,-0.196877294
b1327,0.172499273
b1940,0.299083387
b2830,-0.079300061
b2923,-0.344736748
b2558,0.213281366
b3317,-0.200583905
b1071,-0.193461962
b0968,-0.094515628
b0182,-0.125388482
b0461,0.098782093
b4396,-0.091826891
b4451,0.465126316
b4393,-0.147977732
b3804,-0.084106367
b2244,0.104112554
b1278,-0.087743921
b0324,-0.109463263
b4089,-0.168011208
b3601,0.123565645
b3766,-0.245063274
b0805,-0.243539776
b4609,-0.121578938
b4239,0.283958308
b2242,0.370653702
b1130,-0.145638649
b1287,0.575991704
b2165,0.437850723
b1841,-0.112432954
b4256,-0.161318951
b3661,-0.217512112
b4440,-0.2539251
b3550,-0.113225424
b3851,-0.962004007
b2616,-0.11268647
b4025,-0.228728566
b4595,0.236541542
b0150,-0.229373985
b0265,0.224966759
b4532,0.216728079
b1632,0.223752476
b2683,-0.160382094
b3561,0.253244499
b1426,0.215202837
b1732,-0.193304825
b1434,0.179155227
b1614,-0.229266722
b2520,-0.095524039
b3402,0.103693234
b0021,0.155249973
b2591,-0.978060611
b0167,-0.103443398
b3278,-0.972052235
b4578,0.158075232
b2748,-0.135260183
b3299,-0.108282075
b2792,-0.205263294
b3552,-0.186957571
b1610,-0.119268188
b2764,0.727782573
b1024,0.133733888
b0037,0.210595612
b0215,-0.103091613
b2024,-0.227347676
b0422,-0.16109338
b4505,0.238972457
b0890,-0.133924253
b4525,0.231182884
b3383,0.318866764
b4306,-0.168981257
b3842,-0.157092501
b0005,-0.240480451
b0924,-0.159137867
b3516,0.108908261
b1758,0.123672274
b1265,0.197322637
b2019,-0.392031689
b2802,-0.164628439
b1550,-0.193780422
b3598,0.27742616
b1112,0.232857368
b1037,-0.132363778
b1901,0.345880148
b3863,-0.132169035
b0450,-0.743909073
b0583,0.277581387
b0751,-0.17369336
b0866,-0.142765042
b2148,-0.42289714
b4280,0.133000755
b4053,-0.152621374
b2032,-0.131278083
b2074,-0.221661267
b1382,0.187399356
b0157,-0.20018031
b2831,0.160796813
b3728,-0.263145642
b1079,-0.340504422
b1798,-0.18291895
b0380,0.358361527
b0494,-0.108912034
b2036,0.164415346
b3756,-0.932397546
b1620,0.240337594
b2035,0.106633909
b4322,-0.184882361
b0764,-0.12552004
b2317,-0.085640527
b3757,0.417952076
b0498,0.173768225
b2815,-0.25160854
b4370,0.20000961
b1040,-0.199879817
b2192,-0.142508972
b2419,0.20751003
b4145,0.103753308
b0201,-0.912176572
b0695,0.114269668
b4698,0.229748765
b1018,-0.258038746
b0640,-0.126054719
b1783,-0.15936487
b2542,0.118507453
b3754,-0.14255172
b3012,-0.200109697
b0014,-0.152215049
b0965,0.111117084
b3165,-0.132368957
b4364,-0.241967431
b1605,-0.147332852
b2927,-0.165852783
b4557,-0.19108434
b1341,-0.191583625
b1628,-0.204295799
b2768,-0.249169315
b3928,-0.138394558
b2128,0.19752047
b1198,-0.147906826
b1718,-0.107482605
b2607,-0.144747285
b1781,-0.085498726
b3316,-0.175334243
b4589,0.207224095
b0932,-0.143595999
b3398,-0.101407308
b3959,-0.336970976
b2314,-0.084104111
b0368,0.277490393
b2142,-0.349708352
b1636,-0.178815045
b0624,0.161534017
b0774,0.353644907
b1216,-0.1154512
b1755,-0.218382356
b1174,-0.156585804
b0713,-0.103100445
b2853,0.395106989
b2441,0.101387919
b4493,0.183088997
b3465,-0.092784654
b3608,-0.142236329
b2379,-0.1629886
b3627,0.095702439
b3445,0.168957035
b4515,-0.161857
b4007,-0.8715187
b4187,0.09848506
b0213,-0.094576132
b3318,-0.189327823
b2841,0.156100472
b1822,-0.159619041
b4641,-0.364632199
b4040,-0.150550907
b0020,-0.074428298
b1370,-0.103164339
b2714,-0.191001592
b3917,0.665203673
b2104,-0.304697709
b1532,0.178352433
b3045,0.11691537
b0313,0.192225902
b3921,0.139103864
b0462,-0.118938214
b1511,0.171040321
b3421,0.148864464
b3439,-0.116827402
b1685,0.277671716
b3130,0.07728516
b3616,-0.131675101
b2592,-0.147815346
b2967,0.316659649
b3774,-0.303973827
b0412,-0.134686186
b2053,0.241916384
b2295,-0.10453781
b0638,-0.149498492
b3987,-0.157609471
b2086,-0.106532948
b4483,-0.140870867
b0779,-0.119291089
b3674,0.310889853
b1812,-0.100869439
b3415,-0.169932267
b3798,-0.281328262
b2236,-0.169390196
b4418,-0.106114445
b3224,0.240273201
b3993,-0.5178238
b4046,-0.127888658
b4072,0.366222312
b0298,-0.119869015
b4697,0.200874982
b4267,0.183230139
b3495,-0.134085945
b1044,0.292850303
b1661,-0.189929961
b1021,0.207245241
b0668,-0.179345424
b1608,-0.219549335
b1653,0.149410419
b3009,-0.176202704
b1398,0.187142848
b0858,0.164102322
b2219,0.227483191
b1734,0.134071702
b1531,-0.161053225
b1725,-0.130320865
b4116,-0.355117144
b0010,-0.127875718
b0390,-0.154516723
b1465,0.162121849
b1609,-0.149016025
b2559,-0.165672802
b4016,-0.127534299
b2869,-0.19961617
b2665,-0.113644791
b1053,0.155187545
b0003,-0.203522399
b0445,0.261673744
b0821,-0.133256415
b0966,0.107770347
b3305,-0.149270608
b1326,-0.099190942
b0641,-0.091863873
b2327,-0.11816838
b4188,0.272740189
b0050,-0.099912583
b0739,-0.147552285
b0065,0.146936029
b2628,-0.141518547
b4443,-0.226777431
b0587,0.207289293
b3103,-0.119970431
b4547,-0.146388887
b1946,-0.237551971
b3222,0.132018002
b2007,-0.200242347
b4611,0.191645671
b0078,-0.138412202
b2903,-0.173366224
b2020,-0.29998341
b2605,-0.157309218
b4164,-0.271658333
b0173,-0.084384546
b1177,0.099909539
b2449,0.098838366
b0389,0.131527628
b0859,-0.180736891
b2040,-0.183450691
b4259,-0.150744931
b0778,0.352430091
b0845,-0.115018019
b2433,0.12712319
b2667,-0.185091457
b2103,-0.300521363
b3777,0.169948929
b0466,0.137009063
b1011,0.370492296
b3536,-0.08829832
b0256,0.076376735
b0916,0.10430783
b2979,-0.223444075
b0001,-0.156636138
b3760,0.254314554
b0038,0.159317104
b4348,0.158615108
b0209,-0.086401861
b4319,0.240065856
b4512,0.126968586
b1600,0.221771113
b4353,-0.167246872
b1518,0.144912789
b4613,-0.166532945
b3204,-0.11225191
b0399,0.161026547
b2578,0.142454471
b4566,0.088892556
b3698,-0.194452793
b3727,-0.163541088
b4527,0.358082521
b2621,-0.158362553
b1716,-0.119005226
b1839,-0.082153046
b2804,-0.156978474
b4326,-0.249519946
b2584,-0.19803423
b2622,-0.127826623
b4214,-0.085898014
b0015,-0.127540541
b4573,0.175844889
b0338,0.121347394
b0818,0.156941829
b0198,-0.128822218
b0207,-0.108435491
b4627,0.203244539
b1562,-0.100555537
b4249,0.126411726
b1091,-0.157429301
b4159,-0.097940803
b1997,0.168127024
b0659,-0.094957962
b1919,-0.182999748
b2659,0.260421506
b2501,-0.11230018
b0904,-0.209549591
b2071,0.178286941
b2601,0.390555234
b3105,-0.106296552
b2666,0.166626403
b3557,0.16923644
b3107,-0.103348507
b4318,0.180330847
b3790,-0.133450466
b3885,-0.105111003
b0812,-0.154662413
b3382,0.281475654
b3155,-0.104162441
b2238,0.339693434
b4278,0.13602691
b0962,-0.099932602
b3620,-0.126053102
b0487,-0.069600431
b0694,0.141581671
b1201,0.077082742
b2476,-0.260291037
b1525,-0.109281967
b3069,0.275038449
b2177,0.116435854
b3976,-0.198213297
b0086,-0.0935524
b3602,-0.08491491
b0430,-0.185845811
b0786,-0.133208014
b0126,-0.086888724
b4618,-0.142847296
b3021,0.110172736
b3427,0.15916889
b3799,0.478309071
b2682,-0.131735059
b3466,-0.097600094
b3669,-0.171347439
b2189,0.193602455
b0163,-0.107144488
b0429,-0.174852809
b4342,-0.15062152
b3635,-0.137916371
b2259,0.16739792
b3233,-0.085708121
b0075,-0.232804223
b3990,-0.315805408
b0440,-0.093696068
b2535,0.13047205
b0480,-0.072716955
b1750,-0.124680303
b4504,0.261378279
b2174,-0.186421009
b1250,-0.090754902
b2508,-0.251719193
b3448,0.140616942
b0176,-0.092150302
b2686,-0.110609117
b2824,0.1567735
b4139,-0.125534985
b3623,0.102531151
b1536,-0.129608611
b1129,-0.089521643
b3095,-0.094399249
b3991,-0.302296201
b2011,-0.104381759
b4645,0.402883298
b2135,0.104397908
b4408,0.180551595
b3183,-0.224233264
b1675,0.166278311
b3008,-0.116178369
b2717,-0.188449048
b0404,-0.089052528
b1202,-0.145973557
b1984,0.330692923
b4417,0.205597031
b0753,0.15868958
b2080,-0.095083675
b0448,-0.096195259
b0861,-0.239013876
b3408,-0.261901894
b2126,-0.162261544
b4529,-0.13895497
b1545,0.162470259
b2468,-0.17574097
b3053,-0.078408079
b0325,-0.125899504
b4538,-0.112487183
b1941,0.265695224
b0711,-0.074558694
b1002,-0.118682801
b2877,0.248372988
b3403,-0.159256665
b0964,0.140505499
b0708,0.11460014
b0836,-0.179781585
b1917,-0.125681336
b3249,-0.13805486
b0453,-0.140311528
b2600,0.264839599
b4411,0.206088623
b4382,-0.145491494
b1290,-0.114999444
b1248,0.090136459
b1123,-0.090155536
b3361,0.10950039
b2163,0.204386012
b3716,0.140590503
b0871,-0.140627919
b2786,-0.1355043
b3117,0.312558881
b3518,-0.095220221
b1461,-0.108711992
b2347,0.083827419
b0736,-0.177427629
b3505,0.176246286
b0897,-0.08336814
b0391,-0.109280889
b0596,0.111376322
b2661,-0.086764532
b2210,0.149018892
b2860,0.079079917
b3444,0.158705833
b3797,-0.23282065
b4425,0.32454917
b0652,-0.125445861
b1380,-0.227862033
b2743,-0.073875496
b2735,0.114116689
b4255,-0.122512568
b0829,0.14979516
b1273,-0.093451298
b0901,0.158953096
b2025,-0.16324792
b4387,-0.066116021
b0875,0.123032359
b2250,-0.145182862
b2814,-0.1967296
b1266,-0.076849671
b2378,-0.103921005
b3113,0.193950324
b2672,0.122406817
b0796,-0.197616874
b4673,0.325438021
b1299,-0.103681303
b2844,0.270699563
b3043,0.211122782
b3515,0.155749063
b3414,0.135790195
b2030,-0.108965583
b2790,-0.075824935
b2528,0.090914602
b4006,-0.264978482
b0419,-0.074679441
b0604,-0.073213859
b4542,0.176045533
b1625,-0.152835821
b2052,0.196155801
b0793,0.136245631
b1770,-0.145739745
b4073,-0.256947438
b2404,0.287721016
b2450,0.097939275
b1257,-0.137057213
b4545,0.42531671
b3788,-0.157014753
b0978,0.103371099
b2425,0.556480315
b1849,-0.258999038
b1739,-0.169277102
b2669,-0.183388909
b3116,0.134258286
b0476,0.18396624
b0496,0.084723727
b3497,-0.102239167
b0009,-0.080349736
b0678,-0.113536766
b2267,0.065087266
b0052,-0.099376983
b1114,-0.125802627
b0566,0.197562549
b1036,0.182244387
b3205,-0.111393975
b4163,-0.206358086
b0848,0.174001724
b3855,0.857782864
b0974,0.199238561
b0315,0.114445892
b0828,0.159456428
b1743,-0.123298075
b2401,0.263150906
b3206,0.12359188
b0605,-0.124116813
b2819,-0.099558518
b4290,0.130837358
b1896,-0.150592124
b3748,0.22803609
b2777,0.106249185
b1996,-0.212500074
b0516,0.109879758
b0056,0.087698849
b1462,0.206661104
b3884,-0.178259603
b3742,-0.124638508
b2068,-0.070328485
b1729,0.271653122
b2691,-0.28228396
b2105,0.127896812
b2331,-0.097028308
b1082,-0.124651498
b2440,0.088240514
b3693,-0.118131536
b3924,-0.066820505
b2597,-0.091032377
b3315,-0.122220713
b1926,0.185352772
b2178,0.085770742
b2521,-0.077491078
b3817,0.164606716
b4273,0.07689563
b0092,-0.067356294
b1449,0.08768927
b3168,-0.115234515
b4071,0.282742544
b3304,-0.107349064
b0443,-0.133784005
b4178,-0.100680829
b4625,1.45267433
b1051,-0.069043223
b4474,0.175440818
b0485,0.159057418
b0622,0.152380748
b1507,0.09965991
b4456,0.145640883
b1639,-0.073640227
b0956,-0.064470881
b0352,-0.06952115
b3430,-0.085631441
b0855,-0.164367327
b0489,-0.105731793
b3362,0.091498341
b2366,-0.093802246
b4437,0.181699161
b0409,-0.092053475
b4271,-0.069391581
b4518,0.13080509
b3522,0.088655613
b1144,-0.107089271
b4536,0.135655505
b4135,-0.069858278
b1988,-0.24096696
b0275,0.133522271
b1293,-0.119463988
b0123,-0.222510114
b1131,-0.174811948
b0153,-0.119303556
b2742,0.15136008
b3688,-0.143852511
b0060,0.084450681
b4381,-0.124115835
b0459,-0.12609543
b4241,-0.092794957
b1902,0.163247511
b4403,-0.096343817
b4561,0.193431739
b3455,-0.103005934
b2160,-0.110769225
b0795,0.137601295
b4210,0.155660618
b3796,-0.201523363
b4596,-0.117194801
b1881,0.127727541
b2475,-0.057176504
b3290,-0.106863667
b2018,0.204746636
b2290,-0.069090751
b0992,-0.124094525
b4240,-0.153416502
b4472,0.092773612
b3629,0.086072218
b0304,0.106224258
b0814,-0.138712944
b1252,-0.168505519
b2674,0.14864914
b2154,-0.089235943
b4118,0.158037897
b1399,0.082841838
b2218,-0.116579968
b3995,-0.180625924
b1055,-0.154096801
b3277,0.235145905
b1549,0.177357389
b3276,0.297781303
b2216,-0.087049015
b2015,0.093332736
b0903,-0.183668961
b3474,0.090882274
b1110,0.105073054
b1483,-0.11684851
b2169,-0.09814781
b4528,-0.932529232
b0495,-0.070546145
b1096,-0.076531365
b1523,0.109908267
b2179,0.100601005
b4582,-0.236015632
b2668,-0.10548052
b3696,0.088702569
b4498,0.114635508
b1842,0.127118007
b4569,0.167201938
b2692,-0.259491076
b3828,0.183456717
b3268,-0.218664227
b0702,0.125680483
b2125,-0.118443502
b4686,-0.090076448
b4511,0.123670141
b1162,-0.081589724
b3429,-0.084114731
b1492,0.15936096
b1820,-0.128644333
b3010,-0.116028001
b0900,-0.080886429
b1836,0.114497035
b2088,-0.088733629
b0988,0.146335896
b2150,-0.33298029
b3425,-0.123742565
b4140,0.167345055
b3456,-0.091172298
b1047,-0.116480049
b0373,-0.082237968
b4070,-0.1607805
b0830,0.105606819
b1328,0.086935972
b1594,-0.106270491
b2187,-0.062643922
b2627,-0.107650789
b3258,-0.098384073
b0597,0.08731842
b2037,0.111186102
b4428,-0.10717172
b0846,0.095101904
b1590,-0.084813905
b3487,-0.060742523
b1566,0.113269457
b4429,-0.162618048
b4454,0.156446649
b0394,-0.082067969
b0579,-0.097987023
b2144,-0.138174507
b4092,0.10054774
b4268,0.19240902
b3992,-0.29979926
b0033,0.180244382
b0832,0.102510991
b2606,-0.104164531
b2929,-0.067599643
b3892,-0.063873988
b1431,-0.105689361
b1611,-0.092884767
b2660,0.069602104
b0958,-0.069067212
b4672,0.195762163
b1666,0.196460239
b3707,-0.277355399
b3291,0.071226005
b3570,0.120846783
b1493,0.159309665
b1975,0.195136957
b2556,0.047869309
b4127,-0.082276186
b3267,-0.099825874
b0570,0.089393918
b0162,-0.152498535
b4597,-0.097686614
b4125,-0.05008985
b0536,-0.10713685
b2527,-0.072977453
b4168,-0.074891232
b0337,-0.108509466
b3662,0.093317709
b3032,0.121066851
b2414,0.19286928
b0066,0.151424723
b2181,-0.104813268
b4455,0.483645759
b0288,0.069195
b0917,-0.073536163
b0093,0.057679649
b0293,-0.071770787
b0886,-0.094363754
b0543,-0.065706066
b2245,0.087332554
b4480,-0.085758925
b1814,-0.119459184
b1768,0.063819349
b2732,0.109690734
b1260,-0.073439597
b2963,-0.103723176
b0067,0.114431333
b3125,0.094669624
b4670,0.208660425
b4003,0.091158725
b0233,0.109106442
b3703,-0.115233114
b1070,-0.104490008
b2307,-0.089801206
b0464,-0.07520946
b0248,0.07751077
b3886,0.056132158
b0857,0.129087612
b0885,-0.059794603
b1726,-0.045773532
b2000,-0.083422907
b3453,0.14304095
b1649,-0.084475946
b2928,-0.056333537
b0798,0.155597569
b3073,-0.119514125
b3044,-0.068796586
b2673,0.1320433
b3556,-0.114800525
b2670,-0.18204803
b1102,-0.142705133
b2214,-0.106441571
b2403,0.204580678
b1139,-0.098638825
b1279,-0.056637644
b1342,0.050504792
b3622,0.09919196
b0831,0.091380484
b2766,0.136468028
b1855,0.113060999
b1724,0.078030921
b3668,0.114444897
b1297,0.161004794
b0124,0.083524263
b1321,-0.079260823
b2256,0.088998976
b3351,0.091587352
b1219,-0.084144246
b4217,0.118264214
b1481,0.188665147
b4056,-0.067342873
b2969,0.113975403
b0582,0.069294543
b3939,-0.096173253
b1291,0.086435926
b4008,-0.177333276
b0208,-0.094912553
b2260,-0.110775181
b4060,0.11615859
b0094,-0.047855337
b4030,-0.192417148
b2038,0.112897558
b4020,-0.079512867
b0972,0.151504192
b3356,-0.081384616
b1397,0.110325753
b0670,-0.111739494
b4385,-0.126789651
b1585,0.088548036
b2664,-0.051700078
b1427,-0.108141571
b4535,0.117246759
b1918,-0.100410839
b3462,-0.053186662
b4647,0.361563422
b0869,-0.086186716
b0171,-0.067199623
b2816,-0.153929579
b3006,-0.115811034
b4354,0.168316031
b0555,0.086312652
b4439,0.187242874
b2713,-0.147227783
b1945,0.151967976
b1243,-0.128894746
b2342,-0.162460181
b3171,0.21021291
b2112,0.074900954
b0522,-0.269367187
b4667,1.693685366
b2899,-0.067305733
b2958,-0.087568195
b1987,0.188287864
b2143,-0.104223344
b4450,0.076453545
b4431,0.195750392
b0148,-0.033811078
b0158,-0.078982418
b2618,-0.109926395
b3714,-0.137929818
b3163,0.043883749
b3428,-0.093234499
b4191,-0.052756313
b1541,-0.099119312
b1805,-0.128678389
b0191,-0.067265556
b4487,0.074368024
b2586,-0.067107492
b0558,0.201920889
b3654,-0.259663841
b1013,0.084163579
b1179,-0.055343113
b3852,0.186520818
b0155,-0.049382813
b1135,-0.084530113
b0876,0.059899694
b0884,-0.102350007
b0925,-0.056422753
b2496,-0.080148342
b0446,-0.061418867
b1533,0.101374849
b2990,-0.092763856
b2136,0.070753819
b2442,-0.063776412
b2722,0.156847992
b4407,-0.203517569
b0468,-0.059701905
b0090,-0.054331569
b2866,0.083593439
b4281,0.130739777
b1429,0.045808342
b1488,0.225682907
b0307,-0.08534669
b2085,0.131495269
b0755,0.108171046
b0899,0.135334385
b4593,0.122814142
b1586,-0.108823177
b2560,0.080347148
b3607,-0.055947226
b3467,-0.068825976
b0069,-0.068767645
b3247,0.067899328
b4422,0.139275772
b1626,-0.057192916
b2536,-0.065032151
b3343,0.063449413
b1696,-0.063334014
b3872,0.115381397
b0594,-0.122178346
b3517,0.108200095
b0024,0.073696106
b1396,0.130921607
b2466,0.055672788
b4292,-0.124226462
b2499,-0.267008657
b3954,-0.082335883
b0672,-0.092476485
b1020,0.110050335
b1932,-0.067306768
b4227,0.166673856
b2833,0.070400509
b3364,0.120958856
b2500,-0.0976033
b2803,0.062954445
b3302,-0.059416654
b2864,0.161146618
b1553,0.162860535
b3059,-0.061552926
b4470,-0.052567777
b2318,0.057231744
b4093,0.09845119
b3501,0.098529169
b0744,-0.114897646
b4638,0.089321017
b1445,-0.11572799
b1601,0.083037284
b4064,-0.162213678
b0581,-0.062818856
b0707,0.097347721
b0880,-0.074041291
b1591,-0.05491795
b4664,1.287973219
b0245,0.070671833
b2130,0.093655585
b2326,-0.059563467
b2582,-0.096932558
b0200,-0.047721752
b1528,0.069035396
b2809,0.121261901
b3651,-0.080764063
b0995,0.060604316
b1474,-0.090136615
b3014,0.091839236
b2399,-0.083199361
b0281,0.034679326
b0584,-0.087387689
b0743,-0.111737246
b4351,-0.042760671
b3829,-0.100899406
b0016,0.048976192
b1668,-0.085948789
b1910,-0.13053813
b3460,-0.086345188
b1992,0.080030788
b0856,0.118348384
b1592,0.077055179
b1956,0.032531533
b2099,0.041412738
b4320,0.078947721
b0187,-0.049721613
b1795,-0.057756031
b2696,-0.050193949
b1444,-0.052254686
b0081,0.046404494
b0272,-0.098033112
b2545,0.049898045
b3406,-0.05431812
b0186,-0.065155095
b1042,0.072138853
b0329,0.042512664
b0427,-0.053277258
b0749,0.18149578
b1627,-0.090341728
b2220,0.08341062
b2781,-0.040784016
b4568,0.044848468
b4013,0.10925744
b0266,-0.055515073
b3839,-0.063201225
b1119,-0.054858191
b2822,-0.040993236
b2861,-0.045942924
b3555,-0.06106974
b2155,0.141607499
b4430,0.118352187
b4690,-0.073675659
b4712,0.084814343
b4516,-0.082894046
b4357,0.094140335
b1659,-0.037204208
b0586,0.059649043
b1145,0.042027286
b0216,0.181180952
b2865,-0.034150149
b1244,-0.108733259
b3203,-0.048250799
b2539,0.113823301
b3179,-0.036417798
b3261,-0.110348539
b0280,0.123853439
b0559,0.080843931
b4687,0.10422723
b1563,0.032651353
b3243,-0.051266154
b0047,-0.05240702
b1206,-0.040895414
b2311,-0.081275637
b3893,0.07718554
b3946,-0.082409355
b4298,0.082681678
b1085,-0.060989667
b3890,-0.088880146
b1678,0.0601744
b2617,-0.051829637
b1920,0.137852329
b0418,0.037166397
b2912,-0.041693757
b0250,-0.042717626
b0442,-0.06046847
b4457,-0.117098691
b4323,0.044578208
b2067,-0.042001846
b3300,-0.043213802
b0142,-0.067677363
b1478,-0.043668788
b1840,-0.036635332
b3106,-0.062266379
b4551,-0.058553706
b3621,-0.052249532
