Blattner,log2FC(yggS/WT_20nM PN)
b0685,0.49023339
b3787,-0.163508756
b1340,0.013411164
b2389,0.173347588
b3129,-0.041680641
b0598,-0.068376345
b1217,0.486140804
b2775,-0.075860344
b0852,-0.059576507
b0687,0.105601927
b1195,0.54873863
b3911,-0.263426063
b1438,-0.163705784
b1705,0.073068283
b3118,0.557775686
b4458,-0.290187886
b2524,0.098786953
b3350,0.381395625
b0712,0.076856475
b1066,0.072118923
b3566,0.546113881
b2253,0.633110507
b2102,-0.011584084
b4386,-0.080258006
b2894,-0.005738438
b2215,-0.295137667
b0589,-0.300071372
b0249,0.084100336
b2739,0.176640538
b2925,-0.791223247
b4269,0.0121271
b3348,-0.118496075
b3355,-0.069486238
b3844,0.102233775
b3994,-0.673819578
b3202,0.075341544
b1194,0.371373745
b3677,0.078045968
b2252,0.332918222
b3470,-0.298886357
b1827,-0.073857889
b2745,0.042745483
b3238,0.238112862
b0375,0.411690639
b1552,-0.383355335
b3475,0.117669132
b2258,0.300605046
b1358,-0.195044436
b2417,-0.64716022
b4141,-0.265565893
b1565,0.280038613
b0554,0.486876786
b1571,-0.119637097
b2075,0.114020873
b4252,-0.500999366
b2706,0.035542987
b1362,0.36381019
b2875,0.368823353
b2907,-0.15217927
b1167,0.133705113
b4237,0.428495446
b1322,-0.415218816
b0504,0.138029752
b2519,-0.122053971
b3280,-0.077202486
b0055,-0.249275868
b3894,0.495226957
b3292,-0.01922477
b1088,-0.096191631
b3711,-0.011057764
b0851,0.103987145
b2413,-0.161320376
b4447,0.517910501
b1491,-0.40439858
b1713,-0.259335221
b2305,0.382500449
b2370,-0.149583654
b1452,-0.54110536
b1469,0.594510807
b3230,-0.481888063
b4577,-0.051517492
b3830,0.403322595
b0644,0.27480803
b1113,-0.001395493
b0999,-0.333796893
b0938,0.188235409
b1651,-0.445404445
b2744,0.196622622
b1524,0.008283474
b1843,0.060762643
b2593,-0.195862994
b1557,0.315861603
b1756,-0.621530518
b1697,-0.021636887
b0564,-0.137563203
b0630,0.016578436
b1451,-0.023707081
b1583,0.004908891
b2432,0.153168393
b4517,0.433628145
b3293,-0.089037373
b1180,0.23149755
b4575,0.080029739
b4165,-0.08201102
b2369,0.097866958
b0957,-0.386631322
b0867,-0.026782074
b3810,0.30021781
b2741,0.191585003
b0527,0.148246477
b4194,-0.076835936
b3936,-0.021951037
b1090,-0.061359062
b2235,0.424652553
b3033,-0.053684773
b1054,-0.468992558
b1793,0.212704255
b0228,0.06166879
b3312,-0.31661274
b2184,-0.09903334
b2782,0.164520217
b3862,0.210701859
b1064,-0.243551508
b1904,0.966893236
b3321,-0.404183607
b0600,-0.446771322
b4376,0.385599856
b0032,-0.876012225
b2573,0.075952874
b3568,0.115629424
b2473,-0.241672403
b1990,0.32581413
b3838,-0.079017739
b1049,-0.33849285
b1631,0.272949434
b3313,-0.331825693
b1519,0.17256812
b0274,0.270845411
b2194,-0.830964105
b2127,0.943083532
b0502,0.229316279
b2716,-0.040556432
b4090,0.074893884
b0664,-0.221237857
b2158,-0.220079893
b2525,0.071256294
b1808,-0.246334172
b3753,-0.209916508
b4248,0.733420929
b1421,0.368413002
b1986,0.367782983
b2006,-0.003532254
b3058,-0.240262981
b2416,-0.729675229
b1853,-0.296729646
b0721,0.469190626
b3857,0.115524803
b0299,-0.099339236
b0023,-0.384914492
b0002,0.377010375
b1314,-0.216979533
b3065,-0.317575853
b3538,0.116901906
b0704,-0.19329459
b3153,0.357686188
b3712,-0.049057383
b0458,0.651302619
b1655,0.324982161
b4587,-0.030256728
b3689,-0.024452063
b2272,0.105523197
b1189,0.523591651
b2705,-0.917236835
b0806,-0.10360636
b4035,0.548477674
b1792,-0.106740478
b1374,0.873585405
b1763,-0.185464239
b1887,0.331425866
b0804,0.751696866
b2579,-0.509593793
b3471,-0.542024637
b4121,0.263570503
b2175,-0.111704667
b4301,0.031361296
b4592,-0.204360931
b4436,0.143853179
b3174,0.260973177
b2779,-0.734994809
b1347,-0.336401387
b3835,-0.099980359
b0219,0.099620626
b2254,0.155138132
b3610,-0.013252572
b2091,-1.562700593
b1573,-0.038421816
b2173,-0.084733855
b0030,-0.160069944
b1925,-0.101966592
b2736,0.264771703
b1289,-0.194061764
b2182,-0.28458655
b1834,-0.280669647
b1345,0.125354346
b1618,-0.089564885
b3866,0.14208334
b1564,-0.032310968
b4211,-0.214627144
b2303,0.179375636
b0330,0.674341811
b2531,0.069234499
b3761,0.205835428
b0758,-0.346531535
b3845,0.639322488
b0724,0.827718859
b0959,0.202221605
b1220,-0.064728772
b3314,-0.361799233
b3387,-0.084617697
b2185,-0.297621504
b1305,0.210649156
b1582,0.208202467
b2424,-2.346681129
b2793,0.295134207
b1977,0.097807384
b0258,-0.107317386
b3358,-0.490061835
b1813,-0.196585848
b3457,-0.319726656
b3294,-0.079953241
b4209,0.016287005
b3486,0.439910626
b1213,0.092968557
b1294,-0.27327255
b1298,0.601559534
b3630,0.165499516
b1258,0.544224282
b3154,0.328378344
b0070,0.406575144
b2752,-2.549817981
b0328,0.160649666
b3671,-0.042808627
b3887,-0.013645182
b2880,0.029305792
b2013,-0.987998048
b4413,0.049454947
b3320,-0.444333704
b1303,0.063382594
b2868,0.071691584
b4195,0.004103036
b3319,-0.491489593
b2895,-0.055762518
b1957,0.670178572
b2409,0.224092342
b0505,-0.176830231
b0849,-0.062360146
b4679,0.112669724
b0991,0.458877046
b0018,1.710843459
b1065,0.415065884
b1833,0.103917976
b4189,0.067956378
b1118,-0.236701122
b2662,-0.289891058
b4310,0.330020977
b4067,0.64950564
b3468,0.009909484
b0268,-0.573397243
b0715,0.010652159
b3831,0.156582579
b3083,0.452960457
b1433,-0.155216062
b3333,0.172696217
b3704,0.052374985
b0103,0.203268824
b4444,0.148951363
b3459,0.39908859
b2676,0.18436987
b3110,0.002681765
b4305,0.197031552
b3806,-0.167049566
b1270,0.139926866
b2436,-0.268118631
b1060,0.188637575
b1970,0.323313048
b1089,-0.249457116
b3225,-0.862480249
b0773,-0.09847787
b4424,0.333106982
b2063,-0.294041992
b2811,0.08299854
b4254,-0.564515453
b3311,-0.265835185
b4708,0.25931019
b1084,-0.354948373
b1442,0.12340722
b1551,1.382927666
b1253,-0.113712102
b3432,-0.122132624
b1231,0.696585635
b4057,-0.21071095
b3968,-1.917407414
b3090,0.105641354
b0451,-0.410956325
b2239,0.20830155
b3133,0.126643353
b0114,0.067445258
b1327,0.06045301
b1940,0.996952004
b2830,-0.001449091
b2923,-0.687781075
b2558,-0.103846661
b3317,-0.460402733
b1071,0.210742551
b0968,0.083835485
b0182,0.173454456
b0461,0.576260276
b4396,0.152685786
b4451,0.096381198
b4393,0.129311502
b3804,0.057955419
b2244,-0.02340973
b1278,0.101176354
b0324,-0.036855079
b4089,-0.28589983
b3601,0.658041232
b3766,0.075426452
b0805,0.380688432
b4609,0.051440004
b4239,-0.266129954
b2242,-0.249338847
b1130,-0.181637764
b1287,-0.899647717
b2165,-0.105871508
b1841,0.014818118
b4256,0.114795407
b3661,-0.22664561
b4440,-0.135277882
b3550,-0.104125273
b3851,-1.893377177
b2616,0.15484806
b4025,-0.673480462
b4595,0.082619784
b0150,-0.257658324
b0265,0.159236376
b4532,0.165879937
b1632,0.054513454
b2683,-0.303201219
b3561,0.187995229
b1426,-0.199475142
b1732,-0.121885261
b1434,-0.052568409
b1614,-0.297002062
b2520,-0.128332817
b3402,0.108617152
b0021,0.232692572
b2591,-1.887957721
b0167,-0.027626228
b3278,-1.861912157
b4578,0.176762186
b2748,0.120922373
b3299,-0.197203058
b2792,0.114232992
b3552,0.020643054
b1610,-0.048261314
b2764,-2.534772946
b1024,-0.060542339
b0037,-0.1072135
b0215,0.100869628
b2024,-1.170097604
b0422,0.080833442
b4505,0.387340448
b0890,-0.270420983
b4525,0.305361943
b3383,0.150426338
b4306,-0.078177789
b3842,0.209219179
b0005,1.15625903
b0924,-0.150040661
b3516,0.638360153
b1758,0.170842986
b1265,0.055728674
b2019,-0.691757467
b2802,-0.493480632
b1550,-0.034247863
b3598,0.940732369
b1112,0.166961374
b1037,-0.279802671
b1901,0.152600922
b3863,-0.279301767
b0450,-0.140474766
b0583,0.03470048
b0751,-0.081225004
b0866,-0.065871249
b2148,0.647157719
b4280,-0.430678967
b4053,-0.015152575
b2032,-0.273507659
b2074,0.103696003
b1382,0.244395796
b0157,-0.186317809
b2831,0.109594804
b3728,0.774032835
b1079,0.275473182
b1798,0.255847585
b0380,0.523453472
b0494,0.180224869
b2036,-0.099841935
b3756,-1.847797033
b1620,-0.02180512
b2035,-0.094035435
b4322,-0.248035549
b0764,0.116211406
b2317,0.185003397
b3757,1.035076871
b0498,0.127794426
b2815,-0.2779098
b4370,-0.213159942
b1040,0.064651866
b2192,0.01988815
b2419,0.131296491
b4145,0.116713632
b0201,-1.827600164
b0695,-0.046096665
b4698,-0.162743726
b1018,-0.190289016
b0640,0.153582466
b1783,0.419421746
b2542,0.105021908
b3754,0.015182442
b3012,-1.040337014
b0014,-0.86801851
b0965,-0.172201843
b3165,-0.139805665
b4364,0.235587382
b1605,-0.304175661
b2927,-0.247049027
b4557,0.054055402
b1341,0.097838941
b1628,-0.250392233
b2768,-0.002829617
b3928,-0.112383442
b2128,0.224882286
b1198,-0.403586825
b1718,-0.164042349
b2607,-0.245865885
b1781,-0.066232409
b3316,-0.402811046
b4589,0.173371604
b0932,-0.14113413
b3398,-0.057940247
b3959,-0.647568486
b2314,0.009373256
b0368,0.030514654
b2142,-0.221483333
b1636,-0.092176861
b0624,0.165239543
b0774,-0.450146696
b1216,-0.124510044
b1755,-0.713551579
b1174,-0.171715915
b0713,0.226253823
b2853,0.464640262
b2441,0.211114699
b4493,-0.015558819
b3465,-0.108875754
b3608,-0.26606704
b2379,0.381023626
b3627,0.019626729
b3445,0.226180014
b4515,-0.160864838
b4007,-1.677186962
b4187,0.3305932
b0213,0.162987555
b3318,-0.504697766
b2841,0.016736682
b1822,-0.229827588
b4641,0.723135886
b4040,0.101801447
b0020,0.285637057
b1370,-0.34555844
b2714,0.297787714
b3917,-0.888730591
b2104,-0.582934998
b1532,0.395569611
b3045,-0.126367128
b0313,0.406909533
b3921,0.376751782
b0462,-0.117124326
b1511,-0.029595263
b3421,0.227658726
b3439,-0.24647565
b1685,-0.494131259
b3130,0.01839696
b3616,0.128956887
b2592,-0.685613971
b2967,-0.088323746
b3774,-0.924514307
b0412,0.322807128
b2053,-0.287210243
b2295,-0.133512858
b0638,-0.251123525
b3987,-0.106974337
b2086,0.299841494
b4483,-0.43421823
b0779,-0.12498011
b3674,0.161637757
b1812,-0.115545243
b3415,-0.489241144
b3798,0.058715725
b2236,0.379676703
b4418,-0.023431721
b3224,-0.138122825
b3993,-0.607238208
b4046,-0.130134599
b4072,0.398444044
b0298,0.042644911
b4697,-0.018473184
b4267,0.136337901
b3495,0.242506945
b1044,0.63972777
b1661,-0.287902997
b1021,-0.200893137
b0668,-0.024117712
b1608,-0.194881282
b1653,-0.212438319
b3009,0.214658137
b1398,0.217208582
b0858,0.210390268
b2219,0.266726196
b1734,-0.082080667
b1531,-0.109468131
b1725,-0.163892934
b4116,-0.284048895
b0010,-0.198463046
b0390,0.165222735
b1465,-0.322504787
b1609,-0.681286851
b2559,-0.176782673
b4016,0.046369161
b2869,0.079808118
b2665,0.036033579
b1053,-0.216538505
b0003,0.627077819
b0445,-0.301321257
b0821,0.38432739
b0966,-0.168829675
b3305,-0.223948025
b1326,0.018423755
b0641,0.037732379
b2327,-0.14979787
b4188,-0.11897484
b0050,-0.147797157
b0739,-0.065782328
b0065,0.175239863
b2628,-0.060570604
b4443,0.393660158
b0587,0.019820009
b3103,0.522699265
b4547,0.106571127
b1946,-0.000737251
b3222,0.03595653
b2007,-0.502495736
b4611,0.52134441
b0078,-0.291450344
b2903,0.974808778
b2020,-0.810699551
b2605,-0.006533016
b4164,0.04385236
b0173,0.085941493
b1177,0.045011783
b2449,0.200344956
b0389,0.375275508
b0859,-0.381613374
b2040,-0.062659194
b4259,-0.110867061
b0778,-0.136319376
b0845,0.110465686
b2433,0.266250055
b2667,-0.122084184
b2103,-0.663815454
b3777,0.422026648
b0466,0.448263421
b1011,-0.219866701
b3536,0.296073685
b0256,0.048800237
b0916,0.092931084
b2979,0.773157133
b0001,0.09301924
b3760,0.229762438
b0038,-0.203475644
b4348,0.110603765
b0209,0.15023107
b4319,-0.31588033
b4512,-0.117950875
b1600,0.182101984
b4353,0.095503482
b1518,-0.248527953
b4613,-0.286785047
b3204,0.048721674
b0399,0.324651436
b2578,0.02387708
b4566,0.161100405
b3698,0.50658577
b3727,0.381983126
b4527,0.030382847
b2621,-0.311527141
b1716,-0.329166251
b1839,-0.146674466
b2804,0.355716689
b4326,0.060811818
b2584,0.023975592
b2622,0.274473505
b4214,0.096503326
b0015,-0.306895576
b4573,-0.105412437
b0338,-0.237802178
b0818,0.374661687
b0198,-0.379958372
b0207,0.067747369
b4627,0.077150153
b1562,-0.214729445
b4249,0.228848633
b1091,0.207435769
b4159,-0.149622134
b1997,-0.227761835
b0659,-0.190772777
b1919,-0.362581179
b2659,0.884062697
b2501,-0.24040214
b0904,-0.440454238
b2071,0.202053579
b2601,-0.400621815
b3105,0.116867981
b2666,0.378272069
b3557,0.210361837
b3107,0.021325391
b4318,-0.347225878
b3790,-0.335539427
b3885,0.339511912
b0812,-0.154821908
b3382,-0.202738591
b3155,0.04213762
b2238,0.004141631
b4278,0.033535501
b0962,-0.2402064
b3620,-0.303958416
b0487,-0.079331893
b0694,0.127586191
b1201,0.018670351
b2476,-0.791965437
b1525,-0.31576957
b3069,-0.448332266
b2177,0.167632526
b3976,0.176540297
b0086,-0.088172688
b3602,-0.042455868
b0430,0.678341629
b0786,-0.300378157
b0126,-0.10871493
b4618,-0.243297721
b3021,0.418736686
b3427,-0.326133546
b3799,0.375143445
b2682,-0.223396476
b3466,-0.177417102
b3669,-0.303782288
b2189,-0.43936761
b0163,0.211124868
b0429,0.612217059
b4342,0.425503669
b3635,-0.038549086
b2259,0.323260891
b3233,0.008470463
b0075,0.629301959
b3990,-0.710771534
b0440,-0.41192329
b2535,0.16590375
b0480,-0.099608078
b1750,0.011916846
b4504,0.299042678
b2174,-0.336433868
b1250,-0.079629183
b2508,-0.589549919
b3448,0.347192096
b0176,0.061804246
b2686,-0.370308056
b2824,0.151325894
b4139,-0.290420234
b3623,-0.039016827
b1536,-0.132020164
b1129,-0.300866017
b3095,-0.028437535
b3991,-0.518042247
b2011,-0.289729008
b4645,0.871632928
b2135,0.223271906
b4408,-0.475180618
b3183,-0.065955765
b1675,0.309252144
b3008,-0.665357462
b2717,0.169338259
b0404,-0.007099132
b1202,-0.617870089
b1984,-0.111233519
b4417,-0.15668111
b0753,0.444697989
b2080,0.322026679
b0448,-0.247302933
b0861,-0.152071305
b3408,-0.317076102
b2126,-0.114458082
b4529,0.247603526
b1545,0.567221136
b2468,-0.075856275
b3053,-0.084175913
b0325,-0.662103617
b4538,-0.177534335
b1941,0.341107502
b0711,0.087422511
b1002,-0.465671794
b2877,0.519950563
b3403,-0.295168527
b0964,0.541308887
b0708,0.219678824
b0836,0.020868492
b1917,-0.19378034
b3249,0.038684468
b0453,0.302212409
b2600,-0.651161503
b4411,0.352633917
b4382,0.183155118
b1290,-0.454132149
b1248,-0.046933791
b1123,0.2060518
b3361,0.427044912
b2163,0.115772855
b3716,0.456758967
b0871,-0.304435813
b2786,-0.318600381
b3117,0.458396688
b3518,-0.03648334
b1461,-0.008048363
b2347,0.452029382
b0736,0.503170856
b3505,0.23654369
b0897,-0.090753425
b0391,-0.104972781
b0596,-0.322488497
b2661,-0.307744725
b2210,0.044420465
b2860,-0.162307038
b3444,0.121451822
b3797,0.116415382
b4425,0.273062017
b0652,-0.243938638
b1380,-0.64591116
b2743,0.11078497
b2735,0.274181356
b4255,-0.352356273
b0829,-0.176825489
b1273,-0.255080849
b0901,0.134491366
b2025,-1.345354337
b4387,0.212636191
b0875,0.400467725
b2250,0.177583612
b2814,-0.275981909
b1266,-0.174380399
b2378,-0.126953805
b3113,-0.006875124
b2672,-0.187249579
b0796,0.245403945
b4673,0.186828617
b1299,0.340989194
b2844,0.462990316
b3043,-0.413018611
b3515,0.24479889
b3414,-0.066877625
b2030,0.004527078
b2790,-0.052804245
b2528,-0.107895805
b4006,-0.573503673
b0419,-0.379079876
b0604,0.093155317
b4542,0.382790979
b1625,0.978493402
b2052,-0.228417436
b0793,-0.16212759
b1770,0.025050189
b4073,0.24284004
b2404,0.132864117
b2450,-0.036432401
b1257,0.538870652
b4545,0.654049812
b3788,-0.146563489
b0978,-0.137566306
b2425,-2.75189412
b1849,-0.538985002
b1739,-0.269741574
b2669,0.117956462
b3116,-0.236350128
b0476,-0.095470379
b0496,-0.156258419
b3497,0.196602717
b0009,-0.019222703
b0678,-0.552115041
b2267,0.085165328
b0052,-0.007455808
b1114,-0.546453623
b0566,0.157629217
b1036,0.566810084
b3205,-0.139310436
b4163,0.04257493
b0848,-0.197352799
b3855,-1.07291291
b0974,-0.36390654
b0315,0.339792684
b0828,-0.415041106
b1743,0.180016715
b2401,0.098097109
b3206,-0.141946014
b0605,-0.494716425
b2819,-0.428438797
b4290,-0.171147792
b1896,0.041103498
b3748,0.258181712
b2777,0.260449472
b1996,-0.175764726
b0516,0.06633257
b0056,0.1099861
b1462,0.099374172
b3884,0.292593874
b3742,0.203050557
b2068,-0.054082017
b1729,-0.606107236
b2691,0.106060824
b2105,0.262637512
b2331,-0.160993539
b1082,0.283149324
b2440,-0.019901686
b3693,-0.43575485
b3924,0.024422592
b2597,-0.070645902
b3315,-0.395878379
b1926,0.24169548
b2178,-0.068674342
b2521,-0.032424776
b3817,0.35201516
b4273,-0.144939692
b0092,-0.395913649
b1449,0.202956325
b3168,0.009490483
b4071,0.370345927
b3304,-0.113263437
b0443,0.640174793
b4178,0.556981784
b4625,1.082839236
b1051,0.467589981
b4474,-0.144548112
b0485,0.211971527
b0622,0.171682084
b1507,0.06597149
b4456,0.008531025
b1639,-0.147673869
b0956,0.096468957
b0352,0.154761028
b3430,0.030863901
b0855,0.322275067
b0489,-0.069920308
b3362,0.493500253
b2366,-0.219968656
b4437,0.207153379
b0409,-0.16280815
b4271,0.135733793
b4518,0.126781251
b3522,0.445076005
b1144,0.22446388
b4536,0.466668905
b4135,0.220649019
b1988,-0.295663421
b0275,0.162523107
b1293,-0.24192863
b0123,-0.351863376
b1131,-0.318162039
b0153,-0.311560714
b2742,0.691447208
b3688,0.062510307
b0060,-0.07277313
b4381,0.270025142
b0459,0.310950252
b4241,0.115159491
b1902,0.140234026
b4403,0.364845583
b4561,0.132515389
b3455,-0.304834315
b2160,-0.295712378
b0795,0.481283518
b4210,0.561499117
b3796,0.250815794
b4596,0.420974623
b1881,-0.260404629
b2475,0.22264582
b3290,-0.049908064
b2018,-0.088715209
b2290,-0.354441046
b0992,0.081914352
b4240,-0.631975728
b4472,-0.303520133
b3629,0.151438403
b0304,-0.399338579
b0814,-0.398385426
b1252,-0.151486238
b2674,0.169534158
b2154,-0.288514352
b4118,0.2516822
b1399,0.267554495
b2218,-0.353000617
b3995,0.482451526
b1055,-0.191502966
b3277,0.720010499
b1549,-0.226957747
b3276,0.276099517
b2216,-0.189999316
b2015,0.012426495
b0903,-1.179792686
b3474,0.532806049
b1110,0.266132631
b1483,0.105883313
b2169,-0.351877057
b4528,-0.8951736
b0495,0.01603592
b1096,0.115850527
b1523,0.112202458
b2179,-0.122207253
b4582,-0.046552529
b2668,-0.197686087
b3696,0.023146463
b4498,-1.488152244
b1842,0.133221848
b4569,0.615371235
b2692,0.214361112
b3828,-0.841201024
b3268,0.489379505
b0702,-0.908144436
b2125,-0.20642769
b4686,-0.415647649
b4511,-0.206058681
b1162,-0.100351246
b3429,-0.122018651
b1492,-0.871575742
b1820,-0.951177066
b3010,-1.077322773
b0900,0.297095648
b1836,-0.529189106
b2088,0.027364852
b0988,0.37092503
b2150,0.346873595
b3425,0.544830799
b4140,-0.06749893
b3456,-0.386155777
b1047,-0.416754829
b0373,-0.017038098
b4070,0.306370252
b0830,0.208933031
b1328,0.152488711
b1594,0.032970902
b2187,0.220415974
b2627,-0.226863848
b3258,-0.001302654
b0597,-0.299046701
b2037,-0.011943034
b4428,-0.443502611
b0846,0.147805044
b1590,-0.484952873
b3487,0.426514017
b1566,0.432350062
b4429,-0.059973061
b4454,0.441609156
b0394,0.270655681
b0579,-0.048667605
b2144,0.268370085
b4092,0.262703747
b4268,0.546011751
b3992,-0.466970307
b0033,-0.524102248
b0832,0.374820421
b2606,-0.349879868
b2929,0.043732939
b3892,0.33661084
b1431,0.345588354
b1611,0.256758863
b2660,0.05779214
b0958,0.014538773
b4672,0.415837683
b1666,0.382240326
b3707,0.726296625
b3291,0.392436625
b3570,-0.128455345
b1493,-1.147256812
b1975,-0.052399593
b2556,0.212214425
b4127,0.169500557
b3267,0.256060806
b0570,-0.373900512
b0162,0.232845005
b4597,0.066637614
b4125,0.052457524
b0536,0.158853965
b2527,0.105670844
b4168,0.236670066
b0337,-0.360257208
b3662,-0.041913916
b3032,-0.022284444
b2414,-0.704140147
b0066,0.077427173
b2181,0.321496295
b4455,0.624372671
b0288,0.389720697
b0917,0.154179029
b0093,-0.146564177
b0293,-0.305087279
b0886,-0.259572458
b0543,-0.068128718
b2245,-0.04469284
b4480,-0.029636987
b1814,0.146442972
b1768,-0.106087831
b2732,-0.268539241
b1260,0.162446566
b2963,-0.125746191
b0067,-0.395744469
b3125,0.139468318
b4670,-0.063267998
b4003,0.204727461
b0233,0.467824587
b3703,-0.184202437
b1070,0.276552255
b2307,0.134015296
b0464,0.30989622
b0248,-0.062226719
b3886,0.042507289
b0857,0.037366365
b0885,0.162036721
b1726,0.017068811
b2000,1.22472738
b3453,0.511854435
b1649,0.102636689
b2928,0.106940025
b0798,0.536185831
b3073,-0.076391526
b3044,-0.224742519
b2673,0.188782604
b3556,-0.086142815
b2670,0.514366214
b1102,-0.606437487
b2214,-0.403560135
b2403,0.024347276
b1139,-0.184539332
b1279,-0.079922646
b1342,0.100807139
b3622,-0.079528638
b0831,0.412623121
b2766,0.496899783
b1855,-0.131812586
b1724,-0.211892784
b3668,-0.087237406
b1297,0.289117278
b0124,1.010475651
b1321,-0.348631311
b2256,0.247378045
b3351,0.557308744
b1219,-0.19849587
b4217,0.186065235
b1481,0.3683762
b4056,-0.123839556
b2969,-0.085530361
b0582,-0.17347637
b3939,-0.002994282
b1291,-0.099490619
b4008,0.262552494
b0208,-0.028419378
b2260,-0.510854631
b4060,0.523764433
b0094,-0.043309542
b4030,0.844178849
b2038,0.183507735
b4020,0.333466101
b0972,-0.129742364
b3356,0.038255902
b1397,0.033807722
b0670,0.051991004
b4385,0.566824166
b1585,0.439911637
b2664,0.132688276
b1427,0.282528718
b4535,0.226552845
b1918,-0.262719706
b3462,-0.01376368
b4647,0.554664661
b0869,-0.316132216
b0171,-0.048837502
b2816,-0.160408976
b3006,-0.342495534
b4354,-0.638299751
b0555,0.280038797
b4439,0.271425458
b2713,-0.885440527
b1945,0.444082304
b1243,-0.90568423
b2342,0.375326866
b3171,0.011393165
b2112,0.462356782
b0522,-0.771542577
b4667,1.72110468
b2899,0.140555628
b2958,0.440872993
b1987,-0.531447494
b2143,0.353615785
b4450,-0.12920912
b4431,0.343852178
b0148,-0.171631544
b0158,-0.234581984
b2618,0.570023462
b3714,-0.638755108
b3163,0.307687347
b3428,-0.405190254
b4191,0.070481582
b1541,0.205944728
b1805,0.228653978
b0191,0.018392443
b4487,0.275383235
b2586,0.303603321
b0558,0.510229627
b3654,-0.609392154
b1013,0.339578675
b1179,0.024264581
b3852,0.704008221
b0155,0.225032896
b1135,-0.068429708
b0876,0.008152542
b0884,-0.402855737
b0925,0.117572844
b2496,0.186167719
b0446,-0.11803055
b1533,0.453081607
b2990,-0.123728618
b2136,0.225672961
b2442,-0.347550864
b2722,-0.938080924
b4407,-0.426749454
b0468,-0.036700558
b0090,-0.326825411
b2866,-0.255871867
b4281,0.335000647
b1429,0.151071077
b1488,0.46244033
b0307,-0.224678605
b2085,-0.004598708
b0755,-0.496636723
b0899,0.456844793
b4593,-0.150112867
b1586,-0.169974702
b2560,0.036527501
b3607,-0.220531383
b3467,0.006176253
b0069,-0.19682132
b3247,-0.01307115
b4422,0.335684749
b1626,0.276681561
b2536,-0.138352743
b3343,-0.061500929
b1696,0.088046665
b3872,0.362779704
b0594,-0.455815728
b3517,-0.919432725
b0024,0.00691314
b1396,-0.032199221
b2466,0.181521444
b4292,-0.477368949
b2499,-0.645138042
b3954,0.368351421
b0672,0.027777456
b1020,1.407574456
b1932,-0.207486887
b4227,0.562711927
b2833,0.173918998
b3364,0.197808474
b2500,-0.172126013
b2803,0.154189218
b3302,-0.054826268
b2864,0.710981812
b1553,0.106052059
b3059,0.013090494
b4470,-0.106137778
b2318,0.254996009
b4093,0.627587821
b3501,0.572363637
b0744,0.137834344
b4638,0.49824592
b1445,-0.043008179
b1601,0.281053603
b4064,-0.597391535
b0581,0.43105802
b0707,0.52778682
b0880,-0.190564074
b1591,-0.128525006
b4664,-0.164513044
b0245,0.245481061
b2130,0.326861307
b2326,-0.137514795
b2582,0.363990329
b0200,-0.018680851
b1528,0.015908498
b2809,-0.286549371
b3651,-0.144655163
b0995,0.009152541
b1474,-0.253697359
b3014,0.020432487
b2399,0.201396377
b0281,0.028846877
b0584,-0.17973282
b0743,0.200267988
b4351,0.205653725
b3829,-0.501305036
b0016,-0.151233245
b1668,0.133763477
b1910,0.536591161
b3460,-0.449835952
b1992,0.474912821
b0856,0.589852598
b1592,0.092168062
b1956,0.237344371
b2099,-0.214132469
b4320,-0.35435123
b0187,0.027298865
b1795,-0.414909751
b2696,0.110407337
b1444,-0.321471839
b0081,0.138194937
b0272,-0.203745907
b2545,-0.079001357
b3406,0.347731883
b0186,0.125520081
b1042,-0.180786724
b0329,-0.378140066
b0427,0.004860373
b0749,-0.026634778
b1627,0.052981354
b2220,-0.254750374
b2781,0.149477666
b4568,0.276570911
b4013,-0.776497953
b0266,0.170159546
b3839,-0.049956169
b1119,-0.14473705
b2822,-0.052276001
b2861,-0.293522768
b3555,0.118512345
b2155,-0.397498121
b4430,-0.233666112
b4690,-0.437701972
b4712,-0.334645843
b4516,0.042777268
b4357,0.039731787
b1659,-0.27060425
b0586,-0.349393068
b1145,-0.031515182
b0216,0.758603994
b2865,0.249369311
b1244,-0.45307485
b3203,0.242388171
b2539,0.024101201
b3179,0.059265814
b3261,-0.183610312
b0280,0.614745919
b0559,0.095833724
b4687,-0.089297755
b1563,-0.129160398
b3243,-0.080507878
b0047,-0.200780167
b1206,-0.21708736
b2311,0.280514206
b3893,0.717280065
b3946,-0.3092532
b4298,-0.055713528
b1085,0.331850106
b3890,0.162673005
b1678,0.099992286
b2617,0.214782438
b1920,-0.453674608
b0418,0.019118679
b2912,0.075070816
b0250,0.184906147
b0442,0.205404728
b4457,-0.671081996
b4323,-0.158391959
b2067,0.126624273
b3300,-0.115346855
b0142,-0.314096118
b1478,-0.320697646
b1840,-0.04584667
b3106,-0.114705771
b4551,0.220186103
b3621,-0.004025457
b2405,0.279039052
b0384,0.317385693
b1482,-0.308570215
b3967,0.074577311
b1025,0.143586403
b1976,-0.022220893
b1019,0.246523866
b3793,-0.482230097
b1640,-0.040331491
b2504,-0.10428105
b4537,0.014278628
b2213,-0.030165386
b2604,0.123145374
b2312,-0.391252827
b3631,-0.000323245
b2942,-0.988868128
b4317,-0.300932273
b1205,-0.421995296
b4272,-0.215660114
b3548,0.793608696
b4662,-0.081915309
b1762,-0.581870356
b0595,-0.315414315
b3207,-0.222736264
b1413,-0.324569666
b3685,0.241774553
b3926,-0.045858222
