feature_ids	Fucose_1_RPKM	Fucose_2_RPKM	Fucose_3_RPKM	Glucose_1_RPKM	Glucose_2_RPKM	Glucose_3_RPKM
b1090	92.0	193.0	154.0	115.0	251.0	176.0
b1091	102.0	179.0	147.0	103.0	285.0	218.0
b1092	154.0	237.0	205.0	114.0	314.0	283.0
b1093	772.0	1045.0	964.0	538.0	1012.0	839.0
b1094	8586.0	8470.0	8583.0	8704.0	8480.0	8820.0
b1095	353.0	563.0	482.0	328.0	486.0	345.0
b1096	26.0	32.0	32.0	34.0	40.0	33.0
b1098	24.0	34.0	36.0	29.0	42.0	33.0
b1099	17.0	34.0	32.0	25.0	41.0	31.0
b1100	77.0	108.0	112.0	88.0	119.0	85.0
b1101	134.0	316.0	282.0	223.0	864.0	862.0
b1102	92.0	267.0	204.0	71.0	142.0	97.0
b1103	166.0	248.0	246.0	155.0	155.0	119.0
b1104	105.0	140.0	142.0	102.0	84.0	73.0
b1105	56.0	128.0	126.0	76.0	90.0	63.0
b1106	14.0	25.0	24.0	22.0	30.0	24.0
b1107	50.0	72.0	72.0	72.0	82.0	82.0
b1108	354.0	270.0	280.0	175.0	259.0	305.0
b1109	145.0	276.0	218.0	313.0	391.0	190.0
b1110	295.0	42.0	32.0	912.0	56.0	149.0
b1112	326.0	25.0	22.0	184.0	89.0	139.0
b1113	9.0	25.0	21.0	18.0	16.0	14.0
b1114	42.0	57.0	61.0	65.0	78.0	68.0
b1115	5.0	4.0	4.0	6.0	5.0	5.0
b1116	34.0	87.0	66.0	32.0	76.0	52.0
b1117	26.0	59.0	53.0	48.0	72.0	45.0
b1118	51.0	82.0	82.0	74.0	100.0	75.0
b1119	62.0	93.0	82.0	80.0	108.0	75.0
b1120	70.0	89.0	78.0	89.0	101.0	79.0
b1121	3.0	2.0	2.0	1.0	2.0	2.0
b1122	5.0	3.0	3.0	2.0	5.0	4.0
b1123	174.0	265.0	193.0	99.0	258.0	216.0
b1124	17.0	41.0	31.0	19.0	53.0	52.0
b1125	19.0	46.0	33.0	18.0	60.0	53.0
b1126	54.0	137.0	88.0	30.0	114.0	99.0
b1127	202.0	174.0	181.0	124.0	172.0	235.0
b1128	119.0	186.0	172.0	146.0	171.0	144.0
b1129	93.0	113.0	106.0	73.0	85.0	72.0
b1130	319.0	288.0	302.0	338.0	302.0	316.0
b1131	47.0	101.0	66.0	44.0	171.0	114.0
b1132	37.0	81.0	61.0	28.0	86.0	80.0
b1133	70.0	173.0	115.0	58.0	176.0	124.0
b1134	21.0	50.0	43.0	24.0	44.0	30.0
b1135	16.0	46.0	36.0	10.0	34.0	22.0
b1136	770.0	2088.0	1711.0	1050.0	844.0	1070.0
b1137	13.0	13.0	10.0	5.0	4.0	4.0
b1138	16.0	23.0	23.0	5.0	5.0	5.0
b1139	28.0	40.0	43.0	28.0	33.0	28.0
b1140	13.0	9.0	10.0	7.0	9.0	10.0
b1141	10.0	9.0	9.0	8.0	10.0	11.0
b1143	108.0	113.0	120.0	82.0	169.0	175.0
b1144	25.0	24.0	23.0	16.0	20.0	29.0
b1147	11.0	8.0	8.0	7.0	8.0	8.0
b1148	2.0	2.0	2.0	1.0	2.0	1.0
b1150	0.0	0.0	0.0	1.0	0.0	0.0
b1151	1.0	0.0	1.0	0.0	0.0	0.0
b1152	0.0	1.0	1.0	1.0	1.0	1.0
b1153	1.0	0.0	1.0	1.0	0.0	1.0
b1155	9.0	3.0	3.0	3.0	3.0	2.0
b1156	4.0	5.0	4.0	2.0	3.0	2.0
b1157	0.0	0.0	0.0	0.0	0.0	0.0
b1158	2.0	2.0	1.0	2.0	1.0	1.0
b1159	14.0	12.0	10.0	10.0	8.0	6.0
b1160	5.0	2.0	1.0	5.0	1.0	2.0
b1161	6.0	3.0	3.0	2.0	3.0	2.0
b1162	195.0	186.0	189.0	208.0	179.0	195.0
b1163	102.0	157.0	116.0	118.0	92.0	95.0
b1164	8.0	4.0	6.0	4.0	5.0	3.0
b1165	3.0	1.0	2.0	3.0	1.0	1.0
b1166	1.0	2.0	2.0	1.0	0.0	1.0
b1167	6.0	4.0	3.0	3.0	1.0	1.0
b1171	61.0	17.0	17.0	22.0	24.0	70.0
b1172	19.0	7.0	6.0	8.0	20.0	53.0
b1174	588.0	541.0	492.0	396.0	439.0	500.0
b1175	469.0	609.0	504.0	310.0	528.0	510.0
b1176	191.0	271.0	245.0	207.0	291.0	275.0
b1177	89.0	101.0	120.0	132.0	81.0	147.0
b1178	59.0	64.0	75.0	156.0	1050.0	1447.0
b1179	78.0	115.0	115.0	96.0	140.0	117.0
b1180	73.0	102.0	93.0	56.0	91.0	67.0
b1181	68.0	63.0	66.0	115.0	70.0	63.0
b1182	138.0	29.0	27.0	12.0	22.0	40.0
b1183	20.0	9.0	12.0	16.0	13.0	9.0
b1184	8.0	4.0	5.0	8.0	6.0	5.0
b1185	105.0	104.0	91.0	84.0	99.0	92.0
b1186	54.0	92.0	79.0	37.0	61.0	47.0
b1187	163.0	241.0	209.0	92.0	152.0	145.0
b1188	96.0	186.0	230.0	223.0	94.0	44.0
b1189	41.0	101.0	128.0	89.0	46.0	12.0
b1190	28.0	55.0	66.0	60.0	31.0	12.0
b1191	38.0	49.0	42.0	49.0	47.0	37.0
b1192	44.0	75.0	73.0	38.0	86.0	74.0
b1193	28.0	58.0	50.0	28.0	50.0	38.0
b1194	2.0	5.0	3.0	2.0	3.0	2.0
b1195	62.0	62.0	90.0	146.0	43.0	26.0
b1196	14.0	7.0	7.0	8.0	5.0	3.0
b1197	19.0	73.0	64.0	14.0	19.0	13.0
b1198	124.0	122.0	133.0	94.0	166.0	216.0
b1199	90.0	87.0	87.0	71.0	99.0	113.0
b1200	121.0	110.0	124.0	92.0	126.0	135.0
b1201	12.0	14.0	13.0	10.0	10.0	10.0
b1202	35.0	17.0	15.0	17.0	19.0	27.0
b1203	62.0	192.0	122.0	21.0	116.0	103.0
b1204	29.0	65.0	46.0	13.0	45.0	40.0
b1205	2254.0	3637.0	3841.0	736.0	279.0	171.0
b1206	32.0	34.0	32.0	20.0	26.0	22.0
b1207	255.0	552.0	397.0	105.0	494.0	442.0
b1208	129.0	235.0	204.0	107.0	218.0	209.0
b1209	61.0	163.0	168.0	84.0	161.0	141.0
b1210	62.0	120.0	99.0	22.0	105.0	45.0
b1211	47.0	95.0	65.0	22.0	89.0	44.0
b1212	20.0	36.0	24.0	11.0	36.0	17.0
b1213	13.0	23.0	19.0	9.0	24.0	17.0
b1214	184.0	174.0	168.0	171.0	178.0	168.0
b1215	320.0	404.0	342.0	280.0	379.0	332.0
b1216	50.0	71.0	62.0	44.0	57.0	40.0
b1217	84.0	147.0	177.0	174.0	130.0	114.0
b1218	55.0	79.0	92.0	108.0	93.0	88.0
b1219	360.0	537.0	484.0	129.0	167.0	189.0
b1220	20.0	24.0	21.0	33.0	32.0	31.0
b1221	44.0	68.0	60.0	54.0	95.0	81.0
b1222	22.0	32.0	27.0	21.0	41.0	26.0
b1223	17.0	60.0	44.0	7.0	130.0	60.0
b1224	12.0	71.0	72.0	5.0	152.0	117.0
b1225	16.0	35.0	36.0	11.0	140.0	140.0
b1226	6.0	10.0	13.0	5.0	71.0	48.0
b1227	7.0	16.0	15.0	6.0	93.0	68.0
b1230	44.0	30.0	34.0	7.0	62.0	61.0
b1231	111.0	115.0	100.0	43.0	115.0	137.0
b1232	156.0	299.0	222.0	88.0	309.0	231.0
b1233	134.0	179.0	164.0	97.0	215.0	174.0
b1234	129.0	171.0	159.0	100.0	114.0	75.0
b1235	72.0	140.0	126.0	124.0	97.0	62.0
b1236	411.0	423.0	371.0	511.0	335.0	315.0
b1237	8750.0	7102.0	6030.0	3701.0	5508.0	5740.0
b1238	60.0	88.0	54.0	26.0	58.0	48.0
b1241	1802.0	1213.0	1337.0	1370.0	6765.0	6489.0
b1242	55.0	28.0	32.0	32.0	37.0	28.0
b1243	6681.0	4059.0	3555.0	5250.0	5444.0	4015.0
b1244	651.0	316.0	289.0	695.0	611.0	362.0
b1245	432.0	202.0	158.0	577.0	454.0	277.0
b1246	564.0	194.0	159.0	767.0	496.0	318.0
b1247	656.0	157.0	135.0	612.0	444.0	309.0
b1248	229.0	210.0	238.0	231.0	212.0	240.0
b1249	78.0	108.0	109.0	69.0	105.0	83.0
b1250	90.0	97.0	97.0	72.0	120.0	102.0
b1251	177.0	450.0	426.0	210.0	497.0	726.0
b1252	434.0	599.0	562.0	350.0	650.0	779.0
b1253	95.0	71.0	72.0	101.0	87.0	98.0
b1254	179.0	121.0	110.0	156.0	125.0	122.0
b1255	100.0	121.0	113.0	83.0	130.0	135.0
b1256	898.0	2347.0	1831.0	9.0	233.0	199.0
b1257	67.0	82.0	75.0	55.0	20.0	31.0
b1258	11.0	48.0	39.0	38.0	17.0	26.0
b1259	107.0	263.0	415.0	2405.0	378.0	790.0
b1260	51.0	101.0	105.0	267.0	351.0	469.0
b1261	35.0	84.0	93.0	151.0	304.0	423.0
b1262	16.0	32.0	37.0	54.0	85.0	131.0
b1263	5.0	16.0	15.0	26.0	45.0	127.0
b1264	6.0	21.0	22.0	35.0	97.0	497.0
b1265	100.0	57.0	128.0	246.0	149.0	450.0
b1266	49.0	69.0	79.0	86.0	76.0	89.0
b1267	89.0	101.0	101.0	101.0	92.0	76.0
b1268	18.0	14.0	13.0	15.0	15.0	12.0
b1269	71.0	199.0	154.0	58.0	254.0	142.0
b1270	25.0	42.0	41.0	32.0	36.0	42.0
b1271	30.0	46.0	47.0	47.0	55.0	53.0
b1272	181.0	178.0	167.0	199.0	223.0	239.0
b1273	159.0	138.0	155.0	308.0	160.0	183.0
b1274	96.0	201.0	173.0	95.0	199.0	168.0
b1275	257.0	216.0	166.0	154.0	173.0	155.0
b1276	32.0	57.0	57.0	57.0	39.0	18.0
b1277	170.0	228.0	208.0	120.0	183.0	203.0
b1278	60.0	89.0	81.0	61.0	72.0	51.0
b1281	41.0	63.0	42.0	42.0	76.0	74.0
b1282	31.0	33.0	21.0	34.0	44.0	68.0
b1283	2317.0	622.0	728.0	6729.0	973.0	1693.0
b1284	175.0	243.0	236.0	68.0	153.0	104.0
b1286	123.0	168.0	131.0	69.0	226.0	203.0
b1287	123.0	114.0	92.0	59.0	150.0	91.0
b1288	289.0	725.0	605.0	266.0	664.0	553.0
b1289	33.0	31.0	35.0	33.0	21.0	15.0
b1290	27.0	33.0	35.0	28.0	39.0	26.0
b1291	20.0	31.0	31.0	26.0	36.0	23.0
b1292	7.0	14.0	12.0	12.0	15.0	10.0
b1293	11.0	25.0	23.0	18.0	23.0	16.0
b1294	23.0	48.0	47.0	28.0	40.0	28.0
b1295	83.0	95.0	86.0	57.0	81.0	72.0
b1296	7.0	7.0	6.0	6.0	8.0	5.0
b1297	7.0	7.0	6.0	9.0	13.0	5.0
b1298	12.0	18.0	15.0	16.0	21.0	8.0
b1299	15.0	27.0	20.0	17.0	28.0	15.0
b1300	1.0	2.0	2.0	2.0	3.0	2.0
b1301	1.0	1.0	2.0	1.0	1.0	0.0
b1302	2.0	3.0	4.0	2.0	2.0	2.0
b1303	25.0	22.0	21.0	14.0	20.0	17.0
b1304	6156.0	239.0	109.0	5737.0	55.0	1168.0
b1305	1002.0	45.0	28.0	937.0	21.0	133.0
b1306	673.0	27.0	19.0	791.0	17.0	53.0
b1307	1013.0	15.0	15.0	864.0	11.0	38.0
b1308	2055.0	1267.0	1012.0	912.0	116.0	149.0
b1309	628.0	4.0	3.0	47.0	1.0	1.0
b1310	486.0	2.0	2.0	10.0	1.0	1.0
b1311	141.0	2.0	1.0	3.0	1.0	1.0
b1312	119.0	2.0	2.0	4.0	1.0	1.0
b1313	87.0	2.0	2.0	3.0	1.0	1.0
b1314	67.0	3.0	3.0	4.0	2.0	1.0
b1315	35.0	3.0	4.0	4.0	3.0	3.0
b1316	23.0	2.0	3.0	4.0	2.0	2.0
b1317	16.0	1.0	0.0	5.0	1.0	1.0
b1318	17.0	1.0	1.0	5.0	1.0	1.0
b1319	0.0	1.0	1.0	0.0	0.0	1.0
b1320	0.0	16.0	14.0	0.0	9.0	7.0
b1321	0.0	23.0	32.0	0.0	29.0	16.0
b1322	0.0	16.0	24.0	0.0	16.0	7.0
b1323	0.0	145.0	144.0	0.0	129.0	114.0
b1324	0.0	1230.0	1187.0	0.0	776.0	321.0
b1325	0.0	91.0	92.0	0.0	75.0	57.0
b1326	0.0	94.0	104.0	0.0	91.0	77.0
b1327	0.0	15.0	18.0	0.0	13.0	10.0
b1328	0.0	20.0	19.0	0.0	18.0	15.0
b1329	0.0	95.0	72.0	0.0	35.0	23.0
b1330	0.0	49.0	36.0	0.0	53.0	48.0
b1332	559.0	686.0	608.0	613.0	433.0	238.0
b1333	1080.0	888.0	903.0	614.0	692.0	985.0
b1334	525.0	1044.0	848.0	571.0	656.0	436.0
b1335	19.0	34.0	32.0	23.0	33.0	24.0
b1336	4.0	5.0	4.0	3.0	3.0	3.0
b1337	4.0	5.0	6.0	6.0	5.0	4.0
b1338	2.0	2.0	2.0	2.0	1.0	1.0
b1339	16.0	29.0	26.0	4.0	7.0	6.0
b1340	23.0	44.0	38.0	27.0	37.0	30.0
b1343	18.0	53.0	44.0	35.0	38.0	27.0
b1344	66.0	95.0	77.0	50.0	80.0	83.0
b1345	7.0	10.0	12.0	9.0	8.0	7.0
b1349	8.0	7.0	7.0	4.0	5.0	4.0
b1350	6.0	4.0	5.0	3.0	3.0	3.0
b1351	6.0	4.0	4.0	3.0	2.0	2.0
b1352	2.0	0.0	2.0	2.0	0.0	1.0
b1353	6.0	3.0	3.0	2.0	3.0	2.0
b1355	7.0	3.0	3.0	4.0	3.0	2.0
b1356	149.0	139.0	145.0	125.0	159.0	99.0
b1357	7.0	8.0	9.0	6.0	8.0	7.0
b1358	2.0	3.0	4.0	2.0	2.0	4.0
b1359	5.0	5.0	5.0	7.0	4.0	3.0
b1360	2.0	2.0	2.0	3.0	2.0	2.0
b1361	12.0	7.0	7.0	10.0	8.0	8.0
b1362	13.0	7.0	6.0	10.0	7.0	6.0
b1363	29.0	22.0	20.0	39.0	23.0	23.0
b1365	7.0	4.0	4.0	4.0	6.0	2.0
b1366	8.0	5.0	3.0	6.0	5.0	5.0
b1372	5.0	4.0	4.0	3.0	4.0	3.0
b1374	2.0	0.0	0.0	0.0	0.0	0.0
b1375	60.0	20.0	19.0	8.0	17.0	17.0
b1376	1415.0	777.0	746.0	182.0	321.0	696.0
b1377	9.0	2.0	3.0	2.0	2.0	2.0
b1379	221.0	134.0	133.0	237.0	105.0	204.0
b1380	231.0	72.0	70.0	126.0	103.0	103.0
b1381	12.0	21.0	18.0	11.0	15.0	11.0
b1382	7.0	4.0	4.0	6.0	5.0	4.0
b1383	62.0	52.0	51.0	54.0	40.0	50.0
b1384	10.0	29.0	27.0	8.0	6.0	5.0
b1385	21.0	22.0	21.0	24.0	14.0	13.0
b1386	4.0	4.0	4.0	4.0	3.0	3.0
b1387	1.0	1.0	1.0	3.0	1.0	1.0
b1388	1.0	2.0	2.0	2.0	1.0	1.0
b1389	1.0	2.0	2.0	2.0	0.0	1.0
b1390	1.0	1.0	1.0	1.0	1.0	1.0
b1391	2.0	2.0	2.0	3.0	2.0	2.0
b1392	1.0	2.0	3.0	2.0	1.0	1.0
b1393	2.0	2.0	2.0	2.0	1.0	2.0
b1394	0.0	1.0	1.0	1.0	1.0	1.0
b1395	2.0	2.0	2.0	2.0	1.0	1.0
b1396	0.0	2.0	2.0	2.0	1.0	1.0
b1397	5.0	6.0	6.0	9.0	4.0	3.0
b1398	5.0	10.0	11.0	9.0	6.0	4.0
b1399	20.0	29.0	31.0	29.0	23.0	15.0
b1400	36.0	55.0	56.0	36.0	36.0	28.0
b1407	7.0	6.0	4.0	2.0	2.0	2.0
b1408	2.0	1.0	1.0	1.0	0.0	1.0
b1409	1.0	0.0	0.0	1.0	0.0	0.0
b1410	4.0	4.0	5.0	4.0	3.0	3.0
b1411	6.0	7.0	8.0	9.0	7.0	5.0
b1412	34.0	60.0	60.0	46.0	68.0	44.0
b1413	30.0	45.0	43.0	42.0	46.0	37.0
b1414	124.0	117.0	111.0	278.0	70.0	99.0
b1415	546.0	1539.0	1607.0	20.0	11.0	10.0
b1418	87.0	180.0	149.0	60.0	97.0	39.0
b1419	329.0	279.0	288.0	190.0	176.0	176.0
b1420	50.0	128.0	151.0	21.0	25.0	19.0
b1421	14.0	11.0	11.0	9.0	7.0	6.0
b1422	37.0	57.0	33.0	34.0	25.0	18.0
b1423	10.0	49.0	55.0	7.0	6.0	3.0
b1424	36.0	88.0	74.0	29.0	49.0	44.0
b1426	6706.0	2587.0	3394.0	320.0	221.0	332.0
b1427	73.0	135.0	157.0	31.0	61.0	56.0
b1428	16.0	33.0	42.0	36.0	29.0	15.0
b1429	40.0	30.0	31.0	39.0	32.0	28.0
b1430	92.0	106.0	97.0	106.0	98.0	100.0
b1431	78.0	189.0	192.0	114.0	124.0	100.0
b1432	65.0	60.0	67.0	59.0	72.0	71.0
b1433	6.0	7.0	8.0	4.0	4.0	4.0
b1436	14.0	13.0	11.0	19.0	12.0	15.0
b1438	44.0	39.0	36.0	31.0	43.0	40.0
b1439	22.0	32.0	28.0	13.0	21.0	15.0
b1440	30.0	181.0	175.0	8.0	8.0	4.0
b1441	11.0	80.0	57.0	4.0	3.0	1.0
b1442	9.0	61.0	49.0	5.0	4.0	3.0
b1443	8.0	65.0	52.0	6.0	4.0	3.0
b1444	29.0	94.0	72.0	17.0	16.0	16.0
b1446	143.0	170.0	188.0	270.0	276.0	402.0
b1447	25.0	35.0	34.0	37.0	35.0	33.0
b1448	112.0	186.0	195.0	172.0	204.0	190.0
b1449	27.0	57.0	66.0	44.0	37.0	26.0
b1450	42.0	51.0	50.0	22.0	18.0	10.0
b1451	7.0	24.0	17.0	16.0	10.0	6.0
b1452	954.0	1711.0	1519.0	962.0	1783.0	1265.0
b1453	7.0	12.0	11.0	7.0	11.0	6.0
b1454	17.0	24.0	36.0	35.0	22.0	12.0
b1455	0.0	0.0	0.0	1.0	0.0	0.0
b1456	2.0	1.0	1.0	1.0	1.0	1.0
b1457	9.0	4.0	4.0	4.0	3.0	3.0
b1459	5.0	5.0	4.0	2.0	1.0	1.0
b1460	2.0	1.0	1.0	0.0	1.0	1.0
b1461	50.0	71.0	79.0	36.0	53.0	57.0
b1462	11.0	22.0	27.0	8.0	8.0	4.0
b1463	8.0	9.0	12.0	11.0	12.0	8.0
b1464	62.0	105.0	91.0	67.0	98.0	88.0
b1465	6.0	5.0	6.0	7.0	6.0	3.0
b1466	4.0	2.0	3.0	3.0	2.0	2.0
b1467	4.0	3.0	3.0	5.0	3.0	2.0
b1468	4.0	4.0	4.0	6.0	4.0	2.0
b1469	17.0	8.0	6.0	9.0	5.0	2.0
b1471	0.0	0.0	0.0	1.0	0.0	0.0
b1472	1.0	0.0	0.0	1.0	0.0	0.0
b1473	14.0	22.0	18.0	5.0	19.0	18.0
b1474	8.0	7.0	6.0	2.0	5.0	6.0
b1475	10.0	4.0	3.0	2.0	3.0	4.0
b1476	23.0	10.0	13.0	15.0	8.0	10.0
b1477	136.0	131.0	136.0	183.0	138.0	136.0
b1478	55.0	217.0	277.0	498.0	103.0	190.0
b1479	123.0	170.0	160.0	95.0	132.0	114.0
b1480	6148.0	8716.0	12582.0	35154.0	9860.0	16947.0
b1481	121.0	7.0	9.0	378.0	12.0	23.0
b1482	506.0	1240.0	1467.0	2894.0	1256.0	1498.0
b1483	7.0	10.0	10.0	15.0	9.0	7.0
b1484	1.0	3.0	3.0	3.0	2.0	2.0
b1485	3.0	4.0	4.0	4.0	3.0	3.0
b1486	1.0	2.0	2.0	2.0	1.0	1.0
b1487	2.0	6.0	5.0	2.0	2.0	2.0
b1488	3.0	8.0	6.0	3.0	2.0	2.0
b1489	17.0	22.0	30.0	32.0	14.0	9.0
b1490	76.0	72.0	97.0	114.0	40.0	32.0
b1491	21.0	41.0	36.0	14.0	38.0	30.0
b1492	146.0	1540.0	2610.0	1409.0	4685.0	2474.0
b1493	42.0	638.0	1100.0	531.0	2003.0	1079.0
b1494	34.0	44.0	37.0	5.0	17.0	13.0
b1495	16.0	33.0	30.0	7.0	16.0	15.0
b1496	12.0	41.0	34.0	5.0	11.0	8.0
b1497	10.0	18.0	12.0	1.0	1.0	1.0
b1498	49.0	130.0	97.0	3.0	6.0	5.0
b1499	3.0	3.0	2.0	7.0	1.0	2.0
b1500	2.0	1.0	1.0	2.0	0.0	0.0
b1501	12.0	11.0	8.0	11.0	6.0	5.0
b1502	3.0	2.0	1.0	1.0	1.0	1.0
b1503	4.0	3.0	1.0	1.0	1.0	0.0
b1504	2.0	1.0	1.0	1.0	1.0	0.0
b1505	2.0	2.0	1.0	1.0	1.0	1.0
b1506	5.0	3.0	2.0	2.0	2.0	2.0
b1507	21.0	28.0	25.0	14.0	19.0	17.0
b1508	25.0	23.0	19.0	18.0	15.0	12.0
b1511	29.0	42.0	35.0	12.0	10.0	8.0
b1512	47.0	56.0	61.0	17.0	16.0	16.0
b1513	10.0	10.0	14.0	2.0	2.0	1.0
b1514	7.0	18.0	13.0	2.0	2.0	2.0
b1515	6.0	14.0	13.0	2.0	2.0	2.0
b1516	19.0	48.0	46.0	5.0	5.0	6.0
b1517	33.0	45.0	40.0	8.0	9.0	9.0
b1518	56.0	38.0	37.0	18.0	12.0	14.0
b1519	25.0	56.0	60.0	19.0	29.0	16.0
b1520	15.0	22.0	23.0	18.0	32.0	18.0
b1521	30.0	31.0	24.0	9.0	24.0	59.0
b1523	63.0	59.0	67.0	62.0	60.0	89.0
b1524	16.0	28.0	25.0	13.0	29.0	16.0
b1525	34.0	21.0	21.0	26.0	19.0	16.0
b1526	8.0	16.0	15.0	8.0	12.0	10.0
b1527	3.0	2.0	1.0	3.0	1.0	2.0
b1528	33.0	10.0	12.0	40.0	45.0	32.0
b1529	40.0	45.0	50.0	52.0	48.0	40.0
b1530	28.0	16.0	13.0	8.0	11.0	18.0
b1531	29.0	19.0	17.0	11.0	17.0	20.0
b1532	13.0	9.0	9.0	8.0	8.0	7.0
b1533	28.0	55.0	45.0	59.0	39.0	28.0
b1534	23.0	46.0	39.0	23.0	27.0	15.0
b1535	129.0	59.0	44.0	54.0	48.0	45.0
b1536	97.0	51.0	60.0	336.0	68.0	93.0
b1537	46.0	35.0	41.0	31.0	23.0	17.0
b1538	37.0	82.0	85.0	56.0	73.0	71.0
b1539	170.0	247.0	237.0	143.0	269.0	232.0
b1541	357.0	98.0	167.0	26.0	1917.0	2531.0
b1542	10.0	6.0	6.0	5.0	5.0	6.0
b1543	19.0	6.0	6.0	9.0	4.0	3.0
b1544	119.0	23.0	24.0	20.0	31.0	30.0
b1545	5.0	1.0	0.0	0.0	1.0	0.0
b1547	3.0	3.0	3.0	3.0	3.0	2.0
b1549	10.0	3.0	3.0	1.0	1.0	5.0
b1550	250.0	203.0	225.0	198.0	250.0	274.0
b1551	235.0	44.0	38.0	41.0	31.0	22.0
b1552	2392.0	784.0	763.0	1164.0	400.0	468.0
b1553	13.0	3.0	3.0	5.0	2.0	2.0
b1554	3.0	3.0	4.0	3.0	4.0	4.0
b1555	6.0	4.0	5.0	3.0	4.0	5.0
b1556	11.0	9.0	8.0	8.0	9.0	7.0
b1557	10401.0	4043.0	4270.0	4196.0	1862.0	2443.0
b1558	164.0	87.0	85.0	33.0	86.0	93.0
b1560	4.0	3.0	2.0	3.0	2.0	2.0
b1561	37.0	22.0	22.0	47.0	15.0	25.0
b1562	375.0	299.0	352.0	1221.0	242.0	329.0
b1563	294.0	180.0	199.0	874.0	128.0	151.0
b1564	146.0	115.0	123.0	506.0	69.0	91.0
b1565	37.0	31.0	28.0	22.0	21.0	20.0
b1566	44.0	30.0	23.0	15.0	12.0	10.0
b1568	3.0	2.0	1.0	1.0	1.0	2.0
b1569	3.0	2.0	2.0	2.0	1.0	1.0
b1570	222.0	151.0	172.0	196.0	205.0	234.0
b1571	4.0	2.0	3.0	1.0	4.0	4.0
b1572	1.0	1.0	2.0	1.0	0.0	1.0
b1573	13.0	12.0	14.0	11.0	13.0	12.0
b1574	32.0	47.0	61.0	55.0	24.0	26.0
b1575	1.0	2.0	1.0	0.0	0.0	1.0
b1576	0.0	1.0	1.0	0.0	1.0	0.0
b1577	3.0	3.0	3.0	3.0	3.0	3.0
b1579	13.0	5.0	6.0	5.0	5.0	5.0
b1580	37.0	14.0	19.0	54.0	16.0	22.0
b1581	6.0	11.0	12.0	11.0	5.0	10.0
b1582	41.0	32.0	30.0	33.0	33.0	30.0
b1583	314.0	297.0	295.0	150.0	259.0	312.0
b1584	129.0	108.0	112.0	63.0	101.0	112.0
b1585	44.0	58.0	58.0	28.0	41.0	29.0
b1586	69.0	184.0	206.0	129.0	126.0	66.0
b1587	14.0	17.0	17.0	7.0	15.0	43.0
b1588	11.0	29.0	21.0	5.0	32.0	62.0
b1589	5.0	11.0	7.0	3.0	24.0	35.0
b1590	27.0	31.0	26.0	30.0	51.0	62.0
b1591	33.0	49.0	46.0	43.0	68.0	60.0
b1592	7.0	8.0	7.0	4.0	9.0	9.0
b1593	309.0	78.0	112.0	22.0	212.0	519.0
b1594	32.0	42.0	51.0	28.0	32.0	28.0
b1595	8.0	12.0	10.0	7.0	8.0	6.0
b1596	32.0	35.0	38.0	91.0	71.0	80.0
b1597	17.0	13.0	18.0	28.0	18.0	14.0
b1598	63.0	95.0	121.0	90.0	67.0	46.0
b1599	17.0	6.0	7.0	8.0	9.0	4.0
b1600	34.0	14.0	11.0	17.0	20.0	16.0
b1601	19.0	8.0	8.0	8.0	9.0	10.0
b1602	245.0	365.0	315.0	138.0	259.0	220.0
b1603	223.0	492.0	406.0	122.0	337.0	307.0
b1604	171.0	305.0	261.0	93.0	315.0	279.0
b1605	9.0	18.0	12.0	8.0	15.0	8.0
b1606	17.0	36.0	35.0	22.0	28.0	15.0
b1607	33.0	33.0	30.0	51.0	30.0	19.0
b1608	128.0	101.0	93.0	81.0	113.0	117.0
b1609	59.0	65.0	57.0	55.0	65.0	60.0
b1610	18.0	19.0	16.0	17.0	15.0	15.0
b1611	9.0	13.0	13.0	13.0	6.0	4.0
b1612	36.0	97.0	85.0	34.0	22.0	16.0
b1613	108.0	181.0	174.0	125.0	199.0	198.0
b1614	365.0	708.0	693.0	421.0	499.0	323.0
b1615	5.0	2.0	2.0	2.0	1.0	1.0
b1616	3.0	4.0	3.0	2.0	2.0	2.0
b1617	7.0	12.0	13.0	4.0	4.0	3.0
b1618	240.0	210.0	206.0	168.0	135.0	153.0
b1619	157.0	262.0	311.0	253.0	219.0	215.0
b1620	32.0	42.0	37.0	13.0	14.0	15.0
b1621	15.0	21.0	21.0	15.0	16.0	13.0
b1622	45.0	54.0	51.0	35.0	47.0	53.0
b1623	29.0	110.0	95.0	33.0	74.0	78.0
b1624	95.0	156.0	147.0	195.0	162.0	117.0
b1625	108.0	83.0	101.0	20.0	170.0	106.0
b1626	165.0	191.0	174.0	104.0	230.0	166.0
b1627	32.0	55.0	42.0	32.0	46.0	37.0
b1628	20.0	51.0	38.0	19.0	51.0	36.0
b1629	10.0	20.0	14.0	15.0	26.0	20.0
b1630	8.0	13.0	10.0	11.0	22.0	20.0
b1631	9.0	9.0	6.0	8.0	15.0	16.0
b1632	16.0	12.0	10.0	11.0	22.0	25.0
b1633	28.0	16.0	14.0	16.0	26.0	23.0
b1634	179.0	32.0	34.0	121.0	95.0	76.0
b1635	204.0	287.0	305.0	305.0	250.0	203.0
b1636	30.0	58.0	62.0	52.0	82.0	65.0
b1637	279.0	367.0	318.0	207.0	329.0	337.0
b1638	94.0	135.0	131.0	98.0	173.0	150.0
b1639	76.0	29.0	28.0	188.0	29.0	71.0
