feature_ids	Fucose_1_RPKM	Fucose_2_RPKM	Fucose_3_RPKM	Glucose_1_RPKM	Glucose_2_RPKM	Glucose_3_RPKM
b3821	35.0	61.0	47.0	26.0	50.0	44.0
b3822	12.0	25.0	18.0	10.0	24.0	17.0
b3823	94.0	130.0	129.0	102.0	162.0	136.0
b3824	70.0	72.0	68.0	50.0	80.0	72.0
b3825	53.0	79.0	69.0	56.0	69.0	55.0
b3826	36.0	72.0	63.0	48.0	66.0	54.0
b3828	20.0	17.0	18.0	47.0	16.0	23.0
b3829	43.0	220.0	496.0	692.0	1855.0	2671.0
b3830	49.0	134.0	151.0	109.0	64.0	41.0
b3831	201.0	480.0	455.0	158.0	492.0	427.0
b3832	23.0	34.0	29.0	13.0	20.0	17.0
b3833	124.0	184.0	156.0	122.0	170.0	120.0
b3834	49.0	82.0	69.0	54.0	77.0	47.0
b3835	45.0	66.0	50.0	59.0	62.0	49.0
b3836	528.0	537.0	501.0	549.0	500.0	650.0
b3838	119.0	166.0	142.0	110.0	187.0	161.0
b3839	51.0	89.0	61.0	47.0	90.0	58.0
b3842	34.0	36.0	35.0	19.0	33.0	24.0
b3843	97.0	133.0	115.0	89.0	104.0	67.0
b3844	161.0	191.0	173.0	192.0	163.0	101.0
b3845	5.0	5.0	6.0	5.0	5.0	3.0
b3846	2.0	3.0	2.0	1.0	1.0	1.0
b3847	87.0	166.0	144.0	103.0	162.0	137.0
b3848	16.0	29.0	26.0	23.0	29.0	21.0
b3849	20.0	32.0	30.0	26.0	37.0	25.0
b3850	26.0	46.0	40.0	39.0	49.0	34.0
b3851	1.0	0.0	0.0	3.0	0.0	0.0
b3853	0.0	0.0	0.0	1.0	1.0	1.0
b3854	81.0	8.0	8.0	124.0	3.0	25.0
b3856	24.0	25.0	26.0	34.0	18.0	26.0
b3857	26.0	30.0	27.0	32.0	28.0	28.0
b3858	241.0	359.0	283.0	123.0	362.0	196.0
b3859	53.0	102.0	87.0	57.0	87.0	64.0
b3860	176.0	281.0	241.0	188.0	318.0	275.0
b3861	16.0	6.0	5.0	5.0	4.0	4.0
b3862	16.0	27.0	16.0	7.0	14.0	15.0
b3863	83.0	120.0	101.0	84.0	99.0	97.0
b3864	85.0	70.0	64.0	63.0	55.0	77.0
b3865	122.0	160.0	142.0	83.0	124.0	131.0
b3866	75.0	132.0	136.0	160.0	128.0	112.0
b3867	44.0	81.0	70.0	47.0	70.0	52.0
b3868	8.0	21.0	22.0	25.0	52.0	48.0
b3869	10.0	23.0	33.0	22.0	59.0	60.0
b3870	221.0	391.0	370.0	424.0	944.0	1274.0
b3872	13.0	18.0	14.0	4.0	8.0	7.0
b3873	15.0	23.0	16.0	3.0	5.0	4.0
b3874	8.0	9.0	6.0	2.0	3.0	3.0
b3875	2.0	1.0	1.0	1.0	0.0	1.0
b3876	9.0	4.0	3.0	4.0	2.0	2.0
b3877	3.0	3.0	3.0	2.0	2.0	1.0
b3878	4.0	3.0	3.0	2.0	1.0	1.0
b3879	2.0	3.0	3.0	1.0	1.0	1.0
b3880	3.0	8.0	7.0	3.0	4.0	4.0
b3881	3.0	7.0	6.0	3.0	3.0	3.0
b3882	2.0	3.0	3.0	1.0	2.0	2.0
b3883	5.0	6.0	7.0	5.0	5.0	5.0
b3885	91.0	110.0	105.0	55.0	47.0	37.0
b3886	38.0	69.0	74.0	49.0	36.0	34.0
b3887	28.0	90.0	78.0	52.0	74.0	58.0
b3889	4.0	3.0	2.0	3.0	1.0	1.0
b3890	41.0	32.0	41.0	21.0	21.0	25.0
b3891	57.0	82.0	70.0	40.0	62.0	48.0
b3892	27.0	24.0	21.0	10.0	7.0	6.0
b3893	23.0	25.0	20.0	4.0	6.0	4.0
b3894	63.0	112.0	76.0	19.0	22.0	8.0
b3895	56.0	43.0	40.0	51.0	42.0	33.0
b3896	8.0	5.0	4.0	2.0	4.0	3.0
b3897	2.0	1.0	1.0	1.0	1.0	1.0
b3898	2.0	2.0	3.0	3.0	3.0	2.0
b3899	1.0	1.0	1.0	2.0	1.0	1.0
b3900	1.0	0.0	1.0	1.0	1.0	1.0
b3901	7.0	5.0	6.0	3.0	4.0	3.0
b3902	2.0	2.0	2.0	4.0	2.0	1.0
b3903	1.0	1.0	1.0	1.0	1.0	1.0
b3904	1.0	1.0	1.0	0.0	1.0	1.0
b3905	2.0	4.0	5.0	2.0	3.0	2.0
b3906	4.0	9.0	9.0	3.0	3.0	2.0
b3907	4.0	6.0	6.0	6.0	3.0	2.0
b3908	119.0	499.0	439.0	500.0	326.0	170.0
b3909	6.0	7.0	7.0	7.0	5.0	4.0
b3910	17.0	26.0	35.0	30.0	34.0	32.0
b3911	42.0	83.0	81.0	64.0	68.0	53.0
b3912	90.0	169.0	178.0	123.0	157.0	123.0
b3915	58.0	81.0	91.0	84.0	96.0	76.0
b3916	502.0	481.0	459.0	395.0	1169.0	1201.0
b3917	107.0	47.0	28.0	26.0	43.0	46.0
b3918	9.0	12.0	11.0	5.0	12.0	9.0
b3919	644.0	953.0	802.0	301.0	1725.0	1752.0
b3920	15.0	28.0	25.0	11.0	30.0	17.0
b3921	37.0	33.0	32.0	56.0	36.0	30.0
b3922	315.0	152.0	175.0	203.0	305.0	433.0
b3923	360.0	162.0	192.0	209.0	262.0	374.0
b3924	25.0	49.0	53.0	37.0	61.0	58.0
b3925	27.0	34.0	25.0	17.0	31.0	44.0
b3926	68.0	73.0	50.0	13.0	14.0	10.0
b3927	41.0	28.0	24.0	9.0	7.0	6.0
b3928	1139.0	885.0	911.0	1415.0	817.0	1182.0
b3929	540.0	457.0	467.0	363.0	548.0	857.0
b3930	21.0	33.0	25.0	14.0	28.0	20.0
b3931	209.0	209.0	240.0	360.0	252.0	126.0
b3932	128.0	136.0	163.0	244.0	172.0	94.0
b3933	57.0	111.0	103.0	62.0	98.0	76.0
b3934	49.0	106.0	92.0	25.0	36.0	33.0
b3935	8.0	20.0	17.0	7.0	20.0	13.0
b3936	1807.0	3866.0	2571.0	1899.0	699.0	737.0
b3937	39.0	26.0	27.0	24.0	28.0	28.0
b3938	419.0	377.0	373.0	524.0	554.0	665.0
b3939	20.0	16.0	17.0	38.0	29.0	44.0
b3940	15.0	26.0	27.0	29.0	38.0	49.0
b3941	156.0	40.0	55.0	310.0	344.0	469.0
b3942	79.0	95.0	75.0	27.0	60.0	39.0
b3943	18.0	18.0	17.0	16.0	17.0	15.0
b3944	2.0	1.0	2.0	2.0	2.0	2.0
b3945	154.0	79.0	58.0	8.0	108.0	151.0
b3946	8.0	12.0	11.0	3.0	3.0	2.0
b3949	2.0	2.0	1.0	1.0	1.0	1.0
b3950	5.0	4.0	5.0	2.0	2.0	1.0
b3951	3.0	6.0	5.0	4.0	3.0	3.0
b3952	2.0	2.0	3.0	2.0	2.0	1.0
b3953	1.0	2.0	1.0	3.0	2.0	1.0
b3954	8.0	11.0	12.0	6.0	13.0	8.0
b3955	47.0	84.0	55.0	40.0	91.0	75.0
b3956	180.0	242.0	251.0	268.0	468.0	422.0
b3957	47.0	69.0	69.0	74.0	87.0	97.0
b3958	41.0	59.0	22.0	37.0	162.0	190.0
b3959	16.0	31.0	25.0	18.0	69.0	103.0
b3960	36.0	46.0	72.0	30.0	109.0	130.0
b3961	78.0	113.0	96.0	90.0	108.0	85.0
b3962	79.0	122.0	101.0	60.0	79.0	42.0
b3963	150.0	184.0	161.0	100.0	131.0	95.0
b3964	220.0	240.0	198.0	133.0	141.0	122.0
b3965	84.0	109.0	92.0	87.0	91.0	72.0
b3966	52.0	69.0	57.0	31.0	46.0	45.0
b3967	57.0	72.0	66.0	55.0	72.0	51.0
b3969	105.0	91.0	79.0	44.0	165.0	102.0
b3970	0.0	0.0	0.0	0.0	0.0	0.0
b3972	127.0	113.0	106.0	102.0	114.0	113.0
b3973	44.0	46.0	37.0	45.0	38.0	43.0
b3974	88.0	106.0	84.0	38.0	74.0	68.0
b3976	28.0	40.0	70.0	36.0	48.0	51.0
b3977	91.0	269.0	205.0	73.0	439.0	393.0
b3978	74.0	172.0	117.0	51.0	155.0	179.0
b3979	45.0	195.0	100.0	27.0	192.0	189.0
b3980	138.0	360.0	227.0	68.0	415.0	333.0
b3981	344.0	643.0	559.0	300.0	700.0	543.0
b3982	319.0	516.0	411.0	242.0	522.0	408.0
b3983	876.0	1731.0	1072.0	595.0	2536.0	2182.0
b3984	1329.0	2458.0	1503.0	819.0	3009.0	3017.0
b3985	2462.0	4342.0	3543.0	2145.0	6064.0	5150.0
b3986	3825.0	4712.0	4019.0	3725.0	6041.0	6271.0
b3987	414.0	735.0	580.0	470.0	1141.0	1145.0
b3988	426.0	570.0	506.0	337.0	836.0	715.0
b3989	57.0	28.0	30.0	21.0	22.0	31.0
b3990	128.0	113.0	150.0	403.0	269.0	238.0
b3991	56.0	53.0	74.0	260.0	166.0	124.0
b3992	57.0	47.0	66.0	365.0	190.0	147.0
b3993	48.0	61.0	77.0	389.0	199.0	175.0
b3994	120.0	153.0	189.0	900.0	475.0	458.0
b3995	102.0	224.0	233.0	224.0	152.0	89.0
b3996	25.0	61.0	59.0	71.0	76.0	46.0
b3997	26.0	60.0	56.0	47.0	68.0	41.0
b3998	19.0	52.0	48.0	34.0	51.0	30.0
b3999	126.0	189.0	178.0	143.0	175.0	158.0
b4000	2351.0	2873.0	2460.0	1224.0	1999.0	2644.0
b4001	23.0	42.0	33.0	14.0	31.0	20.0
b4002	40.0	5.0	5.0	36.0	18.0	8.0
b4003	6.0	6.0	6.0	4.0	4.0	3.0
b4004	8.0	7.0	6.0	9.0	8.0	6.0
b4005	11.0	22.0	12.0	8.0	50.0	28.0
b4006	11.0	45.0	22.0	8.0	60.0	38.0
b4007	0.0	0.0	0.0	0.0	0.0	0.0
b4009	0.0	0.0	0.0	0.0	0.0	0.0
b4011	8.0	4.0	6.0	7.0	5.0	6.0
b4012	11.0	10.0	12.0	11.0	9.0	8.0
b4013	38.0	71.0	116.0	189.0	197.0	271.0
b4014	360.0	1205.0	1184.0	668.0	938.0	567.0
b4015	207.0	1067.0	1180.0	629.0	601.0	307.0
b4016	43.0	174.0	185.0	136.0	108.0	76.0
b4017	3.0	4.0	3.0	4.0	5.0	3.0
b4018	75.0	169.0	125.0	78.0	138.0	120.0
b4019	64.0	116.0	107.0	82.0	107.0	85.0
b4020	10.0	18.0	18.0	12.0	11.0	8.0
b4021	60.0	52.0	40.0	6.0	53.0	86.0
b4022	54.0	85.0	72.0	53.0	67.0	52.0
b4023	239.0	189.0	186.0	298.0	182.0	173.0
b4024	43.0	138.0	148.0	46.0	105.0	75.0
b4025	319.0	489.0	507.0	288.0	745.0	582.0
b4026	13.0	18.0	14.0	78.0	41.0	374.0
b4027	1.0	0.0	1.0	1.0	0.0	2.0
b4028	0.0	0.0	0.0	1.0	1.0	1.0
b4029	2.0	5.0	5.0	4.0	3.0	3.0
b4030	60.0	16.0	18.0	301.0	101.0	82.0
b4031	11.0	7.0	6.0	18.0	8.0	4.0
b4032	60.0	74.0	34.0	5.0	8.0	7.0
b4033	21.0	62.0	25.0	3.0	5.0	6.0
b4034	305.0	433.0	144.0	9.0	24.0	29.0
b4035	31.0	89.0	25.0	2.0	5.0	5.0
b4036	224.0	241.0	63.0	5.0	13.0	14.0
b4037	117.0	148.0	58.0	18.0	17.0	18.0
b4038	2.0	1.0	1.0	1.0	1.0	0.0
b4039	48.0	64.0	61.0	37.0	48.0	38.0
b4040	38.0	57.0	54.0	38.0	43.0	26.0
b4041	44.0	94.0	76.0	25.0	64.0	52.0
b4042	59.0	125.0	92.0	32.0	67.0	53.0
b4043	349.0	321.0	251.0	214.0	228.0	239.0
b4044	11.0	14.0	10.0	11.0	14.0	9.0
b4045	908.0	314.0	510.0	5153.0	320.0	510.0
b4046	119.0	113.0	102.0	112.0	123.0	105.0
b4047	1.0	0.0	0.0	1.0	0.0	0.0
b4048	4.0	2.0	2.0	5.0	2.0	2.0
b4049	55.0	77.0	51.0	30.0	66.0	51.0
b4050	2410.0	129.0	45.0	1796.0	17.0	573.0
b4051	163.0	211.0	255.0	202.0	176.0	129.0
b4052	37.0	89.0	68.0	34.0	93.0	61.0
b4053	23.0	45.0	44.0	27.0	63.0	46.0
b4054	146.0	178.0	162.0	260.0	194.0	154.0
b4055	84.0	101.0	107.0	14.0	25.0	19.0
b4056	163.0	303.0	377.0	503.0	540.0	456.0
b4057	110.0	170.0	232.0	310.0	253.0	227.0
b4058	56.0	56.0	56.0	66.0	61.0	46.0
b4059	202.0	291.0	301.0	184.0	231.0	214.0
b4060	513.0	45.0	53.0	1546.0	574.0	478.0
b4062	24.0	110.0	67.0	19.0	27.0	112.0
b4063	77.0	17.0	22.0	46.0	22.0	28.0
b4064	16.0	48.0	29.0	13.0	74.0	39.0
b4065	22.0	41.0	41.0	33.0	36.0	24.0
b4066	3.0	1.0	1.0	2.0	0.0	1.0
b4067	3.0	4.0	4.0	2.0	2.0	1.0
b4068	2.0	5.0	3.0	2.0	0.0	1.0
b4069	4.0	17.0	13.0	6.0	3.0	4.0
b4070	11.0	7.0	5.0	4.0	10.0	6.0
b4071	4.0	3.0	2.0	1.0	2.0	3.0
b4072	2.0	1.0	0.0	0.0	2.0	1.0
b4073	2.0	1.0	1.0	2.0	1.0	1.0
b4074	1.0	1.0	1.0	2.0	1.0	1.0
b4075	1.0	0.0	1.0	1.0	1.0	0.0
b4076	2.0	1.0	3.0	1.0	3.0	1.0
b4077	25.0	37.0	38.0	18.0	41.0	19.0
b4078	70.0	91.0	90.0	76.0	71.0	64.0
b4079	30.0	22.0	18.0	19.0	50.0	39.0
b4080	1.0	1.0	1.0	1.0	1.0	1.0
b4081	2.0	2.0	2.0	2.0	2.0	2.0
b4082	1.0	2.0	2.0	2.0	2.0	2.0
b4083	1.0	1.0	1.0	1.0	0.0	0.0
b4084	8.0	9.0	9.0	6.0	6.0	4.0
b4085	4.0	4.0	4.0	3.0	2.0	2.0
b4086	7.0	5.0	4.0	4.0	4.0	4.0
b4087	4.0	5.0	3.0	2.0	2.0	2.0
b4088	14.0	15.0	9.0	3.0	4.0	3.0
b4089	45.0	71.0	63.0	17.0	36.0	35.0
b4090	19.0	20.0	20.0	15.0	13.0	15.0
b4092	10.0	10.0	11.0	21.0	7.0	6.0
b4093	3.0	8.0	9.0	6.0	6.0	2.0
b4094	1.0	1.0	0.0	1.0	1.0	1.0
b4095	1.0	1.0	1.0	1.0	1.0	1.0
b4096	2.0	3.0	5.0	3.0	4.0	2.0
b4097	1.0	0.0	1.0	1.0	1.0	0.0
b4098	0.0	1.0	1.0	1.0	1.0	0.0
b4099	0.0	0.0	0.0	1.0	0.0	0.0
b4100	0.0	1.0	0.0	1.0	1.0	0.0
b4101	0.0	0.0	0.0	0.0	1.0	0.0
b4102	0.0	1.0	0.0	0.0	0.0	0.0
b4105	0.0	0.0	0.0	1.0	0.0	0.0
b4106	0.0	0.0	0.0	0.0	0.0	0.0
b4107	23.0	67.0	85.0	71.0	35.0	22.0
b4108	188.0	247.0	164.0	48.0	182.0	96.0
b4109	27.0	27.0	18.0	9.0	11.0	7.0
b4110	5.0	7.0	6.0	2.0	3.0	2.0
b4111	354.0	173.0	173.0	1066.0	1010.0	499.0
b4112	14.0	24.0	22.0	11.0	15.0	11.0
b4113	14.0	35.0	34.0	9.0	14.0	13.0
b4114	4.0	4.0	4.0	2.0	2.0	2.0
b4115	8.0	7.0	7.0	3.0	9.0	8.0
b4116	88.0	45.0	49.0	6.0	18.0	45.0
b4117	6.0	8.0	7.0	4.0	5.0	4.0
b4118	17.0	71.0	74.0	7.0	12.0	6.0
b4119	9.0	29.0	22.0	6.0	6.0	5.0
b4120	17.0	23.0	19.0	14.0	12.0	13.0
b4121	16.0	14.0	15.0	16.0	15.0	12.0
b4122	61.0	5.0	4.0	3.0	15.0	18.0
b4123	170.0	7.0	6.0	3.0	25.0	37.0
b4124	60.0	61.0	55.0	24.0	44.0	45.0
b4125	30.0	38.0	36.0	18.0	28.0	27.0
b4126	45.0	49.0	49.0	65.0	33.0	30.0
b4127	129.0	124.0	115.0	129.0	68.0	72.0
b4128	42.0	6.0	6.0	7.0	14.0	18.0
b4129	72.0	45.0	43.0	49.0	66.0	54.0
b4130	8.0	7.0	8.0	8.0	7.0	8.0
b4131	4.0	4.0	3.0	4.0	3.0	3.0
b4132	2.0	1.0	1.0	1.0	1.0	1.0
b4133	33.0	14.0	11.0	12.0	17.0	37.0
b4134	13.0	14.0	12.0	24.0	11.0	11.0
b4135	109.0	163.0	161.0	247.0	166.0	133.0
b4136	21.0	40.0	34.0	29.0	37.0	34.0
b4137	35.0	38.0	31.0	37.0	48.0	48.0
b4138	536.0	411.0	361.0	252.0	219.0	223.0
b4139	1129.0	859.0	875.0	102.0	142.0	298.0
b4140	227.0	78.0	108.0	142.0	71.0	53.0
b4141	33.0	50.0	45.0	40.0	53.0	44.0
b4142	389.0	530.0	739.0	495.0	582.0	260.0
b4143	488.0	991.0	1260.0	694.0	810.0	389.0
b4144	431.0	613.0	576.0	401.0	498.0	456.0
b4145	39.0	41.0	32.0	15.0	29.0	28.0
b4146	36.0	78.0	60.0	42.0	63.0	47.0
b4147	278.0	669.0	525.0	196.0	711.0	602.0
b4149	24.0	69.0	95.0	50.0	34.0	15.0
b4150	8.0	12.0	10.0	4.0	13.0	13.0
b4151	287.0	107.0	91.0	21.0	97.0	144.0
b4152	229.0	92.0	73.0	13.0	90.0	115.0
b4153	206.0	109.0	82.0	13.0	96.0	149.0
b4154	265.0	82.0	83.0	16.0	156.0	254.0
b4155	31.0	34.0	25.0	15.0	24.0	23.0
b4156	13.0	7.0	5.0	4.0	5.0	5.0
b4157	6.0	3.0	3.0	3.0	4.0	4.0
b4158	10.0	7.0	7.0	7.0	5.0	6.0
b4159	8.0	15.0	13.0	10.0	17.0	12.0
b4160	78.0	126.0	101.0	96.0	126.0	107.0
b4161	107.0	159.0	143.0	125.0	149.0	126.0
b4162	37.0	66.0	58.0	27.0	71.0	64.0
b4163	279.0	711.0	773.0	352.0	743.0	706.0
b4164	16.0	66.0	55.0	10.0	66.0	52.0
b4165	46.0	15.0	11.0	11.0	12.0	26.0
b4166	39.0	45.0	40.0	43.0	45.0	32.0
b4167	13.0	25.0	30.0	27.0	21.0	12.0
b4168	24.0	28.0	29.0	35.0	28.0	18.0
b4169	31.0	42.0	43.0	37.0	37.0	29.0
b4170	26.0	37.0	36.0	35.0	41.0	27.0
b4171	400.0	465.0	505.0	716.0	452.0	330.0
b4172	1096.0	1394.0	1388.0	1342.0	1330.0	1105.0
b4173	178.0	309.0	290.0	235.0	284.0	182.0
b4174	118.0	297.0	246.0	216.0	318.0	205.0
b4175	123.0	251.0	207.0	227.0	294.0	210.0
b4176	19.0	14.0	14.0	27.0	21.0	19.0
b4177	1100.0	1377.0	1098.0	527.0	1756.0	1401.0
b4178	155.0	152.0	134.0	130.0	172.0	175.0
b4179	152.0	158.0	151.0	186.0	152.0	145.0
b4180	70.0	98.0	81.0	54.0	73.0	51.0
b4181	4.0	3.0	3.0	1.0	2.0	1.0
b4182	6.0	4.0	2.0	2.0	3.0	2.0
b4183	3.0	1.0	2.0	2.0	2.0	1.0
b4184	2.0	1.0	1.0	2.0	1.0	0.0
b4185	2.0	2.0	1.0	1.0	2.0	1.0
b4186	3.0	2.0	2.0	2.0	2.0	1.0
b4187	10.0	54.0	94.0	57.0	85.0	38.0
b4188	147.0	212.0	224.0	34.0	25.0	25.0
b4189	159.0	400.0	432.0	40.0	50.0	44.0
b4190	21.0	34.0	33.0	22.0	35.0	29.0
b4191	12.0	25.0	21.0	8.0	15.0	15.0
b4192	5.0	8.0	9.0	5.0	7.0	5.0
b4193	2.0	2.0	2.0	1.0	1.0	1.0
b4194	2.0	4.0	2.0	1.0	1.0	1.0
b4195	2.0	4.0	2.0	2.0	2.0	1.0
b4196	3.0	6.0	5.0	3.0	4.0	2.0
b4197	2.0	3.0	3.0	2.0	2.0	1.0
b4198	3.0	3.0	3.0	3.0	2.0	1.0
b4199	30.0	30.0	46.0	118.0	32.0	20.0
b4200	826.0	1819.0	1139.0	716.0	2319.0	2610.0
b4201	359.0	753.0	446.0	284.0	1008.0	1168.0
b4202	237.0	559.0	330.0	233.0	805.0	660.0
b4203	718.0	1012.0	671.0	600.0	1237.0	1115.0
b4204	5.0	4.0	3.0	1.0	5.0	4.0
b4205	2.0	2.0	2.0	1.0	1.0	1.0
b4206	44.0	77.0	77.0	40.0	80.0	69.0
b4207	71.0	141.0	107.0	69.0	173.0	133.0
b4208	80.0	118.0	109.0	114.0	107.0	71.0
b4209	7.0	7.0	9.0	6.0	6.0	11.0
b4210	5.0	8.0	7.0	8.0	7.0	4.0
b4211	8.0	15.0	13.0	7.0	13.0	8.0
b4212	20.0	9.0	11.0	17.0	13.0	11.0
b4213	64.0	132.0	101.0	14.0	26.0	24.0
b4214	62.0	116.0	144.0	157.0	85.0	51.0
b4215	5.0	3.0	3.0	2.0	2.0	2.0
b4216	20.0	74.0	74.0	13.0	10.0	6.0
b4217	243.0	592.0	818.0	1320.0	170.0	150.0
b4218	49.0	68.0	59.0	21.0	51.0	28.0
b4219	69.0	144.0	144.0	92.0	136.0	93.0
b4220	33.0	44.0	44.0	34.0	46.0	33.0
b4221	20.0	35.0	34.0	28.0	37.0	28.0
b4222	153.0	187.0	215.0	230.0	210.0	176.0
b4224	26.0	24.0	28.0	32.0	20.0	17.0
b4225	21.0	22.0	24.0	17.0	15.0	15.0
b4226	689.0	1313.0	1119.0	662.0	1710.0	1633.0
b4227	19.0	71.0	53.0	10.0	9.0	7.0
b4230	3.0	8.0	9.0	2.0	2.0	1.0
b4231	7.0	16.0	17.0	9.0	5.0	3.0
b4232	108.0	313.0	248.0	58.0	115.0	88.0
b4233	78.0	96.0	84.0	80.0	102.0	93.0
b4234	135.0	186.0	173.0	158.0	191.0	175.0
b4235	62.0	80.0	78.0	84.0	90.0	77.0
b4236	72.0	54.0	69.0	77.0	51.0	53.0
b4237	24.0	28.0	29.0	23.0	27.0	31.0
b4238	54.0	71.0	76.0	45.0	50.0	70.0
b4239	6.0	9.0	6.0	2.0	5.0	4.0
b4240	9.0	11.0	9.0	5.0	5.0	4.0
b4241	41.0	30.0	27.0	48.0	27.0	31.0
b4242	13.0	14.0	12.0	13.0	18.0	14.0
b4243	358.0	659.0	637.0	239.0	449.0	508.0
b4244	17.0	13.0	12.0	13.0	80.0	183.0
b4245	4.0	7.0	5.0	5.0	55.0	130.0
b4246	66.0	52.0	57.0	87.0	46.0	38.0
b4248	23.0	38.0	39.0	45.0	34.0	16.0
b4249	4.0	6.0	7.0	4.0	6.0	4.0
b4251	19.0	33.0	29.0	19.0	25.0	20.0
b4252	238.0	257.0	285.0	137.0	262.0	237.0
b4253	5.0	6.0	6.0	8.0	7.0	5.0
b4254	18.0	39.0	39.0	22.0	158.0	214.0
b4255	1396.0	1493.0	1373.0	1374.0	1499.0	1900.0
b4256	56.0	52.0	47.0	41.0	46.0	41.0
b4257	3.0	2.0	2.0	3.0	2.0	2.0
b4258	93.0	208.0	179.0	111.0	200.0	147.0
b4259	19.0	51.0	57.0	24.0	46.0	30.0
b4260	76.0	186.0	160.0	68.0	122.0	81.0
b4261	90.0	100.0	89.0	97.0	106.0	85.0
b4262	53.0	95.0	88.0	68.0	81.0	54.0
b4263	17.0	30.0	27.0	21.0	19.0	14.0
b4264	20.0	23.0	22.0	15.0	21.0	18.0
b4265	12.0	13.0	14.0	10.0	12.0	11.0
b4266	12.0	21.0	18.0	2.0	3.0	2.0
b4267	10.0	19.0	19.0	1.0	2.0	2.0
b4268	6.0	8.0	7.0	4.0	2.0	2.0
b4269	9.0	26.0	32.0	30.0	19.0	6.0
b4270	8.0	2.0	3.0	3.0	7.0	7.0
b4271	99.0	74.0	72.0	64.0	42.0	42.0
b4277	7.0	5.0	4.0	6.0	6.0	4.0
b4278	15.0	18.0	18.0	17.0	15.0	14.0
b4279	14.0	26.0	19.0	9.0	7.0	5.0
b4280	22.0	43.0	35.0	13.0	15.0	12.0
b4281	14.0	5.0	4.0	2.0	3.0	4.0
b4282	2.0	2.0	2.0	2.0	2.0	2.0
b4286	5.0	6.0	7.0	5.0	8.0	9.0
b4287	6.0	7.0	8.0	7.0	17.0	12.0
b4288	2.0	4.0	3.0	3.0	8.0	6.0
b4289	2.0	3.0	2.0	4.0	9.0	5.0
b4290	12.0	16.0	15.0	29.0	44.0	38.0
b4291	16.0	40.0	32.0	49.0	72.0	54.0
b4292	55.0	166.0	139.0	100.0	205.0	112.0
b4293	299.0	565.0	537.0	500.0	584.0	481.0
b4295	98.0	95.0	90.0	72.0	89.0	79.0
b4296	14.0	10.0	9.0	5.0	6.0	5.0
b4297	26.0	23.0	21.0	10.0	11.0	9.0
b4298	15.0	17.0	15.0	5.0	6.0	5.0
b4299	16.0	10.0	11.0	1.0	1.0	1.0
b4300	11.0	23.0	20.0	6.0	8.0	4.0
b4301	5.0	20.0	19.0	5.0	7.0	4.0
b4302	5.0	30.0	27.0	5.0	6.0	6.0
b4303	23.0	35.0	35.0	15.0	15.0	13.0
b4304	7.0	28.0	28.0	4.0	4.0	2.0
b4305	14.0	33.0	28.0	8.0	8.0	9.0
b4306	11.0	11.0	8.0	4.0	3.0	2.0
b4307	13.0	10.0	7.0	2.0	3.0	2.0
b4308	15.0	5.0	6.0	5.0	3.0	5.0
b4309	15.0	14.0	13.0	5.0	8.0	4.0
b4310	35.0	30.0	29.0	16.0	14.0	8.0
b4311	4.0	2.0	2.0	1.0	1.0	1.0
b4312	88.0	131.0	102.0	19.0	118.0	85.0
b4313	13.0	9.0	10.0	27.0	9.0	14.0
b4314	1829.0	2777.0	2473.0	1194.0	2611.0	2048.0
b4315	127.0	189.0	176.0	83.0	240.0	165.0
b4316	67.0	79.0	69.0	30.0	106.0	66.0
b4317	27.0	33.0	27.0	15.0	45.0	28.0
b4318	13.0	12.0	9.0	8.0	23.0	12.0
b4319	13.0	10.0	10.0	8.0	29.0	14.0
b4320	27.0	23.0	22.0	16.0	36.0	24.0
b4321	6.0	10.0	9.0	3.0	3.0	2.0
b4322	14.0	27.0	21.0	11.0	12.0	18.0
b4323	10.0	15.0	11.0	9.0	10.0	10.0
b4324	49.0	60.0	59.0	52.0	53.0	50.0
b4325	5.0	2.0	1.0	0.0	1.0	1.0
b4326	53.0	18.0	23.0	10.0	32.0	89.0
b4327	21.0	20.0	20.0	16.0	24.0	23.0
b4328	21.0	27.0	22.0	12.0	27.0	24.0
b4329	4.0	4.0	4.0	1.0	3.0	2.0
b4330	4.0	3.0	3.0	1.0	3.0	2.0
b4331	27.0	19.0	19.0	32.0	16.0	19.0
b4332	9.0	9.0	7.0	10.0	6.0	6.0
b4333	18.0	18.0	12.0	10.0	10.0	11.0
b4334	15.0	30.0	16.0	4.0	9.0	5.0
b4335	46.0	69.0	44.0	9.0	23.0	15.0
b4336	18.0	28.0	29.0	18.0	19.0	10.0
b4337	49.0	21.0	18.0	13.0	25.0	32.0
b4340	10.0	10.0	10.0	7.0	9.0	5.0
b4341	3.0	1.0	1.0	3.0	3.0	2.0
b4342	123.0	166.0	113.0	22.0	49.0	40.0
b4345	11.0	9.0	11.0	5.0	5.0	5.0
b4346	28.0	26.0	26.0	14.0	18.0	16.0
b4347	14.0	8.0	7.0	6.0	7.0	8.0
b4348	19.0	23.0	19.0	17.0	21.0	16.0
b4349	21.0	44.0	31.0	14.0	29.0	21.0
b4350	47.0	100.0	85.0	18.0	35.0	30.0
b4351	33.0	37.0	38.0	24.0	30.0	27.0
b4352	52.0	55.0	45.0	22.0	40.0	51.0
b4353	40.0	15.0	21.0	17.0	26.0	67.0
b4355	4.0	7.0	7.0	5.0	4.0	3.0
